Compound Id	ZagrebIndex
10446	34.0
7463	24.0
7619	26.0
7016	20.0
13871721	14.0
7739	20.0
7706	24.0
7028	26.0
5730	20.0
6316	16.0
8903	24.0
24590970	30.0
21011	20.0
9325	36.0
415	14.0
55090	24.0
10947	20.0
10772140	16.0
28994	10.0
13839553	14.0
3973	34.0
71312	30.0
3951	22.0
592	22.0
8904	24.0
8899	20.0
60329	18.0
6406	26.0
2916	6.0
2293678	30.0
6119	12.0
29015	24.0
11680	24.0
7624	26.0
7615	20.0
7090	48.0
6122	12.0
7024	26.0
55188	28.0
11117	24.0
13835224	16.0
6176	30.0
62249	34.0
13803	32.0
10755	28.0
9377	22.0
15077490	30.0
7823	22.0
11125	22.0
6307	16.0
7787	24.0
6334	16.0
13255	32.0
109838	22.0
11849	22.0
173	12.0
66656	34.0
13837280	16.0
11845	22.0
11094	24.0
13854944	20.0
29000	20.0
8398	20.0
10791	26.0
8733	14.0
10786	26.0
8554	24.0
92731	40.0
7788	24.0
9233	14.0
1020	24.0
11992	30.0
6187	38.0
8158	24.0
11023	24.0
11731	10.0
11207996	30.0
1609	18.0
7721	14.0
1095	20.0
11121	22.0
10498	14.0
7065	30.0
7791	24.0
109705	96.0
7636	32.0
7621	26.0
11551	24.0
13835836	28.0
7711	14.0
8543	14.0
6040	18.0
10445	34.0
11351244	38.0
7770	18.0
23150	42.0
12161	36.0
13874867	30.0
31029	10.0
4444456	14.0
7769	18.0
18607	14.0
10001	26.0
7747	30.0
10788	26.0
23621376	18.0
5993	16.0
8560	22.0
555074	22.0
10437074	30.0
13861343	30.0
7705	24.0
8141	26.0
10512	18.0
11180	30.0
7701	24.0
62589	30.0
7686	30.0
5439	20.0
11056	28.0
7026	26.0
66675	38.0
2005981	12.0
7622	26.0
7684	30.0
8900	20.0
11025	24.0
7475	28.0
59674	18.0
21171407	10.0
11095	24.0
13837537	24.0
10614293	34.0
6326	16.0
56117	36.0
7466	24.0
29036	12.0
7761	28.0
21168808	26.0
11104	30.0
16778	22.0
13835376	26.0
127750	26.0
10790	26.0
2018460	34.0
68503	36.0
13863629	30.0
7674	30.0
1143	12.0
1108	30.0
7029	26.0
29001	26.0
11788	30.0
11732	28.0
7688	30.0
7515	28.0
11794	24.0
13836520	34.0
11678	24.0
2038738	34.0
8562	22.0
29012	28.0
21106535	20.0
13875283	36.0
13867413	24.0
13837702	18.0
5949	22.0
71089	30.0
7551	10.0
11706	28.0
66996	30.0
61487	24.0
10797	32.0
26325086	44.0
7478	28.0
11799	24.0
13839199	30.0
13835459	24.0
11793	24.0
10534	28.0
9326	36.0
63863	42.0
659	12.0
7459	24.0
10787	26.0
12228	30.0
18688	38.0
10795	32.0
55130	34.0
11086	30.0
11841	34.0
12012	26.0
4489	36.0
48024	30.0
11024	24.0
512621	40.0
66655	46.0
21106032	18.0
6330	16.0
11035	28.0
13439	42.0
7021	20.0
7018	20.0
120464	28.0
11864	26.0
4444608	22.0
10948	20.0
11761	26.0
12229	30.0
24099	18.0
22453	34.0
12499	60.0
7833	26.0
7657	34.0
7013	20.0
13837281	22.0
5708	24.0
7703	24.0
4512642	26.0
4516601	26.0
11244	22.0
4516599	26.0
11846	22.0
7812	22.0
10652594	74.0
7766	18.0
844	26.0
13816	20.0
19953955	22.0
7776	18.0
1141	36.0
11857	28.0
66021	30.0
10497	14.0
70715	30.0
21106520	30.0
66809	34.0
10452	66.0
10433	34.0
29107	22.0
10265264	36.0
13874733	30.0
11911	24.0
7811	22.0
13836399	26.0
7676	30.0
7064	30.0
349	26.0
10488	30.0
4514549	0.0
11193	34.0
4512361	26.0
11739	32.0
8552	28.0
8908	28.0
28986	28.0
10526	22.0
17443	34.0
68832	30.0
21800	36.0
10179173	36.0
81815	36.0
29016	34.0
7003	34.0
59447	30.0
13839109	32.0
13865426	34.0
7678	30.0
13842613	36.0
71430	40.0
7760	28.0
971	30.0
10420	32.0
11695	28.0
12643	30.0
7219	34.0
11784	30.0
7482	32.0
13838404	12.0
7679	30.0
15443	34.0
11434292	56.0
65936	34.0
13835209	18.0
7677	30.0
6342	22.0
15438	34.0
1348	26.0
11216	32.0
68328	50.0
4517338	20.0
11194	34.0
11819	30.0
13402	36.0
20843	36.0
55091	30.0
10487	30.0
15954	30.0
11045	32.0
11210	32.0
7521	36.0
7641	36.0
11543	30.0
13638	32.0
11752	20.0
7242	34.0
11843	32.0
7530	36.0
15765	36.0
10101	32.0
16791	26.0
11029	28.0
9633	30.0
28992	36.0
18717	34.0
6106	6.0
99440	34.0
7838	26.0
120621	26.0
9581	40.0
15413	44.0
7710	14.0
7536	32.0
7689	30.0
10710415	34.0
14751	34.0
7073	40.0
24533	34.0
7238	34.0
13835293	28.0
13866593	22.0
13875196	40.0
120489	34.0
10197150	30.0
374462	28.0
13839575	30.0
8569	30.0
11600	36.0
5889	30.0
191367	28.0
6967	36.0
192642	26.0
1078	30.0
23101	64.0
17558	32.0
55123	30.0
68179	30.0
733	20.0
11042	36.0
21132380	36.0
9349	36.0
73412	18.0
235	34.0
7827	22.0
68156	22.0
773	20.0
17880	30.0
20119	24.0
70714	30.0
7225	34.0
7786	18.0
7224	34.0
13448	46.0
7673	30.0
10940	36.0
10939	36.0
13842993	38.0
29025	30.0
1664	30.0
7128	40.0
455420	30.0
11866	26.0
21105905	34.0
10772050	30.0
26765	24.0
7681	30.0
7837	26.0
553642	32.0
21106560	34.0
11830	18.0
7810	22.0
7815	22.0
13842001	28.0
21169510	38.0
11930	32.0
10437135	38.0
7835	26.0
19956441	26.0
78	34.0
67991	42.0
455353	30.0
13875281	36.0
2039535	38.0
13837686	36.0
7240	34.0
123993	34.0
7849	30.0
7803	32.0
11783	30.0
13839441	22.0
18219	14.0
83866	36.0
13875160	36.0
11865	26.0
11077	36.0
21106586	40.0
13835772	36.0
83850	36.0
7221	34.0
11699	32.0
7385	38.0
7391	38.0
7670	40.0
13860335	34.0
19231	34.0
29005	36.0
7443	40.0
22191	34.0
7802	32.0
7389	38.0
7241	34.0
6179	30.0
7694	36.0
24972	42.0
62489	34.0
6286	40.0
7528	36.0
11660	40.0
62230	36.0
8568	36.0
7129	40.0
69371	42.0
10784857	90.0
21105871	36.0
13839082	36.0
63889	36.0
21109330	38.0
10937	36.0
7236	34.0
1577	26.0
122090	68.0
8909	32.0
11716	36.0
12231	36.0
10384035	38.0
6270	52.0
156255	32.0
7659	42.0
11409	40.0
6402	58.0
11919	36.0
7856	30.0
13257	36.0
21106036	52.0
13840690	34.0
7765	18.0
7538	36.0
71787	30.0
441	30.0
2606	30.0
11795	24.0
6287	44.0
14692	34.0
7223	34.0
7685	30.0
123860	34.0
7672	30.0
9970	34.0
13857694	36.0
16159	26.0
7088	48.0
28969	44.0
12069	32.0
11265	36.0
13648	40.0
13876539	38.0
7533	34.0
7131	40.0
7434	32.0
13866817	36.0
6977	42.0
13854136	36.0
447	40.0
13837760	36.0
13835151	36.0
191	38.0
7234	34.0
71628	32.0
7132	40.0
11087	30.0
18801	26.0
13837988	36.0
10696	88.0
76894	70.0
12456	34.0
12445	34.0
69569	64.0
12809	34.0
7138	40.0
10236	42.0
13863618	40.0
4446445	30.0
3954	28.0
55205	28.0
11021	40.0
14198	58.0
29026	30.0
5976	42.0
13875258	36.0
9903	46.0
7183	46.0
21181	28.0
13839416	26.0
7851	30.0
18410	42.0
13865680	40.0
21112023	46.0
503239	40.0
4878	36.0
932	30.0
12010	22.0
63908	40.0
5830	38.0
13839308	38.0
14680	26.0
28682	40.0
14169248	32.0
63310	48.0
11671339	78.0
391428	58.0
122446	34.0
238	40.0
7239	34.0
11863	26.0
2041618	78.0
13851576	34.0
13854248	36.0
10437215	42.0
8070	46.0
370	36.0
455090	40.0
11632	32.0
14840	34.0
2656	64.0
78828	72.0
10422	38.0
20939	46.0
69914	78.0
9976	36.0
73479	46.0
924	40.0
6883	44.0
5979	38.0
577	36.0
13658	48.0
21106366	44.0
7419	42.0
14299946	88.0
331	46.0
7448	44.0
7509	40.0
12632	36.0
61001	64.0
28982	40.0
11604	40.0
62534	44.0
62408	44.0
123207	36.0
75951	38.0
13837787	46.0
13839123	42.0
59483	66.0
18724	48.0
7850	30.0
13875432	36.0
8665	40.0
13839128	42.0
13875219	36.0
456015	34.0
55084	40.0
6974	36.0
8657	40.0
13849981	46.0
26824	86.0
72793	38.0
21106014	40.0
6296	50.0
14256731	56.0
13860775	40.0
7140	46.0
13869339	36.0
13647	40.0
764	36.0
7800	40.0
8071	46.0
13835932	30.0
7809	22.0
4449	36.0
13839110	42.0
29029	34.0
21106525	40.0
7142	46.0
132	46.0
12220	38.0
20570	40.0
21106144	46.0
7190	46.0
8140	42.0
13869451	36.0
15461	52.0
76394	40.0
7518	36.0
8520	86.0
8883	60.0
6079	46.0
2931	46.0
10536	30.0
25552	44.0
13848808	50.0
10181341	44.0
10328	36.0
15846	34.0
5596	36.0
4962	40.0
13869462	42.0
11871	26.0
10265270	50.0
222538	44.0
768	52.0
2849146	44.0
8674	44.0
13869480	40.0
12635	38.0
65523	44.0
6999	48.0
2441	66.0
7662	42.0
13856352	38.0
7506	42.0
6897	48.0
8186	46.0
15431	40.0
58234	66.0
21106146	46.0
15387	34.0
8574	34.0
1015	46.0
26325090	34.0
13842573	36.0
9564	42.0
221226	44.0
8912	48.0
7848	30.0
13875441	36.0
13863774	46.0
13871718	42.0
10179239	50.0
10227261	66.0
776	46.0
906	50.0
21168813	46.0
4366810	42.0
7170	56.0
12821	40.0
13619	38.0
392	36.0
8097	50.0
299166	46.0
21106013	46.0
13869414	40.0
21111817	40.0
7511	44.0
24641	42.0
21106020	46.0
17131	60.0
10756	54.0
7984	36.0
10404	46.0
13853953	46.0
12218	40.0
21105897	54.0
13862559	42.0
5593	46.0
123	40.0
11773	44.0
13846663	54.0
10451	110.0
7852	30.0
7872	44.0
13662	46.0
12637	42.0
376	42.0
6780	50.0
6794	48.0
21106018	42.0
72551	42.0
15427	42.0
13859497	56.0
11576	52.0
6635	42.0
21111781	44.0
11080	36.0
13835630	36.0
105291	42.0
14846	44.0
13868640	36.0
21105859	44.0
11862	26.0
8910	40.0
14227	46.0
10437210	46.0
11589	50.0
64699	38.0
8098	50.0
589165	44.0
6781	50.0
12933	56.0
13853758	46.0
9893	48.0
6621	52.0
558878	42.0
8855	50.0
10980	46.0
206561	50.0
15855	52.0
13835126	46.0
5882	56.0
13864445	42.0
21170967	50.0
12478	40.0
21105870	42.0
13229	44.0
13849989	42.0
24535	50.0
18019	108.0
73390	48.0
6674	46.0
11591	50.0
67360	38.0
553578	42.0
10437335	48.0
14593	44.0
10432	36.0
7745	30.0
21159695	44.0
7891	42.0
10972	46.0
11557190	94.0
8183	56.0
12219	34.0
880	44.0
1446	52.0
2923	46.0
6775	44.0
12954	40.0
8576	38.0
21105848	50.0
68109	86.0
7882	38.0
120548	46.0
10181339	48.0
6788	56.0
13853943	46.0
11672	44.0
57726	68.0
10892	50.0
6898	54.0
1905	42.0
21106470	50.0
6950	46.0
13860434	50.0
12972	44.0
21106148	50.0
10664	46.0
7890	42.0
71876	50.0
7176	50.0
15965	52.0
67653	34.0
13487	50.0
9088156	76.0
7871	44.0
68224	104.0
18	52.0
4511751	60.0
10181338	50.0
10756390	104.0
84971	40.0
388391	40.0
13871489	58.0
11629	50.0
2241	40.0
21106519	48.0
11460	44.0
7189	46.0
8521	108.0
13876103	54.0
11510	42.0
14349	34.0
7211	56.0
2937774	54.0
11584	50.0
21105998	52.0
6736	56.0
4963	46.0
6789	56.0
6737	56.0
59482	52.0
81814	64.0
14021447	116.0
71	52.0
80863	60.0
955	46.0
7145	46.0
917	60.0
3350	52.0
10616	56.0
7172	56.0
10257	56.0
953	46.0
1151	58.0
21106571	48.0
6827	58.0
11422	50.0
21106163	48.0
10025	46.0
13835344	50.0
15853	42.0
21106140	58.0
10801109	62.0
86394	60.0
21106145	56.0
62310	58.0
13835706	62.0
7092	48.0
1448	62.0
8182	56.0
21106518	46.0
10437239	46.0
13848793	56.0
68676	56.0
16180	46.0
7600	50.0
13846959	46.0
6773	58.0
7340	48.0
13837329	64.0
21106581	56.0
16475	52.0
7146	52.0
185	52.0
6828	58.0
11488212	52.0
6646	40.0
10801842	38.0
16387	68.0
11586	60.0
62472	60.0
16388	68.0
21108576	46.0
6480	52.0
23083	58.0
10628694	52.0
7892	42.0
71437	68.0
5644	56.0
10909	62.0
10918	62.0
8935	54.0
4510206	38.0
7757	52.0
13846749	54.0
2298886	60.0
6550	58.0
8341	56.0
7208	56.0
11882	46.0
4611	52.0
13835351	58.0
8374	56.0
70682	34.0
13492	54.0
13677	60.0
6739	56.0
17347	48.0
7875	52.0
11777	42.0
7310	52.0
11465	48.0
2157	60.0
8150	62.0
7302	62.0
7202	50.0
7042	62.0
6035	50.0
11776	42.0
10908	62.0
10850	62.0
556589	52.0
7299	62.0
8577	38.0
21106900	56.0
17652	36.0
5915	44.0
10106	56.0
63518	56.0
17868	58.0
6706	52.0
10851	62.0
11588	46.0
79969	58.0
6675	46.0
71193	52.0
2206	64.0
13867714	58.0
4445317	68.0
10849	62.0
11595	56.0
1906	50.0
6193	68.0
67270	54.0
16177	46.0
6033	54.0
6478	68.0
15517	64.0
10841	62.0
13574	50.0
8319	56.0
7964	64.0
15789876	84.0
21105699	58.0
13622	50.0
10829	62.0
11507	42.0
7585	74.0
6790	56.0
15495	62.0
13860	40.0
10831	62.0
56515	80.0
20124	56.0
744	58.0
10343	68.0
218253	64.0
454319	362.0
76154	58.0
33084	40.0
67414	90.0
220998	48.0
15867	82.0
7901	46.0
14627	56.0
21106570	54.0
10449	132.0
10813	62.0
199342	72.0
15755	62.0
15702	78.0
62484	50.0
4522053	60.0
8273	66.0
11883	50.0
8262	66.0
642951	66.0
15747	58.0
15524	62.0
13837303	72.0
305	58.0
230	58.0
14995	62.0
10733068	130.0
256210	56.0
33421	70.0
67470	62.0
33416	60.0
14994	62.0
15756	62.0
12938	48.0
6588	66.0
15475	62.0
7279	54.0
23886	70.0
14472	36.0
15476	62.0
42330	68.0
2991	68.0
12682	68.0
4762	64.0
361	58.0
6592	72.0
11884	50.0
15488	64.0
15478	62.0
21106573	64.0
11003	62.0
15489	64.0
15861	68.0
7155	72.0
64155	60.0
2627	64.0
24142	54.0
8073	78.0
44152	68.0
26325080	138.0
8916	56.0
4267	60.0
33455	70.0
15619	68.0
96749	50.0
18336	62.0
5236	70.0
440	50.0
2973	50.0
3173	52.0
2185	66.0
1361549	64.0
7915	50.0
30600	70.0
1438	48.0
15477	62.0
10437836	60.0
8120	66.0
26010	70.0
7152	58.0
13846658	64.0
8470	60.0
3544	70.0
15621	68.0
33934	70.0
7913	60.0
7994	56.0
2468	84.0
6840	76.0
12133	62.0
11632871	64.0
34863	76.0
63968	64.0
61739	62.0
68437	68.0
66895	64.0
26260	68.0
33932	70.0
33933	70.0
5027	58.0
192748	76.0
8282	62.0
5004	54.0
34188	76.0
13114	76.0
18280	74.0
12024	48.0
2068	70.0
6835	64.0
78998	58.0
72056	50.0
4626	52.0
2169	64.0
23115	56.0
6492	62.0
4103087	68.0
9824	78.0
15473	70.0
34664	76.0
9053802	56.0
37904	76.0
13856959	76.0
12586	56.0
5368	112.0
707	60.0
34665	76.0
17098	70.0
17099	70.0
84188	68.0
15620	68.0
8111	76.0
3210	64.0
49469	84.0
967	60.0
158870	68.0
2915	72.0
83330	82.0
157093	68.0
4768	70.0
34864	76.0
14993	64.0
8329	78.0
970	76.0
7917	54.0
136000	68.0
34866	76.0
83374	68.0
2297538	80.0
20848	72.0
457145	68.0
8067	60.0
37918	76.0
457140	68.0
34865	76.0
8241	80.0
14620	68.0
6593	72.0
21782117	134.0
135983	68.0
10540	58.0
25472	66.0
25605	76.0
6464	70.0
25677	82.0
136001	68.0
136003	68.0
34666	76.0
82753	74.0
10438331	72.0
2121	72.0
1278	76.0
4457	54.0
62265	72.0
11974	48.0
31991	66.0
481441	130.0
34867	76.0
84235	68.0
13087	64.0
2079	78.0
2424	76.0
5256	50.0
7315	76.0
15474	70.0
37915	76.0
40191	82.0
29348	82.0
26011	76.0
28287	70.0
62632	62.0
30932	60.0
22172	68.0
5899	74.0
2297441	68.0
37905	76.0
3987	76.0
33617	76.0
2283071	74.0
34830	84.0
16568	76.0
108106	120.0
69223	60.0
35581	82.0
23912	66.0
13302	64.0
4932499	74.0
3006	56.0
56793	82.0
13090	68.0
34868	76.0
10243	60.0
13850879	82.0
56791	82.0
14674	82.0
15729	84.0
8060	82.0
9040	68.0
34870	76.0
30881	72.0
17587	70.0
34869	76.0
457144	68.0
5807	88.0
9026	84.0
3008	66.0
4575	78.0
135925	68.0
4759	74.0
82777	82.0
34871	76.0
454495	82.0
6688	78.0
36319	78.0
533188	82.0
34872	76.0
10169	96.0
11891	58.0
56792	82.0
26325081	160.0
8058	78.0
20493	78.0
36278	96.0
35580	82.0
82755	74.0
82842	80.0
15417	70.0
46262	82.0
136002	68.0
28941	82.0
56123	108.0
5342	70.0
56784	76.0
16182	82.0
56785	82.0
56790	82.0
26563	72.0
13303	62.0
82765	88.0
82767	78.0
12705	68.0
14826	90.0
30816	102.0
16481	58.0
97173	74.0
102720	74.0
7051	80.0
21924	76.0
102721	74.0
33458	82.0
82818	82.0
3548	78.0
35579	82.0
38839	94.0
27749	70.0
34667	76.0
56795	82.0
56788	82.0
1994	82.0
8939	78.0
16482	66.0
36972	82.0
21106365	76.0
4760	74.0
34873	76.0
7967	114.0
559096	98.0
35582	82.0
56771	88.0
13520	90.0
56774	88.0
9873	82.0
3463	108.0
37744	88.0
12874	76.0
46893	82.0
82807	82.0
35081	88.0
56769	88.0
35584	82.0
3864	82.0
13300034	84.0
10292746	134.0
33829	72.0
102833	74.0
47912	82.0
13844817	84.0
82817	82.0
82762	74.0
2839	88.0
6842	76.0
82754	74.0
157094	74.0
3229	76.0
5237	76.0
82840	86.0
34189	82.0
16736498	116.0
7968	112.0
29117	76.0
33304	82.0
56794	82.0
13837319	88.0
457138	74.0
39406	88.0
56780	88.0
27793	74.0
106355	74.0
6767	80.0
34847	88.0
102897	74.0
2581	62.0
6417	108.0
103011	74.0
82712	74.0
56781	88.0
45444	88.0
102947	74.0
102933	74.0
33457	82.0
8287	86.0
33280	82.0
36029	102.0
46263	82.0
56777	88.0
33666	94.0
56787	82.0
16736486	114.0
102801	74.0
82873	134.0
8288	86.0
4025	88.0
17339596	92.0
33456	82.0
2629	86.0
33386	82.0
2003	120.0
6514	98.0
36973	88.0
97172	74.0
36974	88.0
82819	88.0
15572	78.0
102856	74.0
13115	76.0
8800	94.0
29153	94.0
35583	82.0
82820	88.0
45445	88.0
4886542	82.0
103066	74.0
46894	88.0
32873	104.0
35563	76.0
17684	56.0
44885	94.0
46710	110.0
33326	108.0
4745	76.0
26325088	58.0
56772	88.0
34848	88.0
56760	94.0
84346	94.0
26325085	60.0
28552	76.0
12364	96.0
56755	94.0
82796	88.0
35265	96.0
56789	82.0
4599	88.0
24638	90.0
56768	88.0
13328	122.0
4437893	84.0
6371	88.0
56778	88.0
3277	90.0
4526760	94.0
21568	82.0
96948	80.0
16415	88.0
193215	120.0
26325087	58.0
37779	88.0
56779	88.0
11274	92.0
35585	88.0
84344	88.0
56786	82.0
82797	100.0
5363	86.0
541032	54.0
31129	130.0
37749	102.0
56776	88.0
46264	82.0
83413	94.0
43354	88.0
457139	74.0
21429023	114.0
97055	80.0
4927801	150.0
34859	94.0
7260	80.0
19939	98.0
56756	94.0
4719431	92.0
102798	74.0
36976	94.0
45446	88.0
56767	94.0
8093	78.0
29631	60.0
34850	88.0
14348	66.0
559213	88.0
6453	94.0
84345	88.0
56766	94.0
102722	80.0
33281	82.0
1262	86.0
36975	88.0
154865	80.0
102741	80.0
26325082	182.0
32555	96.0
82740	94.0
215802	90.0
30459	104.0
23977588	116.0
4333	102.0
18941	78.0
97198	80.0
37019	94.0
82783	94.0
37000	94.0
39198	94.0
56765	94.0
46285	88.0
4938407	116.0
46284	88.0
82806	88.0
19722	86.0
34116	92.0
34668	88.0
34851	94.0
56773	88.0
82798	112.0
29282	78.0
47913	88.0
5772	114.0
28827	90.0
26915	78.0
6066	76.0
32952	88.0
48518	100.0
84347	94.0
75956	86.0
102857	80.0
43353	88.0
83414	100.0
2940	134.0
18445	90.0
25304	98.0
102787	80.0
18444	82.0
15010	90.0
82823	100.0
83411	90.0
102742	80.0
34190	94.0
56761	94.0
47914	94.0
102743	80.0
66326	116.0
56559	72.0
35529	84.0
36710	94.0
7991	84.0
33832	84.0
34852	94.0
2927	90.0
154866	80.0
35588	100.0
59833	100.0
12730	80.0
8243	96.0
15699	92.0
64559	98.0
56023	144.0
56782	100.0
549017	94.0
97240	80.0
33282	88.0
20545	78.0
36977	100.0
4066	90.0
2457	96.0
77706	108.0
4813314	110.0
56770	88.0
29847	98.0
56763	94.0
56757	94.0
102834	80.0
7928	70.0
4939096	116.0
36771	94.0
56764	94.0
9817	110.0
36978	94.0
34191	94.0
84348	100.0
45678	108.0
7929	74.0
82738	100.0
37994	98.0
106356	80.0
36979	100.0
10085	106.0
39407	90.0
11369	48.0
56762	94.0
37745	94.0
36981	100.0
56758	94.0
4744	76.0
36980	100.0
11359	60.0
6057	90.0
56775	88.0
6640	60.0
37004	100.0
4956170	94.0
34853	94.0
56783	100.0
4941232	108.0
82736	94.0
47915	100.0
4060	112.0
16139	96.0
2635909	106.0
15822	86.0
13338	124.0
12543	98.0
36983	100.0
96868	86.0
96864	86.0
56759	94.0
6058	98.0
36982	100.0
33983	94.0
36984	94.0
82831	154.0
45447	100.0
33407	106.0
2271976	124.0
4575338	132.0
24388	86.0
3171	82.0
12367	98.0
15637	106.0
82821	106.0
34860	100.0
11936	82.0
72522	74.0
82786	116.0
6542	64.0
97224	86.0
97234	86.0
5148	82.0
34854	94.0
3534	110.0
46137	100.0
12536	82.0
77887	122.0
6559	106.0
33984	94.0
26325084	226.0
11897	78.0
9242615	128.0
97233	86.0
26325083	204.0
46525	118.0
7988	116.0
46136	94.0
33142	104.0
33141	96.0
34418	108.0
5739	102.0
97142	86.0
2928	98.0
8817	102.0
36986	100.0
82834	146.0
47916	100.0
8078	108.0
4617	118.0
550258	100.0
35205	106.0
36985	106.0
46739	102.0
3326	108.0
35566	100.0
55075	60.0
2908	106.0
4913	104.0
4777	92.0
2181	96.0
6528	104.0
5557	116.0
97257	86.0
6639	60.0
33986	100.0
45448	106.0
33316	94.0
36988	106.0
105648	70.0
82679	106.0
35912	106.0
102923	86.0
8004	100.0
11898	78.0
36987	106.0
20390	110.0
3972	106.0
5590	110.0
11899	82.0
154958	100.0
3513	94.0
7970	106.0
154062	86.0
4629	106.0
36990	106.0
85876	86.0
26916	112.0
77764	120.0
33985	100.0
35108	100.0
82751	112.0
5660	118.0
36989	112.0
6519	120.0
11917	132.0
2925	94.0
16576	104.0
4447447	136.0
2284017	64.0
5554	118.0
39394	116.0
509179	98.0
77874	120.0
4444070	106.0
4228778	92.0
82822	106.0
43456	130.0
24247	120.0
4445165	156.0
34192	106.0
37764	128.0
2342810	92.0
2075	108.0
12017	86.0
6367	112.0
77933	138.0
2768	112.0
11283	96.0
5791	126.0
96965	92.0
33198	92.0
91304	82.0
35206	112.0
6281	134.0
82759	130.0
66316	112.0
154959	106.0
8804	120.0
8799	120.0
82870	132.0
5376	104.0
5553	124.0
15484	118.0
135795	92.0
49560	140.0
2246	120.0
12072	90.0
21106505	124.0
36968	136.0
2625	110.0
33255	92.0
4444102	114.0
5198	112.0
82852	126.0
2699	114.0
5773	136.0
4444107	124.0
11900	94.0
26325089	134.0
77730	146.0
39145	94.0
8103122	122.0
11901	98.0
6366	112.0
5932	140.0
15827	98.0
136695	98.0
29089	86.0
5678	128.0
5768	120.0
8763	138.0
11146	102.0
5113	164.0
17499	84.0
24722	124.0
94701	94.0
11902	106.0
6013	132.0
31006	138.0
34697	110.0
18949	136.0
10162	170.0
48085	150.0
