Compound Id	WienerNumbers [WPOL]
48085	47.0
49179	50.0
10542	29.0
104816	51.0
75995	42.0
15520	54.0
1043	49.0
65272	79.0
11906	33.0
4067	55.0
75662	81.0
29400	83.0
4444362	83.0
6045	109.0
