Compound Id	WienerNumbers [WPATH]
6321	18.0
23055	28.0
8525	32.0
6125	9.0
4514586	0.0
11526	31.0
6322	18.0
6320	18.0
13836549	174.0
6163	28.0
62826	62.0
6108	4.0
11729	10.0
14672	28.0
6118	9.0
7730	20.0
11756	32.0
8544	15.0
23255	18.0
6312	18.0
6338	18.0
12201	32.0
62597	20.0
8329688	28.0
13837797	56.0
10653	31.0
13835336	10.0
7782	35.0
21106015	10.0
7727	20.0
558928	10.0
6093	4.0
693	4.0
11110	35.0
6311	18.0
8896	15.0
5977	9.0
7728	20.0
2340753	28.0
6340	29.0
9253	42.0
7626	48.0
7604	32.0
7553	10.0
12209	35.0
394562	20.0
10325184	28.0
83734	42.0
6315	18.0
7627	48.0
7717	20.0
387	29.0
60524	18.0
11109	35.0
63631	29.0
6100	4.0
13866746	140.0
7010	31.0
14998	46.0
12446	32.0
7560	10.0
258	20.0
10053	16.0
124968	42.0
7716	20.0
7552	10.0
7737	15.0
10571	46.0
17619	48.0
11809	20.0
13836713	10.0
13836589	35.0
11833	35.0
13835235	10.0
7767	35.0
7030	26.0
13836021	20.0
10124	29.0
59573	44.0
10777	29.0
6341	29.0
10018	27.0
558020	42.0
12626	35.0
13836591	35.0
11996	46.0
6165	28.0
7714	20.0
13862665	52.0
6042	16.0
7630	48.0
259	32.0
7607	32.0
5894	18.0
21108550	62.0
7772	35.0
21111806	61.0
236	27.0
9614	42.0
62808	42.0
10492	52.0
7736	15.0
11055	46.0
10446	66.0
7463	50.0
7619	48.0
7016	31.0
13871721	20.0
7739	15.0
7706	52.0
7028	26.0
5730	16.0
6316	18.0
8903	27.0
24590970	42.0
21011	32.0
9325	60.0
415	20.0
55090	28.0
10947	31.0
10772140	18.0
28994	10.0
13839553	20.0
3973	62.0
71312	42.0
3951	29.0
592	29.0
8904	27.0
8899	15.0
60329	35.0
6406	46.0
2916	4.0
2293678	42.0
6119	9.0
29015	27.0
11680	50.0
7624	48.0
7615	32.0
7090	114.0
6122	9.0
7024	26.0
55188	44.0
11117	27.0
13835224	18.0
6176	42.0
62249	63.0
13803	64.0
10755	44.0
9377	56.0
15077490	42.0
7823	56.0
11125	56.0
6307	18.0
7787	27.0
6334	18.0
13255	41.0
109838	56.0
11849	56.0
173	9.0
66656	66.0
13837280	18.0
11845	56.0
11094	52.0
13854944	32.0
29000	32.0
8398	31.0
10791	46.0
8733	20.0
10786	46.0
8554	27.0
92731	84.0
7788	27.0
9233	20.0
1020	27.0
11992	71.0
6187	58.0
8158	48.0
11023	50.0
11731	10.0
11207996	71.0
1609	35.0
7721	20.0
1095	15.0
11121	56.0
10498	20.0
7065	70.0
7791	27.0
109705	552.0
7636	41.0
7621	48.0
11551	48.0
13835836	75.0
7711	20.0
8543	20.0
6040	35.0
10445	66.0
11351244	36.0
7770	35.0
23150	88.0
12161	88.0
13874867	71.0
31029	10.0
4444456	20.0
7769	35.0
18607	20.0
10001	48.0
7747	74.0
10788	46.0
23621376	35.0
5993	18.0
8560	56.0
555074	56.0
10437074	42.0
13861343	42.0
7705	52.0
8141	26.0
10512	35.0
11180	42.0
7701	52.0
62589	42.0
7686	42.0
5439	32.0
11056	46.0
7026	26.0
66675	58.0
2005981	9.0
7622	48.0
7684	42.0
8900	15.0
11025	50.0
7475	75.0
59674	35.0
21171407	10.0
11095	52.0
13837537	27.0
10614293	66.0
6326	18.0
56117	96.0
7466	50.0
29036	9.0
7761	79.0
21168808	26.0
11104	74.0
16778	56.0
13835376	84.0
127750	84.0
10790	46.0
2018460	63.0
68503	88.0
13863629	43.0
7674	42.0
1143	9.0
1108	42.0
7029	26.0
29001	48.0
11788	42.0
11732	46.0
7688	42.0
7515	76.0
11794	52.0
13836520	78.0
11678	50.0
2038738	64.0
8562	56.0
29012	79.0
21106535	31.0
13875283	62.0
13867413	50.0
13837702	35.0
5949	56.0
71089	42.0
7551	10.0
11706	76.0
66996	42.0
61487	28.0
10797	65.0
26325086	82.0
7478	75.0
11799	52.0
13839199	42.0
13835459	27.0
11793	52.0
10534	42.0
9326	60.0
63863	88.0
659	9.0
7459	50.0
10787	46.0
12228	42.0
18688	92.0
10795	65.0
55130	102.0
11086	42.0
11841	108.0
12012	84.0
4489	62.0
48024	42.0
11024	50.0
512621	86.0
66655	119.0
21106032	35.0
6330	18.0
11035	76.0
13439	88.0
7021	31.0
7018	31.0
120464	44.0
11864	84.0
4444608	56.0
10948	31.0
11761	48.0
12229	42.0
24099	35.0
22453	98.0
12499	174.0
7833	84.0
7657	102.0
7013	31.0
13837281	29.0
5708	48.0
7703	52.0
4512642	84.0
4516601	84.0
11244	29.0
4516599	84.0
11846	56.0
7812	56.0
10652594	340.0
7766	35.0
844	48.0
13816	31.0
19953955	56.0
7776	35.0
1141	61.0
11857	42.0
66021	42.0
10497	20.0
70715	42.0
21106520	42.0
66809	64.0
10452	171.0
10433	104.0
29107	29.0
10265264	62.0
13874733	42.0
11911	28.0
7811	56.0
13836399	84.0
7676	42.0
7064	70.0
349	84.0
10488	42.0
4514549	0.0
11193	62.0
4512361	84.0
11739	71.0
8552	79.0
8908	42.0
28986	75.0
10526	56.0
17443	64.0
68832	71.0
21800	60.0
10179173	62.0
81815	62.0
29016	108.0
7003	102.0
59447	42.0
13839109	114.0
13865426	102.0
7678	42.0
13842613	61.0
71430	91.0
7760	79.0
971	42.0
10420	108.0
11695	75.0
12643	42.0
7219	64.0
11784	42.0
7482	108.0
13838404	9.0
7679	42.0
15443	64.0
11434292	211.0
65936	64.0
13835209	35.0
7677	42.0
6342	29.0
15438	67.0
1348	26.0
11216	67.0
68328	156.0
4517338	31.0
11194	62.0
11819	74.0
13402	88.0
20843	60.0
55091	42.0
10487	42.0
15954	70.0
11045	110.0
11210	64.0
7521	62.0
7641	61.0
11543	70.0
13638	64.0
11752	32.0
7242	64.0
11843	114.0
7530	62.0
15765	60.0
10101	64.0
16791	84.0
11029	75.0
9633	120.0
28992	62.0
18717	63.0
6106	4.0
99440	66.0
7838	84.0
120621	48.0
9581	88.0
15413	166.0
7710	20.0
7536	110.0
7689	42.0
10710415	100.0
14751	64.0
7073	136.0
24533	64.0
7238	64.0
13835293	44.0
13866593	56.0
13875196	90.0
120489	64.0
10197150	74.0
374462	27.0
13839575	120.0
8569	120.0
11600	63.0
5889	42.0
191367	79.0
6967	60.0
192642	46.0
1078	74.0
23101	248.0
17558	114.0
55123	120.0
68179	120.0
733	31.0
11042	62.0
21132380	61.0
9349	62.0
73412	35.0
235	64.0
7827	56.0
68156	56.0
773	15.0
17880	120.0
20119	52.0
70714	42.0
7225	64.0
7786	35.0
7224	64.0
13448	127.0
7673	42.0
10940	60.0
10939	60.0
13842993	58.0
29025	120.0
1664	42.0
7128	88.0
455420	120.0
11866	84.0
21105905	64.0
10772050	42.0
26765	50.0
7681	42.0
7837	84.0
553642	64.0
21106560	64.0
11830	35.0
7810	56.0
7815	56.0
13842001	72.0
21169510	92.0
11930	65.0
10437135	94.0
7835	84.0
19956441	84.0
78	64.0
67991	88.0
455353	120.0
13875281	60.0
2039535	94.0
13837686	60.0
7240	64.0
123993	94.0
7849	120.0
7803	114.0
11783	42.0
13839441	56.0
18219	20.0
83866	60.0
13875160	62.0
11865	84.0
11077	61.0
21106586	128.0
13835772	60.0
83850	60.0
7221	64.0
11699	108.0
7385	94.0
7391	94.0
7670	135.0
13860335	64.0
19231	64.0
29005	150.0
7443	90.0
22191	102.0
7802	114.0
7389	94.0
7241	64.0
6179	42.0
7694	150.0
24972	84.0
62489	64.0
6286	126.0
7528	62.0
11660	90.0
62230	92.0
8568	158.0
7129	88.0
69371	88.0
10784857	566.0
21105871	61.0
13839082	62.0
63889	62.0
21109330	58.0
10937	60.0
7236	64.0
1577	26.0
122090	298.0
8909	64.0
11716	153.0
12231	60.0
10384035	94.0
6270	256.0
156255	40.0
7659	84.0
11409	86.0
6402	102.0
11919	88.0
7856	120.0
13257	62.0
21106036	150.0
13840690	64.0
7765	35.0
7538	153.0
71787	71.0
441	120.0
2606	42.0
11795	52.0
6287	166.0
14692	165.0
7223	64.0
7685	42.0
123860	165.0
7672	42.0
9970	61.0
13857694	61.0
16159	46.0
7088	114.0
28969	126.0
12069	114.0
11265	90.0
13648	88.0
13876539	94.0
7533	98.0
7131	88.0
7434	104.0
13866817	62.0
6977	84.0
13854136	60.0
447	86.0
13837760	60.0
13835151	62.0
191	151.0
7234	64.0
71628	104.0
7132	88.0
11087	42.0
18801	84.0
13837988	60.0
10696	376.0
76894	412.0
12456	165.0
12445	66.0
69569	248.0
12809	165.0
7138	88.0
10236	82.0
13863618	86.0
4446445	120.0
3954	44.0
55205	79.0
11021	90.0
14198	102.0
29026	120.0
5976	84.0
13875258	62.0
9903	79.0
7183	120.0
21181	76.0
13839416	84.0
7851	120.0
18410	140.0
13865680	86.0
21112023	120.0
503239	88.0
4878	61.0
932	120.0
12010	56.0
63908	90.0
5830	94.0
13839308	94.0
14680	84.0
28682	88.0
14169248	102.0
63310	109.0
11671339	322.0
391428	108.0
122446	63.0
238	88.0
7239	64.0
11863	84.0
2041618	444.0
13851576	64.0
13854248	60.0
10437215	133.0
8070	114.0
370	158.0
455090	88.0
11632	102.0
14840	165.0
2656	128.0
78828	372.0
10422	143.0
20939	120.0
69914	324.0
9976	149.0
73479	117.0
924	88.0
6883	121.0
5979	58.0
577	61.0
13658	111.0
21106366	126.0
7419	133.0
14299946	376.0
331	114.0
7448	125.0
7509	202.0
12632	158.0
61001	240.0
28982	90.0
11604	88.0
62534	127.0
62408	121.0
123207	62.0
75951	142.0
13837787	114.0
13839123	84.0
59483	171.0
18724	114.0
7850	120.0
13875432	61.0
8665	90.0
13839128	84.0
13875219	62.0
456015	64.0
55084	200.0
6974	60.0
8657	88.0
13849981	180.0
26824	496.0
72793	138.0
21106014	86.0
6296	109.0
14256731	379.0
13860775	86.0
7140	117.0
13869339	62.0
13647	88.0
764	62.0
7800	206.0
8071	114.0
13835932	68.0
7809	56.0
4449	60.0
13839110	84.0
29029	165.0
21106525	90.0
7142	117.0
132	120.0
12220	220.0
20570	88.0
21106144	114.0
7190	120.0
8140	84.0
13869451	61.0
15461	150.0
76394	90.0
7518	62.0
8520	528.0
8883	96.0
6079	120.0
2931	168.0
10536	120.0
25552	117.0
13848808	152.0
10181341	126.0
10328	60.0
15846	165.0
5596	60.0
4962	86.0
13869462	84.0
11871	84.0
10265270	109.0
222538	121.0
768	105.0
2849146	121.0
8674	121.0
13869480	88.0
12635	220.0
65523	121.0
6999	111.0
2441	123.0
7662	84.0
13856352	94.0
7506	194.0
6897	164.0
8186	120.0
15431	90.0
58234	123.0
21106146	117.0
15387	165.0
8574	165.0
1015	79.0
26325090	165.0
13842573	62.0
9564	84.0
221226	127.0
8912	216.0
7848	120.0
13875441	61.0
13863774	120.0
13871718	133.0
10179239	109.0
10227261	564.0
776	79.0
906	109.0
21168813	117.0
4366810	194.0
7170	197.0
12821	88.0
13619	220.0
392	62.0
8097	109.0
299166	120.0
21106013	117.0
13869414	90.0
21111817	86.0
7511	265.0
24641	184.0
21106020	120.0
17131	234.0
10756	148.0
7984	88.0
10404	182.0
13853953	114.0
12218	212.0
21105897	201.0
13862559	84.0
5593	79.0
123	90.0
11773	121.0
13846663	152.0
10451	685.0
7852	120.0
7872	277.0
13662	120.0
12637	286.0
376	204.0
6780	109.0
6794	158.0
21106018	84.0
72551	192.0
15427	133.0
13859497	147.0
11576	152.0
6635	121.0
21111781	117.0
11080	61.0
13835630	138.0
105291	87.0
14846	270.0
13868640	62.0
21105859	125.0
11862	84.0
8910	125.0
14227	117.0
10437210	117.0
11589	162.0
64699	92.0
8098	109.0
589165	126.0
6781	150.0
12933	320.0
13853758	120.0
9893	164.0
6621	106.0
558878	194.0
8855	109.0
10980	120.0
206561	160.0
15855	152.0
13835126	120.0
5882	206.0
13864445	82.0
21170967	156.0
12478	90.0
21105870	133.0
13229	172.0
13849989	194.0
24535	158.0
18019	832.0
73390	164.0
6674	114.0
11591	162.0
67360	220.0
553578	194.0
10437335	164.0
14593	184.0
10432	62.0
7745	74.0
21159695	127.0
7891	286.0
10972	117.0
11557190	724.0
8183	197.0
12219	165.0
880	126.0
1446	150.0
2923	112.0
6775	117.0
12954	188.0
8576	220.0
21105848	150.0
68109	528.0
7882	220.0
120548	120.0
10181339	174.0
6788	144.0
13853943	114.0
11672	125.0
57726	124.0
10892	150.0
6898	209.0
1905	122.0
21106470	109.0
6950	79.0
13860434	154.0
12972	261.0
21106148	162.0
10664	117.0
7890	286.0
71876	330.0
7176	160.0
15965	218.0
67653	165.0
13487	242.0
9088156	441.0
7871	277.0
68224	696.0
18	146.0
4511751	332.0
10181338	162.0
10756390	688.0
84971	125.0
388391	125.0
13871489	331.0
11629	156.0
2241	88.0
21106519	174.0
11460	121.0
7189	120.0
8521	960.0
13876103	204.0
11510	84.0
14349	165.0
7211	206.0
2937774	211.0
11584	160.0
21105998	150.0
6736	140.0
4963	114.0
6789	144.0
6737	140.0
59482	218.0
81814	491.0
14021447	1244.0
71	152.0
80863	191.0
955	120.0
7145	117.0
917	191.0
3350	148.0
10616	188.0
7172	197.0
10257	188.0
953	120.0
1151	138.0
21106571	110.0
6827	198.0
11422	156.0
21106163	111.0
10025	268.0
13835344	162.0
15853	286.0
21106140	256.0
10801109	358.0
86394	177.0
21106145	197.0
62310	262.0
13835706	424.0
7092	114.0
1448	240.0
8182	197.0
21106518	117.0
10437239	121.0
13848793	144.0
68676	198.0
16180	364.0
7600	240.0
13846959	120.0
6773	254.0
7340	300.0
13837329	295.0
21106581	206.0
16475	150.0
7146	150.0
185	105.0
6828	198.0
11488212	150.0
6646	125.0
10801842	130.0
16387	443.0
11586	262.0
62472	250.0
16388	518.0
21108576	120.0
6480	106.0
23083	276.0
10628694	108.0
7892	286.0
71437	124.0
5644	185.0
10909	186.0
10918	185.0
8935	202.0
4510206	141.0
7757	428.0
13846749	211.0
2298886	335.0
6550	137.0
8341	144.0
7208	206.0
11882	364.0
4611	233.0
13835351	260.0
8374	284.0
70682	165.0
13492	314.0
13677	182.0
6739	140.0
17347	114.0
7875	444.0
11777	84.0
7310	221.0
11465	164.0
2157	246.0
8150	240.0
7302	264.0
7202	162.0
7042	240.0
6035	160.0
11776	84.0
10908	182.0
10850	179.0
556589	210.0
7299	264.0
8577	220.0
21106900	195.0
17652	88.0
5915	126.0
10106	343.0
63518	284.0
17868	198.0
6706	148.0
10851	181.0
11588	120.0
79969	280.0
6675	114.0
71193	150.0
2206	220.0
13867714	198.0
4445317	301.0
10849	180.0
11595	206.0
1906	166.0
6193	266.0
67270	148.0
16177	364.0
6033	152.0
6478	166.0
15517	172.0
10841	178.0
13574	218.0
8319	140.0
7964	220.0
15789876	1085.0
21105699	198.0
13622	455.0
10829	176.0
11507	84.0
7585	528.0
6790	144.0
15495	336.0
13860	88.0
10831	176.0
56515	359.0
20124	144.0
744	138.0
10343	286.0
218253	240.0
454319	15691.0
76154	188.0
33084	88.0
67414	525.0
220998	314.0
15867	540.0
7901	364.0
14627	140.0
21106570	140.0
10449	1140.0
10813	175.0
199342	402.0
15755	179.0
15702	457.0
62484	160.0
4522053	332.0
8273	228.0
11883	455.0
8262	224.0
642951	300.0
15747	399.0
15524	186.0
13837303	446.0
305	246.0
230	188.0
14995	176.0
10733068	1230.0
256210	144.0
33421	286.0
67470	181.0
33416	420.0
14994	176.0
15756	185.0
12938	234.0
6588	226.0
15475	178.0
7279	212.0
23886	287.0
14472	88.0
15476	180.0
42330	276.0
2991	307.0
12682	230.0
4762	296.0
361	188.0
6592	219.0
11884	455.0
15488	246.0
15478	182.0
21106573	222.0
11003	264.0
15489	252.0
15861	224.0
7155	354.0
64155	262.0
2627	335.0
24142	560.0
8073	408.0
44152	276.0
26325080	1964.0
8916	356.0
4267	248.0
33455	298.0
15619	226.0
96749	206.0
18336	256.0
5236	214.0
440	206.0
2973	218.0
3173	276.0
2185	343.0
1361549	428.0
7915	455.0
30600	294.0
1438	110.0
15477	175.0
10437836	277.0
8120	316.0
26010	291.0
7152	188.0
13846658	252.0
8470	268.0
3544	404.0
15621	222.0
33934	301.0
7913	667.0
7994	343.0
2468	425.0
6840	279.0
12133	318.0
11632871	512.0
34863	338.0
63968	252.0
61739	180.0
68437	218.0
66895	456.0
26260	220.0
33932	293.0
33933	298.0
5027	260.0
192748	427.0
8282	179.0
5004	433.0
34188	348.0
13114	473.0
18280	528.0
12024	234.0
2068	211.0
6835	252.0
78998	680.0
72056	455.0
4626	280.0
2169	319.0
23115	356.0
6492	176.0
4103087	286.0
9824	262.0
15473	301.0
34664	346.0
9053802	548.0
37904	342.0
13856959	496.0
12586	343.0
5368	1082.0
707	174.0
34665	352.0
17098	308.0
17099	303.0
84188	218.0
15620	216.0
8111	279.0
3210	586.0
49469	436.0
967	174.0
158870	220.0
2915	219.0
83330	518.0
157093	226.0
4768	386.0
34864	346.0
14993	220.0
8329	448.0
970	271.0
7917	560.0
136000	220.0
34866	344.0
83374	226.0
2297538	636.0
20848	380.0
457145	222.0
8067	174.0
37918	348.0
457140	220.0
34865	354.0
8241	649.0
14620	384.0
6593	219.0
21782117	520.0
135983	226.0
10540	680.0
25472	321.0
25605	354.0
6464	268.0
25677	394.0
136001	224.0
136003	224.0
34666	352.0
82753	384.0
10438331	274.0
2121	284.0
1278	271.0
4457	286.0
62265	336.0
11974	111.0
31991	396.0
481441	1576.0
34867	354.0
84235	230.0
13087	316.0
2079	418.0
2424	258.0
5256	226.0
7315	495.0
15474	315.0
37915	360.0
40191	407.0
29348	518.0
26011	362.0
28287	284.0
62632	816.0
30932	390.0
22172	392.0
5899	362.0
2297441	384.0
37905	352.0
3987	473.0
33617	452.0
2283071	271.0
34830	624.0
16568	450.0
108106	1112.0
69223	252.0
35581	403.0
23912	412.0
13302	312.0
4932499	271.0
3006	356.0
56793	400.0
13090	307.0
34868	352.0
10243	174.0
13850879	738.0
56791	410.0
14674	738.0
15729	522.0
8060	572.0
9040	280.0
34870	358.0
30881	465.0
17587	394.0
34869	360.0
457144	220.0
5807	496.0
9026	661.0
3008	321.0
4575	398.0
135925	216.0
4759	458.0
82777	416.0
34871	360.0
454495	401.0
6688	408.0
36319	504.0
533188	407.0
34872	368.0
10169	666.0
11891	680.0
56792	425.0
26325081	2916.0
8058	459.0
20493	434.0
36278	559.0
35580	419.0
82755	271.0
82842	489.0
15417	380.0
46262	414.0
136002	218.0
28941	540.0
56123	774.0
5342	478.0
56784	358.0
16182	426.0
56785	410.0
56790	407.0
26563	729.0
13303	318.0
82765	470.0
82767	427.0
12705	384.0
14826	287.0
30816	691.0
16481	336.0
97173	271.0
102720	270.0
7051	532.0
21924	368.0
102721	270.0
33458	402.0
82818	409.0
3548	556.0
35579	410.0
38839	754.0
27749	394.0
34667	366.0
56795	418.0
56788	417.0
1994	569.0
8939	434.0
16482	394.0
36972	412.0
21106365	279.0
4760	458.0
34873	374.0
7967	453.0
559096	458.0
35582	419.0
56771	480.0
13520	564.0
56774	462.0
9873	326.0
3463	388.0
37744	472.0
12874	452.0
46893	426.0
82807	416.0
35081	488.0
56769	466.0
35584	417.0
3864	738.0
13300034	435.0
10292746	520.0
33829	487.0
102833	271.0
47912	425.0
13844817	661.0
82817	423.0
82762	271.0
2839	555.0
6842	279.0
82754	267.0
157094	276.0
3229	457.0
5237	293.0
82840	782.0
34189	412.0
16736498	552.0
7968	540.0
29117	352.0
33304	432.0
56794	417.0
13837319	912.0
457138	274.0
39406	478.0
56780	470.0
27793	263.0
106355	267.0
6767	459.0
34847	472.0
102897	273.0
2581	816.0
6417	774.0
103011	271.0
82712	266.0
56781	478.0
45444	480.0
102947	264.0
102933	275.0
33457	412.0
8287	405.0
33280	426.0
36029	802.0
46263	419.0
56777	488.0
33666	555.0
56787	421.0
16736486	459.0
102801	263.0
82873	1409.0
8288	405.0
4025	656.0
17339596	507.0
33456	426.0
2629	612.0
33386	430.0
2003	448.0
6514	543.0
36973	470.0
97172	281.0
36974	480.0
82819	476.0
15572	434.0
102856	265.0
13115	471.0
8800	364.0
29153	362.0
35583	424.0
82820	492.0
45445	488.0
4886542	322.0
103066	270.0
46894	476.0
32873	1066.0
35563	352.0
17684	198.0
44885	669.0
46710	875.0
33326	542.0
4745	618.0
26325088	496.0
56772	480.0
34848	496.0
56760	546.0
84346	541.0
26325085	508.0
28552	456.0
12364	664.0
56755	534.0
82796	615.0
35265	747.0
56789	433.0
4599	458.0
24638	625.0
56768	496.0
13328	450.0
4437893	745.0
6371	516.0
56778	478.0
3277	626.0
4526760	818.0
21568	540.0
96948	324.0
16415	470.0
193215	448.0
26325087	502.0
37779	478.0
56779	486.0
11274	452.0
35585	486.0
84344	482.0
56786	428.0
82797	940.0
5363	536.0
541032	140.0
31129	523.0
37749	802.0
56776	488.0
46264	437.0
83413	555.0
43354	494.0
457139	266.0
21429023	459.0
97055	326.0
4927801	1955.0
34859	537.0
7260	449.0
19939	635.0
56756	552.0
4719431	690.0
102798	261.0
36976	545.0
45446	496.0
56767	564.0
8093	448.0
29631	174.0
34850	488.0
14348	969.0
559213	496.0
6453	442.0
84345	484.0
56766	554.0
102722	322.0
33281	440.0
1262	530.0
36975	484.0
154865	324.0
102741	320.0
26325082	4132.0
32555	701.0
82740	541.0
215802	581.0
30459	1066.0
23977588	552.0
4333	828.0
18941	546.0
97198	320.0
37019	546.0
82783	550.0
37000	543.0
39198	562.0
56765	561.0
46285	488.0
4938407	552.0
46284	496.0
82806	494.0
19722	612.0
34116	721.0
34668	488.0
34851	555.0
56773	494.0
82798	1212.0
29282	548.0
47913	498.0
5772	459.0
28827	738.0
26915	434.0
6066	369.0
32952	504.0
48518	735.0
84347	561.0
75956	744.0
102857	330.0
43353	502.0
83414	634.0
2940	520.0
18445	625.0
25304	832.0
102787	320.0
18444	540.0
15010	667.0
82823	626.0
83411	626.0
102742	318.0
34190	555.0
56761	548.0
47914	554.0
102743	318.0
66326	1003.0
56559	1124.0
35529	633.0
36710	564.0
7991	661.0
33832	633.0
34852	553.0
2927	603.0
154866	324.0
35588	926.0
59833	790.0
12730	694.0
8243	1243.0
15699	474.0
64559	715.0
56023	1865.0
56782	624.0
549017	552.0
97240	314.0
33282	502.0
20545	1296.0
36977	616.0
4066	581.0
2457	521.0
77706	767.0
4813314	1234.0
56770	502.0
29847	876.0
56763	571.0
56757	570.0
102834	314.0
7928	1140.0
4939096	552.0
36771	559.0
56764	563.0
9817	1144.0
36978	562.0
34191	568.0
84348	616.0
45678	896.0
7929	1330.0
82738	634.0
37994	880.0
106356	322.0
36979	626.0
10085	876.0
39407	716.0
11369	110.0
56762	563.0
37745	557.0
36981	644.0
56758	562.0
4744	618.0
36980	636.0
11359	174.0
6057	603.0
56775	510.0
6640	174.0
37004	628.0
4956170	573.0
34853	569.0
56783	642.0
4941232	897.0
82736	568.0
47915	638.0
4060	687.0
16139	567.0
2635909	809.0
15822	542.0
13338	641.0
12543	654.0
36983	642.0
96868	384.0
96864	384.0
56759	571.0
6058	841.0
36982	634.0
33983	573.0
36984	580.0
82831	2126.0
45447	626.0
33407	720.0
2271976	1081.0
4575338	712.0
24388	826.0
3171	792.0
12367	701.0
15637	702.0
82821	717.0
34860	632.0
11936	309.0
72522	1330.0
82786	942.0
6542	220.0
97224	377.0
97234	379.0
5148	448.0
34854	577.0
3534	959.0
46137	638.0
12536	708.0
77887	1144.0
6559	1538.0
33984	571.0
26325084	7484.0
11897	1540.0
9242615	1141.0
97233	378.0
26325083	5644.0
46525	1272.0
7988	1204.0
46136	578.0
33142	966.0
33141	851.0
34418	915.0
5739	553.0
97142	374.0
2928	678.0
8817	545.0
36986	642.0
82834	2165.0
47916	652.0
8078	1086.0
4617	1109.0
550258	644.0
35205	711.0
36985	706.0
46739	1386.0
3326	753.0
35566	648.0
55075	174.0
2908	726.0
4913	828.0
4777	792.0
2181	728.0
6528	1650.0
5557	1021.0
97257	376.0
6639	174.0
33986	650.0
45448	717.0
33316	587.0
36988	728.0
105648	388.0
82679	718.0
35912	729.0
102923	370.0
8004	672.0
11898	1540.0
36987	720.0
20390	596.0
3972	932.0
5590	1767.0
11899	1771.0
154958	660.0
3513	460.0
7970	744.0
154062	383.0
4629	959.0
36990	726.0
85876	536.0
26916	993.0
77764	1034.0
33985	652.0
35108	660.0
82751	810.0
5660	724.0
36989	800.0
6519	1418.0
11917	1248.0
2925	706.0
16576	976.0
4447447	824.0
2284017	220.0
5554	724.0
39394	942.0
509179	1171.0
77874	1384.0
4444070	821.0
4228778	1411.0
82822	737.0
43456	1896.0
24247	1417.0
4445165	2490.0
34192	738.0
37764	1838.0
2342810	609.0
2075	882.0
12017	2024.0
6367	876.0
77933	1333.0
2768	1075.0
11283	666.0
5791	802.0
96965	442.0
33198	436.0
91304	518.0
35206	820.0
6281	1723.0
82759	1585.0
66316	1313.0
154959	738.0
8804	698.0
8799	676.0
82870	1705.0
5376	946.0
5553	826.0
15484	907.0
135795	609.0
49560	2276.0
2246	680.0
12072	2300.0
21106505	2388.0
36968	1945.0
2625	896.0
33255	618.0
4444102	896.0
5198	814.0
82852	1510.0
2699	995.0
5773	1052.0
4444107	1116.0
11900	2600.0
26325089	1954.0
77730	1930.0
39145	573.0
8103122	1230.0
11901	2925.0
6366	876.0
5932	1201.0
15827	505.0
136695	708.0
29089	910.0
5678	971.0
5768	1110.0
8763	815.0
