Compound Id	LongestAliphaticChain
28982	0
11604	0
62534	0
62408	0
123207	0
75951	8
13837787	0
13839123	0
59483	0
18724	0
7850	8
13875432	0
8665	0
13839128	0
13875219	0
456015	0
55084	5
6974	0
8657	0
13849981	8
26824	0
72793	8
21106014	0
6296	0
14256731	11
13860775	0
7140	0
13869339	0
13647	0
764	0
7800	8
8071	0
13835932	4
7809	5
4449	0
13839110	0
29029	9
21106525	2
7142	0
132	0
12220	5
20570	0
21106144	0
7190	0
8140	0
13869451	0
15461	4
76394	0
7518	0
8520	0
8883	0
6079	0
2931	2
10536	4
25552	0
13848808	0
10181341	2
10328	0
15846	9
5596	0
4962	0
13869462	0
11871	3
10265270	0
222538	0
768	0
2849146	0
8674	0
13869480	0
12635	11
65523	0
6999	0
2441	0
7662	0
13856352	2
7506	8
6897	0
8186	0
15431	0
58234	0
21106146	0
15387	9
8574	9
1015	0
26325090	4
13842573	0
9564	0
221226	0
8912	0
7848	8
13875441	0
13863774	0
13871718	3
10179239	0
10227261	12
776	0
906	0
21168813	0
4366810	4
7170	0
12821	0
13619	11
392	0
8097	0
299166	0
21106013	0
13869414	0
21111817	0
7511	8
24641	9
21106020	0
17131	0
10756	0
7984	3
10404	5
13853953	0
12218	10
21105897	0
13862559	0
5593	0
123	0
11773	0
13846663	3
10451	0
7852	8
7872	8
13662	0
12637	6
376	7
6780	0
6794	0
21106018	0
72551	9
15427	3
13859497	0
11576	0
6635	4
21111781	0
11080	0
13835630	2
105291	0
14846	9
13868640	0
21105859	0
11862	6
8910	0
14227	0
10437210	0
11589	0
64699	2
8098	0
589165	0
6781	0
12933	3
13853758	3
9893	4
6621	0
558878	8
8855	0
10980	0
206561	0
15855	0
13835126	2
5882	0
13864445	0
21170967	0
12478	0
21105870	3
13229	3
13849989	8
24535	3
18019	0
73390	0
6674	0
11591	0
67360	10
553578	8
10437335	0
14593	4
10432	0
7745	4
21159695	3
7891	12
10972	0
11557190	0
8183	0
12219	9
880	0
1446	0
2923	0
6775	0
12954	4
8576	10
21105848	0
68109	0
7882	10
120548	0
10181339	3
6788	0
13853943	0
11672	0
57726	0
10892	0
6898	4
1905	0
21106470	0
6950	0
13860434	0
12972	11
21106148	0
10664	0
7890	12
71876	7
7176	0
15965	3
67653	8
13487	6
9088156	3
7871	11
68224	0
18	0
4511751	4
10181338	0
10756390	0
84971	5
388391	5
13871489	4
11629	0
2241	0
21106519	4
11460	0
7189	0
8521	0
13876103	3
11510	0
14349	9
7211	0
2937774	0
11584	0
21105998	3
6736	0
4963	0
6789	0
6737	0
59482	5
81814	3
14021447	0
71	0
80863	0
955	0
7145	0
917	0
3350	0
10616	0
7172	0
10257	0
953	0
1151	0
21106571	0
6827	0
11422	0
21106163	0
10025	8
13835344	0
15853	11
21106140	3
10801109	3
86394	0
21106145	0
62310	3
13835706	3
7092	0
1448	0
8182	0
21106518	0
10437239	0
13848793	0
68676	0
16180	13
7600	8
13846959	0
6773	0
7340	4
13837329	0
21106581	2
16475	0
7146	0
185	0
6828	0
11488212	0
6646	5
10801842	2
16387	3
11586	0
62472	0
16388	3
21108576	0
6480	0
23083	0
10628694	0
7892	11
71437	0
5644	2
10909	0
10918	0
8935	3
4510206	0
7757	10
13846749	0
2298886	3
6550	0
8341	0
7208	0
11882	13
4611	4
13835351	0
8374	4
70682	8
13492	7
13677	2
6739	0
17347	0
7875	10
11777	0
7310	0
11465	0
2157	0
8150	0
7302	0
7202	0
7042	0
6035	3
11776	0
10908	0
10850	0
556589	3
7299	0
8577	10
21106900	0
17652	3
5915	0
10106	3
63518	6
17868	0
6706	0
10851	0
11588	0
79969	4
6675	0
71193	0
2206	2
13867714	0
4445317	4
10849	0
11595	0
1906	0
6193	4
67270	0
16177	12
6033	0
6478	0
15517	0
10841	0
13574	2
8319	0
7964	0
15789876	15
21105699	0
13622	14
10829	0
11507	0
7585	0
6790	0
15495	4
13860	0
10831	0
56515	0
20124	0
744	0
10343	0
218253	0
454319	20
76154	0
33084	0
67414	0
220998	5
15867	0
7901	12
14627	0
21106570	0
10449	0
10813	0
199342	3
15755	0
15702	0
62484	0
4522053	4
8273	0
11883	14
8262	0
642951	0
15747	8
15524	0
13837303	2
305	5
230	2
14995	0
10733068	2
256210	0
33421	0
67470	0
33416	0
14994	0
15756	0
12938	2
6588	0
15475	0
7279	0
23886	0
14472	3
15476	0
42330	3
2991	0
12682	0
4762	3
361	0
6592	0
11884	13
15488	0
15478	0
21106573	0
11003	0
15489	0
15861	0
7155	0
64155	0
2627	0
24142	15
8073	0
44152	3
26325080	0
8916	2
4267	2
33455	0
15619	0
96749	6
18336	2
5236	0
440	6
2973	2
3173	3
2185	0
1361549	7
7915	13
30600	0
1438	0
15477	0
10437836	4
8120	3
26010	0
7152	0
13846658	0
8470	0
3544	3
15621	0
33934	0
7913	12
7994	2
2468	0
6840	0
12133	0
11632871	0
34863	0
63968	0
61739	0
68437	0
66895	8
26260	0
33932	0
33933	0
5027	0
192748	0
8282	0
5004	10
34188	0
13114	0
18280	0
12024	2
2068	0
6835	0
78998	15
72056	12
4626	0
2169	0
23115	2
6492	0
4103087	0
9824	0
15473	0
34664	0
9053802	13
37904	0
13856959	0
12586	4
5368	3
707	0
34665	0
17098	0
17099	0
84188	0
15620	0
8111	0
3210	12
49469	0
967	0
158870	0
2915	0
83330	3
157093	0
4768	0
34864	0
14993	0
8329	2
970	0
7917	14
136000	0
34866	0
83374	0
2297538	4
20848	0
457145	0
8067	0
37918	0
457140	0
34865	0
8241	3
14620	0
6593	0
21782117	0
135983	0
10540	16
25472	0
25605	0
6464	0
25677	0
136001	0
136003	0
34666	0
82753	0
10438331	0
2121	0
1278	0
4457	2
62265	0
11974	0
31991	0
481441	0
34867	0
84235	0
13087	0
2079	4
2424	0
5256	0
7315	0
15474	0
37915	0
40191	0
29348	0
26011	0
28287	0
62632	16
30932	8
22172	4
5899	0
2297441	0
37905	0
3987	0
33617	0
2283071	0
34830	0
16568	0
108106	0
69223	3
35581	0
23912	0
13302	0
4932499	0
3006	2
56793	0
13090	0
34868	0
10243	0
13850879	5
56791	0
14674	4
15729	0
8060	0
9040	4
34870	0
30881	4
17587	0
34869	0
457144	0
5807	0
9026	0
3008	0
4575	5
135925	0
4759	0
82777	0
34871	0
454495	0
6688	0
36319	2
533188	0
34872	0
10169	0
11891	15
56792	0
26325081	0
8058	0
20493	0
36278	0
35580	0
82755	0
82842	3
15417	0
46262	0
136002	0
28941	0
56123	0
5342	3
56784	0
16182	0
56785	0
56790	0
26563	0
13303	0
82765	0
82767	0
12705	0
14826	0
30816	0
16481	0
97173	0
102720	0
7051	0
21924	0
102721	0
33458	0
82818	0
3548	2
35579	0
38839	3
27749	0
34667	0
56795	0
56788	0
1994	2
8939	0
16482	0
36972	0
21106365	0
4760	0
34873	0
7967	0
559096	0
35582	0
56771	0
13520	0
56774	0
9873	0
3463	0
37744	0
12874	0
46893	0
82807	0
35081	0
56769	0
35584	0
3864	4
13300034	0
10292746	0
33829	0
102833	0
47912	0
13844817	0
82817	0
82762	0
2839	0
6842	0
82754	0
157094	0
3229	0
5237	0
82840	0
34189	0
16736498	0
7968	0
29117	0
33304	0
56794	0
13837319	4
457138	0
39406	0
56780	0
27793	0
106355	0
6767	0
34847	0
102897	0
2581	16
6417	0
103011	0
82712	0
56781	0
45444	0
102947	0
102933	0
33457	0
8287	0
33280	0
36029	4
46263	0
56777	0
33666	0
56787	0
16736486	0
102801	0
82873	3
8288	0
4025	3
17339596	2
33456	0
2629	0
33386	0
2003	0
6514	0
36973	0
97172	0
36974	0
82819	0
15572	0
102856	0
13115	0
8800	0
29153	0
35583	0
82820	0
45445	0
4886542	0
103066	0
46894	0
32873	0
35563	0
17684	2
44885	2
46710	0
33326	0
4745	2
26325088	12
56772	0
34848	0
56760	0
84346	0
26325085	12
28552	3
12364	0
56755	0
82796	5
35265	5
56789	0
4599	0
24638	0
56768	0
13328	0
4437893	3
6371	3
56778	0
3277	3
4526760	2
21568	0
96948	0
16415	0
193215	0
26325087	12
37779	0
56779	0
11274	0
35585	0
84344	0
56786	0
82797	3
5363	0
541032	0
31129	0
37749	4
56776	0
46264	0
83413	0
43354	0
457139	0
21429023	0
97055	0
4927801	0
34859	0
7260	0
19939	0
56756	0
4719431	2
102798	0
36976	0
45446	0
56767	0
8093	2
29631	0
34850	0
14348	17
559213	0
6453	0
84345	0
56766	0
102722	0
33281	0
1262	3
36975	0
154865	0
102741	0
26325082	0
32555	0
82740	0
215802	2
30459	0
23977588	0
4333	0
18941	0
97198	0
37019	0
82783	0
37000	0
39198	0
56765	0
46285	0
4938407	0
46284	0
82806	0
19722	0
34116	3
34668	0
34851	0
56773	0
82798	3
29282	4
47913	0
5772	0
28827	0
26915	0
6066	3
32952	0
48518	2
84347	0
75956	0
102857	0
43353	0
83414	0
2940	0
18445	0
25304	3
102787	0
18444	0
15010	0
82823	0
83411	0
102742	0
34190	0
56761	0
47914	0
102743	0
66326	0
56559	17
35529	3
36710	0
7991	0
33832	3
34852	0
2927	2
154866	0
35588	4
59833	6
12730	3
8243	5
15699	0
64559	0
56023	0
56782	0
549017	0
97240	0
33282	0
20545	17
36977	0
4066	2
2457	0
77706	4
4813314	2
56770	0
29847	0
56763	0
56757	0
102834	0
7928	18
4939096	0
36771	0
56764	0
9817	4
36978	0
34191	0
84348	0
45678	0
7929	20
82738	0
37994	0
106356	0
36979	0
10085	2
39407	0
11369	0
56762	0
37745	0
36981	0
56758	0
4744	2
36980	0
11359	0
6057	2
56775	0
6640	0
37004	0
4956170	0
34853	0
56783	0
4941232	5
82736	0
47915	0
4060	0
16139	2
2635909	0
15822	0
13338	0
12543	2
36983	0
96868	0
96864	0
56759	0
6058	2
36982	0
33983	0
36984	0
82831	0
45447	0
33407	0
2271976	3
4575338	0
24388	3
3171	0
12367	0
15637	0
82821	0
34860	0
11936	0
72522	19
82786	0
6542	0
97224	0
97234	0
5148	0
34854	0
3534	3
46137	0
12536	0
77887	0
6559	7
33984	0
26325084	2
11897	21
9242615	0
97233	0
26325083	0
46525	3
7988	0
46136	0
33142	0
33141	0
34418	0
5739	0
97142	0
2928	2
8817	0
36986	0
82834	0
47916	0
8078	0
4617	4
550258	0
35205	0
36985	0
46739	2
3326	0
35566	0
55075	0
2908	0
4913	0
4777	3
2181	0
6528	6
5557	0
97257	0
6639	0
33986	0
45448	0
33316	0
36988	0
105648	3
82679	2
35912	0
102923	0
8004	0
11898	20
36987	0
20390	0
3972	2
5590	4
11899	22
154958	0
3513	0
7970	2
154062	0
4629	0
36990	0
85876	0
26916	2
77764	0
33985	0
35108	0
82751	0
5660	0
36989	0
6519	0
11917	0
2925	2
16576	0
4447447	0
2284017	0
5554	0
39394	0
509179	0
77874	2
4444070	0
4228778	2
82822	0
43456	4
24247	0
4445165	3
34192	0
37764	4
2342810	0
2075	3
12017	23
6367	0
77933	0
2768	0
11283	0
5791	0
96965	0
33198	0
91304	3
35206	0
6281	0
82759	4
66316	3
154959	0
8804	0
8799	0
82870	0
5376	0
5553	0
15484	0
135795	0
49560	3
2246	0
12072	24
21106505	7
36968	2
2625	3
33255	0
4444102	0
5198	0
82852	0
2699	3
5773	0
4444107	0
11900	25
26325089	4
77730	0
39145	0
8103122	0
11901	26
6366	0
5932	2
15827	0
136695	0
29089	3
5678	0
5768	0
8763	0
11146	27
5113	0
17499	0
24722	0
94701	0
11902	28
6013	2
31006	2
34697	2
18949	2
10162	0
48085	4
49179	4
10542	32
104816	7
75995	0
15520	4
1043	5
65272	3
11906	36
4067	2
75662	0
29400	2
4444362	0
6045	0
