Compound Id	ALOGP [AMR]
12259	27.511
63503	13.311
10539	49.695
11354	19.763
11488	14.444
62656	11.604
21111840	17.525
13029	19.411
66663	16.969
13839012	2.565
7928	59.761
60259	24.287
5966	6.294
73125	17.430
32882	17.525
11450	6.199
12586	55.533
13668	5.733
77230	54.516
7001	19.411
31264	31.299
14948	19.084
62390	20.926
12830	17.525
14690	12.390
60900	0.873
2972	27.502
11009	18.482
11584	20.588
8381	8.802
58331	16.094
13854242	20.504
10897	4.222
72141	20.041
3637837	17.367
63495	20.923
73626	18.1
72466	16.969
13846663	21.691
72148	20.923
68265	33.073
73512	23.804
61199	14.273
62698	49.917
15093	17.384
376	32.272
15244	5.865
10298355	11.664
11484	8.802
21106900	20.651
1583	11.664
50	28.883
8127	18.847
67229	20.368
13846749	18.847
61279	8.314
15663	17.118
9574	8.092
9547	8.092
284794	11.991
5622	20.182
9965	19.199
7805	40.755
6175	36.584
7279	21.336
11628	18.829
63512	18.903
121262	20.895
13476	17.367
222	11.441
6032	31.002
63328	17.1
6658	16.644
331	9.784
6675	21.166
14560	11.279
20861	21.325
7399	21.465
7141	11.441
79400	7.522
6246	28.652
10411	18.482
15753	23.870
11563	21.166
62357	2.565
7142	9.784
8155	17.1
68899	13.640
21185	20.531
11591	13.513
12055	17.1
61257	17.140
6270	46.438
7170	28.536
452969	47.559
452968	47.019
7116	12.050
6179	36.321
72051	10.351
13835108	47.486
11424	9.305
4436353	42.733
6296	42.646
15494	8.599
9425	11.950
14530	62.469
21159425	23.598
20124	8.599
15488	5.616
21171393	27.726
29024	54.464
64152	25.402
7926	65.796
77127	22.571
83365	12.537
8277	10.748
62583	21.496
21106529	22.002
7929	64.206
11434	6.102
62453	37.453
61418	16.227
1346	31.569
63533	6.331
60462	29.173
63208	25.402
12697	12.506
1688	33.710
60937	12.641
68404	5.841
21106540	22.462
70085	20.169
10237273	10.116
14340	18.837
7114	45.278
68709	7.277
21106585	28.583
55806	45.612
2973	54.537
13249	52.606
7364	9.731
6855	10.770
13272	10.616
6898	20.666
66847	30.608
15886	22.457
12840	11.235
38364	19.830
14559	18.282
12861	15.587
6620	24.163
1615	20.184
63956	18.187
27488	19.830
61381	8.444
71213	21.826
71964	18.031
15435	25.402
13848793	6.292
10446934	10.637
61542	39.743
6906	24.036
6864	13.608
15489	5.616
13490	24.988
61594	7.522
23083	23.988
70988	23.378
78578	8.916
11449	7.316
14413	8.595
6478	9.731
15418	31.231
54970	14.883
61599	24.123
6907	22.379
25276	18.508
21170959	21.139
6222	45.370
11446	9.202
7174	27.106
63319	23.905
8333	23.490
79481	17.904
60631	16.360
61749	17.990
1278	0.0
91500	8.964
8861	3.238
28829	39.914
8282	5.129
11624	14.333
15517	18.484
18799	30.865
68816	8.964
11399	18.224
4590	24.476
62467	13.057
8071	12.835
62328	13.057
1675	21.649
10025	35.183
84565	20.151
11476	14.333
13048	15.290
29091	37.964
62795	3.3
71934	14.632
7092	11.142
6707	15.286
531832	14.632
434	12.835
66572	19.160
70021	16.041
24438	19.016
6824	5.129
14869	19.331
72291	18.018
9929	18.224
5584	15.286
6854	21.851
61739	5.129
66716	8.964
2632	9.799
655	14.304
34195	19.065
8055	6.787
8111	0.0
84452	5.129
5027	32.573
5237	7.794
13846015	18.215
7069	41.406
67479	49.599
13882366	20.939
7098	8.999
2656	44.033
61311	12.729
21105876	11.044
7097	10.657
10287	8.927
21159574	27.277
22012	19.677
29023	58.758
66369	12.59
7091	14.778
13835351	20.385
71995	25.369
83338	38.279
17879	67.083
20971	31.229
21112533	7.712
76852	13.610
61383	27.876
16951	23.220
11897	67.118
9571	15.645
7325	18.673
12691	11.716
11373	11.684
61273	8.999
10407	17.218
70450	6.294
10425	61.181
10609	15.432
2388	26.948
70652	26.861
21159598	26.62
6716	27.950
9961	8.563
14582	22.506
960	55.518
11898	65.584
11421	12.565
21106172	19.411
6575	12.889
6916	25.290
71926	6.294
73945	32.336
9089	0.873
10289059	32.568
6825	11.794
11961	21.069
19862	22.374
15092	17.384
12524	5.502
12667	20.844
21168862	24.052
71672	13.610
70048	25.315
7311	22.761
62914	20.933
8807	10.319
15105	28.146
21111772	21.069
16208	17.384
6872	26.4
2915	7.794
8099	13.513
67953	5.865
62933	13.335
60263	27.835
19739	37.162
59146	16.426
