Compound Id	Molecular weight
[Omim][BF4]_13	282.189041
[Omim][BF4]_14	282.189041
[Omim][BF4]_15	282.189041
[Dmim][BF4]_1	310.220342
[Dmim][BF4]_2	310.220342
[Dmim][BF4]_3	310.220342
[iBmim][BF4]_1	226.126441
[iBmim][BF4]_2	226.126441
[iBmim][BF4]_3	226.126441
[iBmim][BF4]_4	226.126441
[iBmim][BF4]_5	226.126441
[iBmim][BF4]_6	226.126441
[iBmim][BF4]_7	226.126441
[iBmim][BF4]_8	226.126441
[iBmim][BF4]_9	226.126441
[iBmim][BF4]_10	226.126441
[EOHmim][BF4]_1	214.090056
[EOHmim][BF4]_2	214.090056
[EOHmim][BF4]_3	214.090056
[Bmim][OTf]_1	288.075548014
[Bmim][OTf]_2	288.075548014
[Bmim][OTf]_3	288.075548014
[Bmim][OTf]_4	288.075548014
[Bmim][OTf]_5	288.075548014
[Bmim][OTf]_6	288.075548014
[Bmim][OTf]_7	288.075548014
[Bmim][OTf]_8	288.075548014
[Bmim][OTf]_9	288.075548014
[Bmim][OTf]_10	288.075548014
[Bmim][OTf]_11	288.075548014
[Bmim][OTf]_12	288.075548014
[Bmim][OTf]_13	288.075548014
[Bmim][OTf]_14	288.075548014
[Bmim][OTf]_15	288.075548014
[Bmim][OTf]_16	288.075548014
[Bmim][OTf]_17	288.075548014
[Emim][TF2N]_1	391.009517172
[Emim][TF2N]_2	391.009517172
[Emim][TF2N]_3	391.009517172
[Emim][TF2N]_4	391.009517172
[Emim][TF2N]_5	391.009517172
[Emim][TF2N]_6	391.009517172
[Emim][TF2N]_7	391.009517172
[Emim][TF2N]_8	391.009517172
[Emim][TF2N]_9	391.009517172
[Emim][TF2N]_10	391.009517172
[Emim][TF2N]_11	391.009517172
[Emim][TF2N]_12	391.009517172
[Emim][TF2N]_13	391.009517172
[Emim][TF2N]_14	391.009517172
[Emim][TF2N]_15	391.009517172
[Emim][TF2N]_16	391.009517172
[Emim][TF2N]_17	391.009517172
[Emim][TF2N]_18	391.009517172
[Emim][TF2N]_19	391.009517172
[Emim][TF2N]_20	391.009517172
[Emim][TF2N]_21	391.009517172
[Emim][TF2N]_22	391.009517172
[Emim][TF2N]_23	391.009517172
[Emim][TF2N]_24	391.009517172
[Prmim][TF2N]_1	405.025167237
[Bmim][TF2N]_1	419.040817301
[Bmim][TF2N]_2	419.040817301
[Bmim][TF2N]_3	419.040817301
[Bmim][TF2N]_4	419.040817301
[Bmim][TF2N]_5	419.040817301
[Bmim][TF2N]_6	419.040817301
[Bmim][TF2N]_7	419.040817301
[Bmim][TF2N]_8	419.040817301
[Bmim][TF2N]_9	419.040817301
[Bmim][TF2N]_10	419.040817301
[Bmim][TF2N]_11	419.040817301
[Bmim][TF2N]_12	419.040817301
[Bmim][TF2N]_13	419.040817301
[Bmim][TF2N]_14	419.040817301
[Bmim][TF2N]_15	419.040817301
[Bmim][TF2N]_16	419.040817301
[Bmim][TF2N]_17	419.040817301
[Bmim][TF2N]_18	419.040817301
[Bmim][TF2N]_19	419.040817301
[Bmim][TF2N]_20	419.040817301
[Bmim][TF2N]_21	419.040817301
[Bmim][TF2N]_22	419.040817301
[Bmim][TF2N]_23	419.040817301
[Bmim][TF2N]_24	419.040817301
[Bmim][TF2N]_25	419.040817301
[Bmim][TF2N]_26	419.040817301
[Hmim][TF2N]_1	447.07211743
[Hmim][TF2N]_2	447.07211743
[Hmim][TF2N]_3	447.07211743
[Hmim][TF2N]_4	447.07211743
[Hmim][TF2N]_5	447.07211743
[Hmim][TF2N]_6	447.07211743
[Hmim][TF2N]_7	447.07211743
[Hmim][TF2N]_8	447.07211743
[Hmim][TF2N]_9	447.07211743
[Hmim][TF2N]_10	447.07211743
[Hmim][TF2N]_11	447.07211743
[Hmim][TF2N]_12	447.07211743
[Hmim][TF2N]_13	447.07211743
[Hmim][TF2N]_14	447.07211743
[Hmim][TF2N]_15	447.07211743
[Hmim][TF2N]_16	447.07211743
[Hmim][TF2N]_17	447.07211743
[Hmim][TF2N]_18	447.07211743
[Hmim][TF2N]_19	447.07211743
[Hmim][TF2N]_20	447.07211743
[Hmim][TF2N]_21	447.07211743
[Hmim][TF2N]_22	447.07211743
[Hmim][TF2N]_23	447.07211743
[Hmim][TF2N]_24	447.07211743
[Hmim][TF2N]_25	447.07211743
[Hmim][TF2N]_26	447.07211743
[Hmim][TF2N]_27	447.07211743
[Hmim][TF2N]_28	447.07211743
[Hmim][TF2N]_29	447.07211743
[Hmim][TF2N]_30	447.07211743
[Omim][TF2N]_1	475.103417559
[Omim][TF2N]_2	475.103417559
[Omim][TF2N]_3	475.103417559
[Omim][TF2N]_4	475.103417559
[Omim][TF2N]_5	475.103417559
[Omim][TF2N]_6	475.103417559
[Omim][TF2N]_7	475.103417559
[Omim][TF2N]_8	475.103417559
[Omim][TF2N]_9	475.103417559
[Omim][TF2N]_10	475.103417559
[Omim][TF2N]_11	475.103417559
[Omim][TF2N]_12	475.103417559
[Omim][TF2N]_13	475.103417559
[Omim][TF2N]_14	475.103417559
[Omim][TF2N]_15	475.103417559
[Omim][TF2N]_16	475.103417559
[Omim][TF2N]_17	475.103417559
[Omim][TF2N]_18	475.103417559
[Dmim][TF2N]_1	503.134717687
[Dmim][TF2N]_2	503.134717687
[Dmim][TF2N]_3	503.134717687
[Dmim][TF2N]_4	503.134717687
[Dmim][TF2N]_5	503.134717687
[Dmim][TF2N]_6	503.134717687
[Emim][DCA]_1	177.101445374
[Emim][DCA]_2	177.101445374
[Emim][DCA]_3	177.101445374
[Emim][DCA]_4	177.101445374
[Emim][DCA]_5	177.101445374
[Emim][DCA]_6	177.101445374
[Emim][DCA]_7	177.101445374
[Emim][DCA]_8	177.101445374
[Emim][DCA]_9	177.101445374
[Bmim][DCA]_1	205.132745503
[Bmim][DCA]_2	205.132745503
[Prmim][I]_1	252.01234
[Prmim][I]_2	252.01234
[Prmim][I]_3	252.01234
[Prmim][I]_4	252.01234
[Prmim][I]_5	252.01234
[Prmim][I]_6	252.01234
[Prmim][I]_7	252.01234
[Bmim][I]_1	266.02799
[Hmim][I]_1	294.05929
[IBmim][I]_1	266.02799
[Bmim][MSO4]_1	250.098728242
[Bmim][MSO4]_2	250.098728242
[Bmim][MSO4]_3	250.098728242
[Bmim][MSO4]_4	250.098728242
[Bmim][MSO4]_5	250.098728242
[Bmim][MSO4]_6	250.098728242
[Bmim][MSO4]_7	250.098728242
[Bmim][MSO4]_8	250.098728242
[Bmim][MSO4]_9	250.098728242
[Bmim][TFA]_1	252.10856222
[Bmim][TFA]_2	252.10856222
[Bmim][TFA]_3	252.10856222
[Bmim][TFA]_4	252.10856222
[Bmim][TFA]_5	252.10856222
[Bmim][TFA]_6	252.10856222
[Bmim][TFA]_7	252.10856222
[Bmim][TFA]_8	252.10856222
[Bmim][TFA]_9	252.10856222
[Bmim][TFA]_10	252.10856222
[Bmim][TFA]_11	252.10856222
[Bmim][TFA]_12	252.10856222
[Bmim][TFA]_13	252.10856222
[Bmim][TFA]_14	252.10856222
