Compound Id	ALOGP [ALogp2]
6130	2.018
12577	2.526
34863	4.986
34866	4.986
34665	4.986
34664	4.986
37904	4.986
34864	4.986
34188	4.986
34865	4.986
34868	4.986
37905	4.986
34869	4.986
37918	4.986
37915	4.986
34867	4.986
25605	4.986
26011	4.986
34870	4.986
34666	4.986
21924	4.986
34667	4.986
34871	4.986
34873	4.986
56784	4.986
34872	4.986
8351654	0.760
22408	0.0
73583	5.003
2340753	4.819
10325184	5.083
21111806	0.920
21108550	0.920
9325	0.920
9228	1.498
4444456	2.305
11708	8.067
6093	1.650
6148	2.676
13838404	4.967
6179	8.339
748	0.322
9256	2.896
10614293	6.004
11109	0.192
24142	4.638
13622	3.480
16180	2.489
7891	1.663
29025	0.181
12635	1.003
11121	0.023
7713	0.528
12809	0.509
7833	0.019
7556	0.222
7954	1.316
555074	0.407
4516601	0.123
4483639	0.450
4516599	0.256
4512361	0.123
4483638	0.450
4512642	0.256
6085	0.897
8544	0.477
7788	0.162
6149	10.875
10053	3.696
11117	2.093
6827	1.737
7676	0.554
13875281	1.922
13875230	1.922
6128	0.893
391	0.0
71390	2.638
2916	2.238
558875	1.5
12446	0.960
7957	3.225
10113	3.983
6087	0.717
18971812	1.915
13299573	5.330
3631	6.422
15755	2.216
67470	2.216
15756	2.216
15524	2.216
14441700	1.120
2062437	3.951
11911	5.974
11154	2.844
30713	3.252
21106172	3.142
127983	0.016
11148	0.339
10512	0.003
10526	0.119
24590970	4.772
11865	0.4
6042	4.118
13875320	2.343
7673	0.790
13875258	2.343
13875392	2.343
21108548	3.609
14995	2.216
14994	2.216
15475	2.216
15478	2.216
518	N/A
967	10.635
12499	3.757
71433	9.365
9484	2.071
11099	2.183
11110	3.710
11086	0.431
14692	0.599
24263	4.594
11857	0.013
391428	4.594
6309	3.465
7557	2.002
558883	2.608
56020	2.608
553642	0.030
16791	0.232
454209	0.094
9633	1.405
9377	0.371
9243	0.693
923	0.154
7850	0.848
7714	0.053
10437	0.270
6097	1.203
6083	0.982
10487	0.557
9614	0.230
13861343	14.131
11756	1.092
15476	2.216
274	0.022
56144	7.226
11864	0.075
11845	0.0
6125	2.374
12456	0.721
17880	0.315
7558	1.149
29036	4.1
1087	0.002
7001	3.142
10606755	2.242
55075	6.941
13868640	3.160
11351244	1.267
7090	1.206
7553	2.585
61213	1.687
23886	2.216
33421	2.216
15477	2.216
26010	2.216
30600	2.216
33455	2.216
33934	2.216
33932	2.216
15473	2.216
17099	2.216
17098	2.216
33933	2.216
15474	2.216
63863	1.581
454638	6.169
6121	0.634
6315	0.259
7330	0.996
6307	2.171
12219	1.133
7848	0.603
11863	0.238
7810	0.040
7766	0.008
7711	0.141
7552	0.440
6092	1.541
6088	2.318
26516	2.847
11087	2.017
8543	1.498
12209	0.092
9286	1.458
11806	0.349
6342	5.756
120464	0.181
7733	0.048
7738	0.024
21111820	1.519
8329688	2.083
6735	0.790
92731	6.283
6326	3.824
19766	6.335
6665	1.685
512621	7.254
9642	1.544
10124	5.326
6118	0.885
12010	0.110
11830	0.383
10497	0.823
31029	1.428
10340	0.081
1108	0.412
236	0.0
13875283	1.258
13840690	0.571
6737	0.554
6789	0.554
15620	3.709
2927	7.515
3973	4.592
12442	1.937
6095	1.979
10675065	1.820
11961	2.199
21111772	2.199
12228	0.0
1406720	3.411
6364	1.925
7180	2.928
7182	3.550
10669	2.448
55090	1.214
61487	1.553
6100	3.143
10410	0.799
13492	1.759
15747	2.606
13487	1.078
7385	0.030
10404	0.563
7419	0.214
7219	0.094
7739	0.349
9903	0.027
8868	0.024
16159	6.381
13300034	9.017
2018460	8.048
61149	4.8
11954	2.199
13029	3.142
13875432	0.081
7151	3.910
63054	2.127
7098	0.407
9095782	1.179
6635	13.206
8356	0.011
7128	0.328
15461	1.491
7521	1.649
7641	1.649
7672	0.362
6967	1.649
21168808	1.061
7220	0.501
8876	0.0
2928	9.875
13030	3.142
13875441	0.184
10975	0.739
10870	0.739
218253	0.554
15488	0.554
6122	2.168
11727	0.755
6316	2.253
12674	0.434
8097	0.204
21106032	0.876
551	0.024
15621	3.709
6106	5.290
38403	5.001
7551	3.243
21111822	1.329
7681	0.261
8140	1.057
9360	0.0
61191	0.407
66675	18.562
20939	4.590
6999	6.595
7088	2.422
8531	0.377
7448	0.377
11660	0.9
8335	0.377
11409	0.9
7248	1.821
11661	1.821
221082	0.823
67653	0.047
10831	1.649
26260	3.709
2283071	6.595
21112738	2.313
66567	3.574
65	1.057
11769	0.921
15489	0.554
6828	0.0
7183	1.476
7659	3.709
10253	1.476
6977	3.709
10236	3.709
7129	1.331
10829	1.649
68437	3.709
906	0.0
8067	19.943
14198	1.876
10979	7.403
7181	5.768
13836713	1.513
6103	0.746
7170	1.313
10534	2.149
21171407	4.576
71437	0.004
13063	0.094
13851576	0.811
7302	0.024
2915	0.349
62826	3.983
11369	14.44
10857	1.057
13875219	0.081
13842573	0.184
10432	0.921
541032	3.048
17619	0.480
4611	0.185
9990	3.513
28993	9.570
7815	0.334
7560	0.082
7721	0.0
12259	10.304
11667	0.480
10851	1.649
10813	1.649
8807	0.219
16641	0.780
11731	1.920
8950	1.058
13677	0.094
6736	0.412
10849	1.649
15619	3.709
4932499	6.595
6057	7.043
13860817	0.546
11778	0.546
12640	0.193
6480	0.412
776	0.177
13047	6.335
18707	1.375
21106018	0.857
6402	2.299
68179	3.795
10850	1.649
9350	0.0
10664	0.040
8577	2.993
14349	2.080
7852	1.332
14680	0.750
7776	0.084
7420	0.281
66565	0.222
6592	0.208
21106020	1.972
13853953	1.972
10364	0.585
13860720	0.546
6633	1.057
69371	24.0
6478	0.016
6788	0.412
73412	1.167
10909	1.649
10918	1.649
21168831	1.023
10841	1.649
15861	3.709
21106146	1.695
21106013	1.972
21106036	2.623
9187483	0.790
7736	0.177
21106169	0.422
12821	0.181
10400	0.001
1095	0.001
70682	0.005
11862	0.421
12044	0.412
12045	0.412
12047	0.412
12699	0.412
10864	2.399
7568	0.333
9326	0.0
10980	0.421
955	0.040
10772050	2.098
6079	0.255
9461	1.304
7817	0.231
7732	0.148
1039	0.632
11871	0.534
7786	3.559
9581	0.183
7710	2.289
7809	0.878
7765	1.5
13872122	0.455
2923	2.320
9574	0.058
10972	0.421
11294	0.081
6588	0.436
6642	14.838
13875196	0.183
10908	1.649
12682	3.709
21106144	1.695
13863774	1.695
7138	0.436
66655	17.987
24326358	8.945
7238	0.003
12069	0.427
191367	0.133
11799	0.006
21106014	0.305
12478	0.181
7315	0.211
23150	17.258
11729	1.093
14866	5.124
21105959	0.348
13865438	0.348
21106135	0.348
7383	1.336
62534	0.0
62408	0.0
7389	0.403
13869451	0.0
6974	0.184
7961	1.536
13835772	0.033
971	0.212
11588	1.393
8800	0.0
66656	5.874
21106019	0.305
7615	0.044
13647	0.888
7013	4.865
6135	0.182
13854248	0.0
13869339	0.0
13837686	0.081
13839082	0.033
553649	0.219
10536	0.190
7239	0.480
7391	0.039
21111817	0.485
6102	0.002
4444102	5.498
69982	6.292
9233	1.680
387	0.360
7299	0.208
7224	0.001
5739	0.0
8804	0.0
6338	0.622
13863618	0.426
278	0.095
29153	0.0
5979	11.4
7827	0.020
18607	0.219
18219	3.906
11783	0.790
10586285	0.215
21105871	0.033
6739	0.212
434	0.255
10205670	0.001
24043	0.181
68676	2.249
6852	0.003
7546	0.185
15495	1.133
10328	0.921
7145	0.008
13846959	0.634
937	0.0
9363	0.056
62632	13.128
78998	11.124
11884	7.613
16177	6.107
15853	4.766
67360	3.592
11866	1.063
15846	2.583
29026	1.740
11846	0.552
7770	0.207
7717	0.028
19475	0.031
7685	0.555
87265	1.507
21106148	0.370
8817	0.0
7566	0.015
13853943	0.008
15486	5.876
18920	3.415
9391	0.408
28982	0.024
13839110	0.678
9824	0.070
11434292	27.812
65763	1.469
68328	18.731
331	0.490
21169510	3.802
7689	0.285
63906	0.485
2246	0.0
13837787	0.257
13839151	0.678
13865680	0.024
11604	0.024
12060	0.403
14678	0.851
11489	0.003
2991	0.070
21106365	0.029
23101	26.690
55123	1.560
12012	0.924
11125	0.453
7782	0.148
7734	0.037
7577	0.003
13630	0.790
7278	0.002
6781	0.370
13839128	0.678
7202	2.005
235	0.037
11584	0.810
13571291	0.404
6807	0.081
13839174	0.678
13839105	0.678
13846663	1.201
8657	0.262
11589	0.005
9579	0.058
11755	0.012
7761	0.019
10492	0.180
11784	0.554
11785	0.554
6311	0.591
21106524	0.202
89076	2.662
14227	0.240
19476	0.501
2185	0.0
62484	2.049
6838	0.024
10257	1.743
8799	0.0
10498	0.681
9349	0.073
13839123	0.678
11576	1.090
8071	0.255
21105795	0.426
8374	0.365
11761	0.483
7956	0.003
6794	0.516
924	0.047
12637	8.104
6775	0.005
5889	0.562
21106091	0.579
3951	0.836
763	0.848
5882	0.177
7140	0.162
238	0.058
9994	0.175
61001	0.713
2003	9.368
21168826	0.202
20124	0.790
8816	0.0
8788	0.0
11672	0.005
29008	0.947
6550	0.575
6688	2.310
61538	2.148
10246	2.148
79969	0.493
15093	0.291
7176	0.202
6840	0.091
7616	0.011
61111	0.230
4446445	0.151
4444608	0.035
394562	0.370
30595	0.427
8899	0.349
13876539	0.025
62310	0.603
7234	0.101
16804	7.561
21105998	0.569
12244	2.148
61411	4.442
6333	0.130
6706	0.036
8060	0.291
8341	0.212
10441	0.091
11833	0.319
6406	1.357
13835126	0.240
65701	1.360
6023	0.179
5678	0.0
10248	2.148
69177	4.442
10244	4.442
9911	2.148
1005	0.024
8552	1.036
7803	1.705
171	0.053
122090	31.823
8070	0.162
13846749	0.039
13859497	0.245
10652594	1.919
11841	1.030
11749	0.284
8569	1.393
12220	3.085
7823	0.365
11849	0.099
3168	0.304
455420	2.042
10709	0.077
13837797	1.649
71876	0.099
18688	3.304
62249	2.457
55084	1.197
7694	0.650
7482	0.268
11716	0.650
7515	0.053
7076	0.302
7757	2.783
7511	1.193
7509	0.647
29005	0.267
10420	0.052
7475	0.004
7463	0.121
11910	1.860
7872	3.050
7875	5.393
7913	8.4
8568	1.370
14846	2.659
7800	1.803
11843	0.778
29012	0.353
7538	1.112
7536	0.588
7706	0.094
11680	0.036
11706	0.229
10653	0.009
7012	0.018
11065	0.172
28981	0.710
8525	0.074
7081	0.657
6313	0.294
6335	0.0
441	2.391
7838	1.583
5949	0.941
29029	3.365
7772	0.466
256	0.155
512	0.011
172	0.033
15443	0.476
66021	0.285
8674	0.011
13863629	0.120
13835351	0.394
6773	0.394
16736486	18.0
6621	0.006
13860641	0.196
21106525	0.196
13854136	0.012
13835151	0.012
10991	0.196
13860692	0.012
1019	0.0
62517	0.068
10903	0.212
6177	1.733
7064	0.005
6341	0.245
259	0.195
13249	13.030
7701	0.532
7888	6.040
12013	9.203
2863	4.708
7866	3.541
10033	17.520
370	2.540
12071	22.674
10035	25.499
4963	1.199
6907	0.603
553171	0.077
2041618	36.004
9411	1.849
7559	0.167
15965	0.1
6897	0.068
6883	0.0
7211	1.743
21105897	0.039
5439	0.072
7190	0.162
7469	0.095
10001	0.135
11625	0.070
6586	0.058
6675	1.393
472932	0.184
7073	1.507
8554	0.990
55130	0.058
10433	0.336
11992	0.002
7671	0.560
10446	0.907
7657	0.756
22453	0.102
7065	0.992
11045	0.268
7472	0.1
11207996	0.972
29016	0.046
7747	0.253
7627	0.001
10571	0.556
11647	2.470
66809	0.003
13865424	0.202
7175	0.427
7157	0.427
21112023	0.051
11582	0.483
7172	1.743
16119	2.148
864	0.128
79280	1.271
28947	0.001
7042	0.002
13837760	0.848
76894	12.203
205483	1.645
7737	0.5
6322	0.120
7132	0.064
8763	0.0
13848808	0.202
10837	0.739
13869434	0.285
21159695	0.854
6835	0.562
21108576	1.008
7533	0.127
56559	11.318
9053802	4.894
29000	0.027
7434	1.589
6312	0.015
8398	0.305
11898	31.152
72522	28.020
7928	25.054
14348	22.254
2581	19.620
11891	17.151
7917	14.849
7915	12.712
7901	10.741
7892	8.937
7882	7.298
8574	5.824
932	4.517
7812	2.401
7837	3.376
6040	1.591
258	0.948
1004	0.470
682	0.012
13872989	0.067
8665	0.262
6950	0.0
552744	0.314
70806	0.037
11671339	19.898
10251740	0.155
69914	19.898
13862665	0.407
21168813	0.151
175	0.060
6630	0.285
13840647	0.285
13860491	0.285
13839012	0.212
20545	8.023
8012	0.033
9564	0.078
7044	1.356
11003	0.177
10452	9.215
6314	0.924
4510484	0.165
66896	7.671
10437074	0.554
21105878	0.011
13839308	0.005
6753	0.175
374462	4.738
13869462	0.285
21106519	1.469
13860775	0.643
21106015	0.094
11809	0.0
12823	0.087
6649	0.736
6035	0.407
61739	0.848
392447	0.015
7142	0.490
66895	2.617
66887	1.768
9893	0.217
63518	1.085
59482	0.568
10696	16.383
67414	8.959
7074	2.714
7670	0.906
10797	1.452
6176	1.696
7534	0.061
10791	0.310
28986	0.446
10788	0.038
7621	0.125
10777	0.231
12972	3.311
9976	1.547
7514	0.446
215929	0.913
11025	0.144
7016	0.008
7871	4.769
21153	6.110
7802	1.742
12218	3.594
12632	2.585
7760	1.065
11095	0.553
7607	0.208
6321	0.028
558020	0.056
7790	0.199
6881	0.032
12061	0.017
67460	0.024
6790	0.562
8319	0.562
62964	10.971
62467	0.012
11193	0.963
11591	0.187
10411	0.014
10181338	0.085
59573	1.129
14998	5.536
13837190	0.010
1020	0.0
8141	0.593
8186	0.151
11600	0.009
10169	0.004
10343	2.256
447	0.262
12643	0.132
13846658	0.212
11596	0.002
28973	1.271
27296	0.705
11651	0.068
466305	0.409
9218	0.021
8183	0.177
7189	0.510
4878	0.848
13848793	0.008
21108577	0.002
123	0.426
26824	58.255
7028	0.515
7478	1.357
62489	0.003
21429023	18.0
2275	0.002
13835344	0.093
11793	0.008
13871721	0.210
6164	1.227
65785	0.823
6674	0.421
10616	0.177
526	0.219
11228	0.0
7003	3.175
21106520	0.412
13874733	0.412
6780	0.0
8098	0.0
70714	0.790
28969	0.007
7241	0.001
6577	0.013
9120	0.739
13853758	0.031
11525	0.002
4481813	0.020
13876103	0.267
8058	0.304
6593	0.177
14672	0.964
13850082	8.113
63903	0.030
17443	0.003
62808	0.230
6855	0.064
13638	3.375
18717	0.654
15954	0.094
7622	0.136
7310	0.072
63156	0.004
12626	0.051
28994	0.362
61765	0.857
10772140	0.092
13860335	0.201
10939	0.065
3463	16.263
7679	1.120
6296	3.798
5894	0.008
11586	0.451
1448	0.739
217	0.0
7459	0.088
11024	0.706
7026	2.765
11239	0.013
11861	4.563
11036	2.434
11029	2.434
11794	1.618
10511	2.434
21011	0.968
11678	1.618
3644	0.167
6320	0.485
10947	0.968
10787	0.317
60524	0.041
55091	1.110
2606	0.810
7208	0.230
1446	1.347
8520	38.169
7626	0.002
11526	0.441
124968	0.011
21105905	0.094
21106560	0.094
10437215	0.144
2039535	0.039
7161	2.545
13885245	0.088
62472	0.451
7678	3.805
11819	0.007
99440	1.344
123993	2.331
12225	0.003
693	0.495
11080	1.465
10197150	0.051
13255	0.530
83962	1.748
13839199	0.193
13634	0.501
7221	0.501
456015	0.480
7030	0.233
8860	0.0
642951	2.004
11773	0.005
6898	0.233
8262	0.234
6089	0.419
13835977	0.001
7677	5.019
60121	0.068
21106518	1.008
9970	5.012
8273	0.234
73479	0.025
7443	0.234
86394	0.087
9454	0.075
8282	0.848
13856959	0.006
6453	0.047
78828	28.513
62530	0.0
7242	0.056
65750	0.563
24041	0.660
5708	0.350
23730	0.116
23621376	1.430
21111781	0.060
7225	0.001
21106470	0.0
247721	0.032
7029	0.111
21106581	0.165
11283	0.450
156255	6.074
13869480	0.643
11488212	1.052
10992	0.037
62597	0.001
4937830	0.227
844	0.198
21105870	0.0
2005981	0.074
199342	3.920
6745	0.386
6916	1.133
11996	1.518
55188	0.093
11077	1.649
7240	0.501
66996	0.090
25886	1.754
12957	0.056
19953955	3.145
21943	0.275
19956441	4.250
19957731	8.559
7636	0.223
6146	0.329
62230	1.439
59674	1.080
11021	0.037
21106535	1.002
10181339	0.020
5596	1.465
13849989	5.474
132	0.490
70715	0.253
15855	2.545
84036	0.0
13328	9.231
10784857	6.622
22191	0.469
6123	0.487
8576	8.946
7851	5.832
15387	7.306
7811	3.382
7835	4.524
7769	2.406
7716	1.595
7564	0.951
6101	0.158
7466	0.138
11732	1.858
15803	0.431
7236	1.033
4437893	0.079
4489	0.0
12066	0.078
13835836	0.758
6720	0.712
11042	1.170
10940	1.170
10937	1.649
20570	0.047
19477	0.075
14169248	0.857
13648	0.064
15409	0.129
78	0.001
17868	0.0
4449	7.577
75951	0.946
72551	1.590
72793	0.370
11543	0.214
18	1.347
21105848	0.496
556589	0.014
880	0.391
7155	1.167
16359	1.356
8329	0.278
13842613	0.773
21132380	1.170
29001	0.224
11632	0.318
30516	0.726
26325090	2.090
21106145	0.165
10488	0.385
10292746	5.467
68832	0.157
23255	0.972
11699	0.002
11695	0.386
11739	0.018
11194	0.001
6165	0.011
10008	0.562
10790	0.030
62466	0.0
11595	0.0
6492	0.848
10451	25.599
2975965	1.916
8900	0.0
11230	0.325
99681	2.254
29015	0.069
8904	0.0
10018	0.322
12954	1.3
13867413	0.007
13054	0.0
24641	0.804
11056	0.023
11216	0.274
11210	2.118
11795	1.265
789	0.005
7131	0.211
13854242	0.238
1266019	7.392
558878	6.197
25890	2.039
68152	1.045
65936	0.001
11180	0.499
5830	0.037
6610	1.199
62485	0.0
10756	1.260
10181341	0.042
58234	0.890
5142	2.844
136966	1.663
64155	0.052
553578	6.197
18724	2.422
7688	0.193
220998	2.945
654	0.047
4366810	0.319
10422	0.728
558917	5.474
57726	1.662
6330	0.301
61707	0.010
10892	0.085
89258	2.967
18019	90.615
13860434	0.496
60886	14.727
13871718	0.455
1114	0.102
68224	35.374
68503	2.762
24533	0.056
8903	0.0
11265	0.0
120489	0.003
13869414	0.643
6301	6.097
19709	0.316
1664	0.562
2241	0.403
11107	1.301
10986	0.244
2441	0.940
137720	0.0
5593	0.177
4599	0.879
13836589	0.006
21106173	0.917
707	17.334
10384035	0.039
8855	0.0
5026296	0.890
10464	0.7
59483	5.003
17131	1.859
12161	1.720
26325086	0.019
7856	2.093
8562	0.758
7730	0.081
173	0.391
191058	0.244
9219586	0.185
65234	3.483
56117	2.444
21106366	0.048
25889	0.085
192748	1.773
13850142	1.260
390927	1.260
69340	0.926
81815	0.436
1577	0.562
71	1.347
6514	0.049
4445317	5.072
14556	0.068
20132	0.008
21782117	5.467
6774	0.318
11752	0.074
8960	1.418
6334	0.273
11460	0.284
10438331	0.164
10628694	0.2
6604	2.216
10756390	35.374
13803	2.181
63631	0.073
11788	0.526
455090	0.047
7223	0.545
11629	0.496
13856352	0.233
55443	1.563
453675	2.366
11465	0.080
120621	0.328
20119	0.722
55205	1.295
13816	0.199
26765	0.539
21181	1.045
10254	0.0
4962	0.826
592	0.649
7146	1.347
8521	51.696
29117	0.181
78467	1.124
28682	0.064
222538	0.0
7630	0.038
15427	0.929
11286	0.010
67465	0.434
10243171	0.0
11332993	0.0
392	1.465
206493	0.175
1361549	0.450
109838	0.029
28992	0.773
20843	0.773
13229	1.113
17784	1.619
12816	0.037
13104	9.577
5993	0.249
62589	0.705
7686	1.618
7624	0.1
7406	0.066
192642	0.041
70988	0.0
7018	0.041
3350	1.347
21361761	0.298
13849981	6.097
71089	0.003
10437135	0.039
65523	0.0
21106900	0.587
58563	1.199
86435	0.038
15413	4.964
10449	36.862
6842	1.395
7506	4.175
2656	1.718
13836520	0.147
9943	0.037
5978	0.049
17347	0.104
12445	0.167
3008	1.135
3277	0.286
9965	0.363
6270	5.351
13848341	0.008
26325182	1.807
105291	0.602
7791	1.591
71193	0.696
2925	0.745
70652	0.233
2424	0.186
21105859	0.251
502245	0.377
123860	0.541
73390	0.068
9088156	14.377
13848467	0.350
72556	0.773
122446	1.048
773	0.177
13835235	0.805
21106140	0.856
7480	2.109
108106	15.926
21106008	0.088
14299946	16.431
502855	0.005
7340	2.329
8158	1.148
13835376	0.177
127750	0.166
13839109	0.020
25552	0.224
13865630	0.351
256210	0.154
15702	0.456
589165	0.074
64699	0.431
5915	0.394
764	0.848
953	0.980
2157	0.103
3544	0.901
2038738	0.001
10710415	0.867
1348	0.013
13867714	0.0
59577	0.025
29107	0.177
15517	0.634
4103087	0.012
10996	0.103
194092	0.116
7092	0.877
13835224	0.825
1078	0.168
499714	0.208
11557190	40.344
970	0.0
24972	1.738
24535	1.155
8902	0.0
10437836	0.941
10437239	1.053
14627	0.154
25472	0.928
8470	0.103
3210	12.758
76154	0.536
13836591	0.057
455353	1.938
6658	0.087
26325085	7.207
124	0.443
13662	0.072
62265	0.033
13836399	1.219
16778	0.666
7705	0.291
11694	0.006
123207	0.247
67594	0.559
992	0.230
11930	0.048
13644	0.064
60329	0.279
7727	0.606
7728	0.239
7021	0.179
10948	1.431
1143	0.394
376	1.623
10801109	0.460
8030	0.148
8093	0.777
13658	3.091
21106586	0.092
21105699	0.0
13865426	0.002
71628	0.640
13837329	0.001
13837319	1.460
8241	0.4
11422351	0.121
1609	1.137
83866	4.724
67270	0.087
20198	0.775
361	2.627
7199	0.618
14916	0.125
10733068	55.272
16736498	4.692
6528	5.571
2297441	4.587
6033	0.087
13839553	1.405
10025	2.440
6524	0.974
8243	3.184
13860	0.175
1015	0.177
204209	0.034
61266	23.011
13874867	0.043
71430	0.324
13837303	0.274
7397	0.360
26325087	5.634
1906	1.178
363458	0.290
7684	0.0
13856009	0.064
1278	0.0
76394	0.128
7279	0.179
71787	0.442
11244	0.179
63889	0.124
13835336	1.409
83850	4.724
13835209	2.171
5004	4.571
7150	1.876
15016	28.037
503239	0.047
13837537	0.279
20848	0.714
13835293	0.0
6371	0.0
9873	0.107
11610	0.301
13839441	3.103
72056	14.269
34095	10.249
18685	8.488
62628	6.893
11875	5.463
40130	0.606
191	0.972
8528	2.249
10101	0.043
2849146	0.0
185	1.370
4590	0.182
18177	0.748
13854944	0.048
13836021	0.570
13884973	0.005
68568	1.917
13842001	0.079
15753	0.434
8733	2.176
1266393	0.981
6600	0.360
3693	0.044
4333	0.192
13090	0.272
13839416	4.2
16387	0.052
659	0.1
10437210	1.522
