ID,InchiCode
[Emim][DCA]_3,"InChI=1S/C6H11N2.C2N3/c1-3-8-5-4-7(2)6-8;3-1-5-2-4/h4-6H,3H2,1-2H3;/q+1;-1"
[Emim][DCA]_4,"InChI=1S/C6H11N2.C2N3/c1-3-8-5-4-7(2)6-8;3-1-5-2-4/h4-6H,3H2,1-2H3;/q+1;-1"
[Emim][DCA]_5,"InChI=1S/C6H11N2.C2N3/c1-3-8-5-4-7(2)6-8;3-1-5-2-4/h4-6H,3H2,1-2H3;/q+1;-1"
[Emim][DCA]_6,"InChI=1S/C6H11N2.C2N3/c1-3-8-5-4-7(2)6-8;3-1-5-2-4/h4-6H,3H2,1-2H3;/q+1;-1"
[Emim][DCA]_7,"InChI=1S/C6H11N2.C2N3/c1-3-8-5-4-7(2)6-8;3-1-5-2-4/h4-6H,3H2,1-2H3;/q+1;-1"
[Emim][DCA]_8,"InChI=1S/C6H11N2.C2N3/c1-3-8-5-4-7(2)6-8;3-1-5-2-4/h4-6H,3H2,1-2H3;/q+1;-1"
[Emim][DCA]_9,"InChI=1S/C6H11N2.C2N3/c1-3-8-5-4-7(2)6-8;3-1-5-2-4/h4-6H,3H2,1-2H3;/q+1;-1"
[Bmim][DCA]_1,"InChI=1S/C8H15N2.C2N3/c1-3-4-5-10-7-6-9(2)8-10;3-1-5-2-4/h6-8H,3-5H2,1-2H3;/q+1;-1"
[Bmim][DCA]_2,"InChI=1S/C8H15N2.C2N3/c1-3-4-5-10-7-6-9(2)8-10;3-1-5-2-4/h6-8H,3-5H2,1-2H3;/q+1;-1"
[Prmim][I]_1,"InChI=1S/C7H13N2.HI/c1-3-4-9-6-5-8(2)7-9;/h5-7H,3-4H2,1-2H3;1H/q+1;/p-1"
[Prmim][I]_2,"InChI=1S/C7H13N2.HI/c1-3-4-9-6-5-8(2)7-9;/h5-7H,3-4H2,1-2H3;1H/q+1;/p-1"
[Prmim][I]_3,"InChI=1S/C7H13N2.HI/c1-3-4-9-6-5-8(2)7-9;/h5-7H,3-4H2,1-2H3;1H/q+1;/p-1"
[Prmim][I]_4,"InChI=1S/C7H13N2.HI/c1-3-4-9-6-5-8(2)7-9;/h5-7H,3-4H2,1-2H3;1H/q+1;/p-1"
[Prmim][I]_5,"InChI=1S/C7H13N2.HI/c1-3-4-9-6-5-8(2)7-9;/h5-7H,3-4H2,1-2H3;1H/q+1;/p-1"
[Prmim][I]_6,"InChI=1S/C7H13N2.HI/c1-3-4-9-6-5-8(2)7-9;/h5-7H,3-4H2,1-2H3;1H/q+1;/p-1"
[Prmim][I]_7,"InChI=1S/C7H13N2.HI/c1-3-4-9-6-5-8(2)7-9;/h5-7H,3-4H2,1-2H3;1H/q+1;/p-1"
[Bmim][I]_1,"InChI=1S/C8H15N2.HI/c1-3-4-5-10-7-6-9(2)8-10;/h6-8H,3-5H2,1-2H3;1H/q+1;/p-1"
[Hmim][I]_1,"InChI=1S/C10H19N2.HI/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1"
[IBmim][I]_1,"InChI=1S/C8H15N2.HI/c1-8(2)6-10-5-4-9(3)7-10;/h4-5,7-8H,6H2,1-3H3;1H/q+1;/p-1"
[Bmim][MSO4]_1,"InChI=1S/C8H15N2.CH4O4S/c1-3-4-5-10-7-6-9(2)8-10;1-5-6(2,3)4/h6-8H,3-5H2,1-2H3;1H3,(H,2,3,4)/q+1;/p-1"
[Bmim][MSO4]_2,"InChI=1S/C8H15N2.CH4O4S/c1-3-4-5-10-7-6-9(2)8-10;1-5-6(2,3)4/h6-8H,3-5H2,1-2H3;1H3,(H,2,3,4)/q+1;/p-1"
[Bmim][MSO4]_3,"InChI=1S/C8H15N2.CH4O4S/c1-3-4-5-10-7-6-9(2)8-10;1-5-6(2,3)4/h6-8H,3-5H2,1-2H3;1H3,(H,2,3,4)/q+1;/p-1"
[Bmim][MSO4]_4,"InChI=1S/C8H15N2.CH4O4S/c1-3-4-5-10-7-6-9(2)8-10;1-5-6(2,3)4/h6-8H,3-5H2,1-2H3;1H3,(H,2,3,4)/q+1;/p-1"
[Bmim][MSO4]_5,"InChI=1S/C8H15N2.CH4O4S/c1-3-4-5-10-7-6-9(2)8-10;1-5-6(2,3)4/h6-8H,3-5H2,1-2H3;1H3,(H,2,3,4)/q+1;/p-1"
[Bmim][MSO4]_6,"InChI=1S/C8H15N2.CH4O4S/c1-3-4-5-10-7-6-9(2)8-10;1-5-6(2,3)4/h6-8H,3-5H2,1-2H3;1H3,(H,2,3,4)/q+1;/p-1"
[Bmim][MSO4]_7,"InChI=1S/C8H15N2.CH4O4S/c1-3-4-5-10-7-6-9(2)8-10;1-5-6(2,3)4/h6-8H,3-5H2,1-2H3;1H3,(H,2,3,4)/q+1;/p-1"
[Bmim][MSO4]_8,"InChI=1S/C8H15N2.CH4O4S/c1-3-4-5-10-7-6-9(2)8-10;1-5-6(2,3)4/h6-8H,3-5H2,1-2H3;1H3,(H,2,3,4)/q+1;/p-1"
[Bmim][MSO4]_9,"InChI=1S/C8H15N2.CH4O4S/c1-3-4-5-10-7-6-9(2)8-10;1-5-6(2,3)4/h6-8H,3-5H2,1-2H3;1H3,(H,2,3,4)/q+1;/p-1"
[Bmim][TFA]_1,"InChI=1S/C8H15N2.C2HF3O2/c1-3-4-5-10-7-6-9(2)8-10;3-2(4,5)1(6)7/h6-8H,3-5H2,1-2H3;(H,6,7)/q+1;/p-1"
[Bmim][TFA]_2,"InChI=1S/C8H15N2.C2HF3O2/c1-3-4-5-10-7-6-9(2)8-10;3-2(4,5)1(6)7/h6-8H,3-5H2,1-2H3;(H,6,7)/q+1;/p-1"
[Bmim][TFA]_3,"InChI=1S/C8H15N2.C2HF3O2/c1-3-4-5-10-7-6-9(2)8-10;3-2(4,5)1(6)7/h6-8H,3-5H2,1-2H3;(H,6,7)/q+1;/p-1"
[Bmim][TFA]_4,"InChI=1S/C8H15N2.C2HF3O2/c1-3-4-5-10-7-6-9(2)8-10;3-2(4,5)1(6)7/h6-8H,3-5H2,1-2H3;(H,6,7)/q+1;/p-1"
[Bmim][TFA]_5,"InChI=1S/C8H15N2.C2HF3O2/c1-3-4-5-10-7-6-9(2)8-10;3-2(4,5)1(6)7/h6-8H,3-5H2,1-2H3;(H,6,7)/q+1;/p-1"
[Bmim][TFA]_6,"InChI=1S/C8H15N2.C2HF3O2/c1-3-4-5-10-7-6-9(2)8-10;3-2(4,5)1(6)7/h6-8H,3-5H2,1-2H3;(H,6,7)/q+1;/p-1"
[Bmim][TFA]_7,"InChI=1S/C8H15N2.C2HF3O2/c1-3-4-5-10-7-6-9(2)8-10;3-2(4,5)1(6)7/h6-8H,3-5H2,1-2H3;(H,6,7)/q+1;/p-1"
[Bmim][TFA]_8,"InChI=1S/C8H15N2.C2HF3O2/c1-3-4-5-10-7-6-9(2)8-10;3-2(4,5)1(6)7/h6-8H,3-5H2,1-2H3;(H,6,7)/q+1;/p-1"
[Bmim][TFA]_9,"InChI=1S/C8H15N2.C2HF3O2/c1-3-4-5-10-7-6-9(2)8-10;3-2(4,5)1(6)7/h6-8H,3-5H2,1-2H3;(H,6,7)/q+1;/p-1"
[Bmim][TFA]_10,"InChI=1S/C8H15N2.C2HF3O2/c1-3-4-5-10-7-6-9(2)8-10;3-2(4,5)1(6)7/h6-8H,3-5H2,1-2H3;(H,6,7)/q+1;/p-1"
[Bmim][TFA]_11,"InChI=1S/C8H15N2.C2HF3O2/c1-3-4-5-10-7-6-9(2)8-10;3-2(4,5)1(6)7/h6-8H,3-5H2,1-2H3;(H,6,7)/q+1;/p-1"
[Bmim][TFA]_12,"InChI=1S/C8H15N2.C2HF3O2/c1-3-4-5-10-7-6-9(2)8-10;3-2(4,5)1(6)7/h6-8H,3-5H2,1-2H3;(H,6,7)/q+1;/p-1"
[Bmim][TFA]_13,"InChI=1S/C8H15N2.C2HF3O2/c1-3-4-5-10-7-6-9(2)8-10;3-2(4,5)1(6)7/h6-8H,3-5H2,1-2H3;(H,6,7)/q+1;/p-1"
[Bmim][TFA]_14,"InChI=1S/C8H15N2.C2HF3O2/c1-3-4-5-10-7-6-9(2)8-10;3-2(4,5)1(6)7/h6-8H,3-5H2,1-2H3;(H,6,7)/q+1;/p-1"
