Compound Id	s
248	4.044
249	4.588
250	4.332
251	4.332
252	3.475
253	4.148
254	3.169
255	4.332
256	3.958
257	2.964
258	3.259
259	3.267
260	3.267
261	4.431
262	0.202
263	0.655
264	1.064
265	1.795
266	1.442
267	3.041
268	3.358
269	2.129
270	-1.306
271	1.795
272	1.795
273	1.335
274	2.021
275	3.661
276	3.953
277	4.234
278	4.506
279	0.548
280	2.152
281	2.102
282	2.102
283	1.769
284	1.667
285	1.156
286	1.404
287	2.446
288	0.202
289	1.795
290	1.442
291	1.795
292	1.795
293	2.446
294	-0.212
295	0.198
296	2.129
297	2.446
298	3.358
299	0.076
300	1.05
301	3.587
302	2.102
303	0.194
304	0.981
305	0.604
306	2.93
307	0.087
308	-0.172
309	0.347
310	0.347
311	0.8
312	0.8
313	1.209
314	1.209
315	1.209
316	1.587
317	1.587
318	1.587
319	1.587
320	1.94
321	1.209
322	1.209
323	1.94
324	1.94
325	1.94
326	3.186
327	2.274
328	3.503
329	3.503
330	3.806
331	4.098
332	2.894
333	4.379
334	4.651
335	4.914
336	5.17
337	5.42
338	5.663
339	1.548
340	2.357
341	2.357
342	4.379
343	-0.063
344	0.202
345	2.242
346	2.193
347	2.193
348	2.193
349	2.193
350	2.193
351	1.506
352	1.859
353	1.859
354	1.859
355	2.193
356	2.193
357	5.089
358	-1.038
359	-0.534
360	-0.129
361	-0.226
362	0.067
363	-0.081
364	-0.081
365	-0.081
366	-1.37
367	-0.917
368	1.393
369	0.706
370	-0.081
371	-0.226
372	-0.226
373	-0.081
374	0.329
375	0.706
376	0.893
377	0.893
378	-1.315
379	-0.129
380	0.325
381	-2.889
382	-0.386
383	0.133
384	0.586
385	0.996
386	0.996
387	0.996
388	1.373
389	1.727
390	0.729
391	-0.353
392	4.165
393	4.437
394	4.701
395	5.206
396	0.479
397	0.479
398	2.377
399	5.687
400	0.026
401	1.7
402	2.034
403	2.034
404	1.643
405	0.434
406	1.384
407	1.384
408	-0.41
409	1.242
410	1.929
411	0.472
412	1.911
413	-0.386
414	0.133
415	0.586
416	0.026
417	0.133
418	1.373
419	0.888
420	0.479
421	0.586
422	0.996
423	0.888
424	0.888
425	1.266
426	1.619
427	4.437
428	2.377
429	1.727
430	0.888
431	1.266
432	5.426
433	2.06
434	2.681
435	6.75
436	3.112
437	7.15
438	7.538
439	6.338
440	3.836
441	1.953
442	0.566
443	0.434
444	0.787
445	5.449
446	6.75
447	2.274
448	1.209
449	0.8
450	1.94
451	0.8
452	3.467
453	1.209
454	2.723
455	2.894
456	1.587
457	-0.128
458	1.112
459	1.94
460	1.587
461	1.237
462	1.587
463	1.442
464	1.587
465	-0.251
466	-0.418
467	0.557
468	1.75
469	2.242
470	1.859
471	2.193
472	3.394
473	3.395
474	2.813
475	1.001
476	2.434
477	0.156
478	2.859
479	2.205
480	3.049
481	2.152
482	3.049
483	2.286
484	0.329
485	2.274
486	0.845
487	1.364
488	2.604
489	2.957
490	1.364
491	1.817
492	2.226
493	2.604
494	2.604
495	2.604
496	2.604
497	2.942
498	2.876
499	3.478
500	3.478
501	3.478
502	3.83
503	3.21
504	3.21
505	3.795
506	1.974
507	2.226
508	2.226
509	2.604
510	3.945
511	1.672
512	4.063
513	2.459
514	-0.317
515	1.672
516	2.459
517	2.459
518	0.546
519	1.115
520	1.597
521	1.219
522	1.364
523	2.026
524	3.795
525	1.817
526	2.226
527	-0.814
528	-0.172
529	-0.172
530	1.587
531	0.8
532	0.8
533	-0.045
534	2.274
535	4.914
536	-0.507
537	-0.917
538	-0.937
539	0.8
540	1.591
541	0.314
542	1.859
543	1.859
544	1.859
545	-0.937
546	-1.053
547	0.817
548	2.066
549	1.294
550	-0.521
551	-0.534
552	2.813
553	3.395
554	1.437
555	2.369
556	-0.433
557	0.209
558	0.728
559	0.408
560	1.181
561	-0.317
562	0.202
563	0.094
564	0.548
565	-0.333
566	2.241
567	2.241
568	0.076
569	0.655
570	1.064
571	-0.786
572	1.442
573	0.655
574	1.769
575	0.468
576	1.859
577	2.193
578	0.845
579	1.364
580	2.604
581	4.52
582	4.203
583	1.364
584	1.817
585	2.604
586	1.817
587	4.823
588	1.173
589	5.115
590	4.823
591	2.226
592	6.437
593	5.396
594	2.957
595	2.352
596	1.817
597	3.948
598	2.127
599	2.702
600	-0.081
601	1.209
602	1.209
603	0.706
604	-3.437
605	1.515
606	-0.273
607	0.073
608	-0.38
609	0.575
610	0.408
611	1.887
612	-0.226
613	0.836
614	0.538
615	0.734
616	2.081
617	-0.129
618	2.129
619	2.446
620	2.446
621	3.322
622	4.823
623	4.823
624	4.823
625	4.823
626	4.823
627	2.193
628	1.925
629	2.591
630	2.242
631	2.242
632	2.242
633	2.242
634	1.925
635	1.925
636	1.925
637	7.147
638	0.329
639	2.459
640	2.014
641	3.146
642	4.957
643	5.449
644	5.919
645	1.997
646	0.057
647	0.935
648	3.23
649	2.964
650	0.996
651	2.352
652	1.335
653	1.522
654	7.15
655	2.005
656	1.121
657	3.836
658	1.469
659	0.338
660	1.209
661	2.274
662	0.706
663	0.263
664	3.854
665	2.226
666	2.226
667	7.251
668	7.47
669	7.685
670	7.896
671	4.063
672	1.881
673	3.37
674	2.419
675	3.291
676	2.604
677	1.452
678	1.817
679	0.97
680	1.442
681	-1.19
682	2.242
683	-0.917
684	0.561
685	1.227
686	2.193
687	0.893
688	-0.045
689	0.893
690	3.075
691	1.548
692	0.357
693	0.357
694	0.357
695	1.886
696	1.886
697	2.239
698	2.239
699	2.239
700	2.239
701	2.239
702	0.893
703	1.614
704	-0.473
705	-0.01
706	-0.01
707	-1.169
708	-1.286
709	1.348
710	1.348
711	1.348
712	3.326
713	1.834
714	2.066
715	3.127
716	2.262
717	2.859
718	0.143
719	2.813
720	1.533
721	1.199
722	0.846
723	2.226
724	0.972
725	1.582
726	1.582
727	-0.792
728	-0.792
729	0.18
730	1.246
731	-0.534
732	-0.081
733	0.706
734	-0.917
735	-0.584
736	-0.749
737	1.38
738	-0.25
739	0.729
740	1.294
741	2.001
742	1.49
743	2.102
744	1.58
745	-0.679
746	2.127
747	2.127
748	2.127
749	0.706
750	0.347
751	3.041
752	4.914
753	2.591
754	2.813
755	2.813
756	4.678
757	4.678
758	4.678
759	5.251
760	5.251
761	0.194
762	-0.806
763	1.198
764	1.266
765	0.057
766	5.801
767	6.187
768	0.347
769	-0.212
770	0.263
771	0.132
772	0.329
773	0.967
774	4.494
775	4.75
776	0.706
777	3.051
778	4.573
779	1.539
780	2.193
781	3.291
782	2.226
783	1.817
784	2.859
785	1.96
786	2.876
787	3.291
788	3.911
789	4.412
790	0.891
791	-0.081
792	0.224
793	1.06
794	0.37
795	0.224
796	2.127
797	0.37
798	1.393
799	1.178
800	0.874
801	0.706
802	1.037
803	-0.226
804	-1.198
805	1.834
806	0.561
807	0.557
808	0.662
809	0.329
810	1.178
811	1.953
812	-1.476
813	-0.143
814	-0.81
815	1.856
816	1.246
817	1.239
818	0.922
819	0.052
820	1.246
821	2.127
822	3.581
823	3.003
824	0.202
825	1.354
826	0.113
827	0.981
828	3.527
829	-0.81
830	0.8
831	-0.382
832	-0.534
833	-0.534
834	0.586
835	1.964
836	-0.679
837	0.538
838	-1.169
839	-0.703
840	0.538
841	0.16
842	0.538
843	-0.226
844	-0.273
845	-0.172
846	-0.534
847	-0.081
848	-0.129
849	-0.521
850	1.224
851	1.239
852	0.052
853	0.891
854	0.43
855	1.466
856	0.17
857	0.888
858	1.06
859	0.8
860	-0.226
861	0.042
862	0.874
863	1.697
864	0.155
865	2.351
