Compound Id	WienerNumbers [WPOL]
10795	8.0
10445	5.0
8569	6.0
11841	6.0
7073	9.0
123860	7.0
7849	6.0
17558	6.0
13439	6.0
13402	12.0
6287	12.0
10227261	15.0
14840	7.0
13448	7.0
12220	8.0
13619	8.0
7890	9.0
11882	10.0
11883	11.0
10540	13.0
7929	17.0
11897	18.0
11899	19.0
12017	20.0
12072	21.0
11900	22.0
11901	23.0
11146	24.0
11902	25.0
10542	29.0
11906	33.0
7823	4.0
13835376	5.0
55130	7.0
6188	9.0
127750	5.0
14299946	24.0
30713	4.0
14694	3.0
99596	6.0
11849	4.0
7757	12.0
21106169	3.0
20545	17.0
10441	1.0
14672	3.0
7511	10.0
10446	5.0
7657	7.0
22453	9.0
6151	0.0
7509	9.0
7872	9.0
10433	7.0
55084	9.0
7875	11.0
2062437	6.0
7065	7.0
11992	6.0
7913	13.0
10325078	9.0
92731	12.0
14256731	14.0
3168	2.0
11153	0.0
29005	8.0
7472	6.0
11207996	6.0
7694	8.0
11833	3.0
16388	21.0
455420	6.0
62249	8.0
10420	7.0
9243	0.0
55188	6.0
7482	7.0
11716	8.0
29016	6.0
7670	8.0
7340	12.0
7747	5.0
7624	4.0
7627	4.0
8568	7.0
14846	10.0
11045	7.0
11228	2.0
10709	2.0
109838	4.0
7478	6.0
10765	2.0
13849665	23.0
7800	9.0
11148	0.0
11843	6.0
923	0.0
7475	6.0
12201	3.0
7515	6.0
29012	5.0
10797	8.0
11109	3.0
7538	8.0
7536	7.0
12972	10.0
61266	46.0
24142	12.0
14829	0.0
23055	3.0
13622	11.0
7463	5.0
10571	6.0
16180	10.0
13836549	21.0
7891	9.0
12446	3.0
55123	6.0
10614293	5.0
29025	6.0
11755	3.0
12635	8.0
7706	4.0
7761	5.0
11121	4.0
7713	2.0
12809	7.0
11230	2.0
7833	5.0
10492	4.0
13837190	2.0
13839109	6.0
7556	1.0
12012	5.0
8158	6.0
66675	9.0
7871	9.0
3441	6.0
7954	0.0
9976	8.0
21153	10.0
14688	13.0
9391	6.0
8525	3.0
7514	6.0
11680	5.0
6176	6.0
6085	0.0
63631	4.0
13865630	11.0
7856	6.0
11706	6.0
7802	6.0
12218	8.0
56232	9.0
3973	9.0
6130	0.0
7534	8.0
10788	6.0
7621	4.0
10101	9.0
28986	6.0
13839575	6.0
12632	7.0
13836589	3.0
83734	6.0
9253	6.0
215929	7.0
10791	6.0
555074	4.0
7957	0.0
11125	4.0
7760	5.0
4516601	5.0
8562	4.0
2863	9.0
56442	1.0
4483639	2.0
11919	12.0
10653	4.0
8329688	3.0
7782	3.0
4516599	5.0
16387	18.0
10777	4.0
4512361	5.0
11095	4.0
11025	5.0
26325086	9.0
21106173	9.0
13835706	14.0
441	6.0
2282428	6.0
9251	6.0
13850879	25.0
217	0.0
1114	0.0
7838	5.0
15486	9.0
56559	16.0
11898	18.0
4483638	2.0
6335	2.0
4449912	1.0
11526	4.0
6311	2.0
10054	0.0
7081	6.0
7607	3.0
7074	9.0
12456	7.0
72522	17.0
6313	2.0
7817	4.0
4512642	5.0
7928	16.0
7734	2.0
5949	4.0
62632	14.0
14348	15.0
7803	6.0
7076	9.0
78998	13.0
17880	6.0
370	7.0
29029	7.0
11884	11.0
2581	14.0
16177	10.0
7730	2.0
13866746	17.0
7016	4.0
15853	9.0
11864	5.0
9053802	12.0
21106586	11.0
67360	8.0
63863	6.0
11891	13.0
7732	2.0
18920	6.0
10113	2.0
11866	5.0
15846	7.0
11845	4.0
15954	7.0
11819	5.0
7566	1.0
29026	6.0
7772	3.0
11739	5.0
7917	12.0
6321	2.0
12209	3.0
11846	4.0
7622	4.0
11861	7.0
15016	16.0
11056	4.0
7915	11.0
23255	2.0
10787	6.0
123993	10.0
55090	3.0
11806	2.0
7630	4.0
8552	5.0
68179	6.0
7901	10.0
6121	0.0
7770	3.0
7558	1.0
11036	6.0
10001	4.0
7064	7.0
175	0.0
6146	0.0
6649	8.0
11029	6.0
6123	0.0
7892	9.0
8576	8.0
6095	0.0
9461	5.0
14692	7.0
11099	2.0
11193	9.0
256	2.0
11794	4.0
7851	6.0
15387	7.0
8012	6.0
7717	2.0
11732	4.0
10511	5.0
654	0.0
6315	2.0
6086	0.0
99440	5.0
11194	9.0
455353	6.0
11110	3.0
13848341	9.0
10265264	7.0
7850	6.0
7882	8.0
7577	1.0
29000	3.0
8574	7.0
11239	4.0
6165	3.0
11865	5.0
21011	3.0
4366810	9.0
512	1.0
11793	4.0
7811	4.0
7835	5.0
11216	7.0
13862665	4.0
932	6.0
22814	0.0
6341	4.0
11678	5.0
11543	7.0
62230	10.0
7533	8.0
13836399	5.0
10526	4.0
10422	8.0
12069	6.0
59483	15.0
13255	4.0
10179173	7.0
7701	4.0
6149	0.0
10790	6.0
71430	8.0
120464	6.0
172	0.0
11180	6.0
13865426	7.0
7434	8.0
259	3.0
7714	2.0
10512	3.0
7812	4.0
7769	3.0
7459	5.0
11024	5.0
7837	5.0
3644	0.0
16778	4.0
7705	4.0
191367	5.0
748	0.0
5091	17.0
10437	1.0
387	4.0
6312	2.0
6320	2.0
10947	4.0
6040	3.0
8398	4.0
960	15.0
6164	3.0
18410	7.0
7546	2.0
11756	3.0
7616	3.0
258	2.0
7716	2.0
7564	1.0
7024	2.0
7090	11.0
15438	5.0
11699	7.0
16791	5.0
6097	0.0
11799	4.0
6187	9.0
21800	8.0
18717	8.0
13837797	4.0
16641	0.0
10205670	2.0
12442	1.0
6186	9.0
60329	3.0
7790	3.0
1005	2.0
11210	9.0
6101	0.0
1004	1.0
2340753	3.0
10325184	3.0
24590970	6.0
11695	6.0
6102	0.0
13836591	3.0
7028	2.0
7615	3.0
13884973	5.0
7674	5.0
6406	6.0
682	0.0
13874867	6.0
10710415	8.0
6089	0.0
6087	0.0
6098	0.0
7733	2.0
9990	1.0
11727	1.0
7600	10.0
8896	0.0
7466	5.0
14751	7.0
1609	3.0
171	0.0
7727	2.0
71628	8.0
22408	0.0
7728	2.0
6338	2.0
13811	16.0
13871489	18.0
864	0.0
220998	12.0
221117	8.0
15765	8.0
11647	9.0
7506	9.0
7737	0.0
5439	3.0
7003	8.0
6322	2.0
13867413	5.0
553171	9.0
11525	4.0
8554	3.0
13571291	1.0
12066	0.0
7703	4.0
11265	10.0
12954	10.0
13229	10.0
59577	10.0
10053	0.0
10018	3.0
7787	3.0
26765	5.0
192642	6.0
11788	5.0
63156	4.0
122446	8.0
21181	6.0
26325090	7.0
13836520	5.0
6135	0.0
6309	2.0
12626	3.0
11632	8.0
9994	0.0
7636	4.0
13854944	3.0
7557	1.0
6125	0.0
120621	4.0
4449	8.0
55205	5.0
12445	5.0
14169248	8.0
7964	24.0
6193	27.0
62597	2.0
7559	1.0
7677	5.0
12197	1.0
13836674	1.0
11761	4.0
29015	3.0
9642	0.0
156255	5.0
20119	4.0
6118	0.0
363458	5.0
7684	5.0
71390	0.0
8544	0.0
12219	7.0
6307	2.0
7848	6.0
13816	4.0
15077490	6.0
19956441	5.0
12637	9.0
13872989	1.0
11752	3.0
8577	8.0
278	0.0
61487	3.0
11863	5.0
5708	6.0
10536	6.0
14349	7.0
7810	4.0
391	0.0
13835977	1.0
6334	2.0
592	4.0
13871721	2.0
374462	3.0
558883	2.0
56020	2.0
8908	7.0
376	8.0
10025	9.0
5004	11.0
2275	1.0
4446445	6.0
10124	4.0
7852	6.0
3951	4.0
7530	7.0
7766	3.0
6333	2.0
14680	5.0
7827	4.0
4514529	0.0
13835316	0.0
7711	2.0
12499	21.0
19953955	4.0
21109330	9.0
13638	8.0
72056	11.0
10948	4.0
7815	4.0
71312	6.0
2293678	6.0
2018460	8.0
29107	4.0
21169510	9.0
7552	1.0
5993	2.0
13835293	6.0
62589	5.0
7738	0.0
7686	5.0
7480	9.0
7776	3.0
127983	0.0
1087	0.0
6092	0.0
6042	0.0
6316	2.0
8878	2.0
34095	9.0
7568	1.0
10340	2.0
4444608	4.0
10939	8.0
11107	5.0
13835224	2.0
8141	2.0
9233	2.0
23621376	3.0
21111806	7.0
69371	6.0
66565	7.0
18685	8.0
15443	7.0
844	4.0
18607	2.0
11930	8.0
62628	7.0
67653	7.0
7030	2.0
11875	6.0
7721	2.0
2656	16.0
21108550	7.0
7560	1.0
13839416	5.0
13836021	2.0
13835861	3.0
7029	2.0
394562	2.0
10498	2.0
13839441	4.0
21112738	1.0
6104	0.0
4481813	1.0
60524	2.0
11729	1.0
9325	8.0
11694	6.0
11086	5.0
13849981	10.0
6103	0.0
5894	2.0
13835209	3.0
7788	3.0
13839553	2.0
6083	0.0
6314	2.0
61707	4.0
63054	17.0
4510484	8.0
15803	14.0
26563	18.0
70660	10.0
7679	5.0
13835235	1.0
1039	0.0
10772140	2.0
28994	1.0
4937830	1.0
29008	0.0
11809	2.0
8543	2.0
6111	0.0
68832	6.0
13842001	7.0
22191	7.0
75951	8.0
72793	9.0
72551	9.0
24641	10.0
11632871	16.0
33416	15.0
29001	4.0
21106032	3.0
8909	8.0
11857	7.0
7330	0.0
69982	21.0
21106015	1.0
552744	3.0
10464	3.0
61191	13.0
61001	17.0
8912	12.0
7791	3.0
13866593	4.0
7098	13.0
7026	2.0
553742	1.0
5977	0.0
13837702	3.0
13837537	3.0
9724	13.0
18801	5.0
59674	3.0
558928	1.0
6330	2.0
11244	4.0
7021	4.0
11795	4.0
10488	5.0
13647	9.0
6402	13.0
68156	4.0
71876	12.0
415	2.0
10487	5.0
763	0.0
13835336	1.0
24099	3.0
173	0.0
5730	0.0
7678	5.0
553642	8.0
13861343	6.0
13835550	1.0
8733	2.0
48024	5.0
10265270	12.0
693	0.0
124968	5.0
62808	5.0
8910	10.0
9614	5.0
60886	38.0
28993	8.0
17131	20.0
13875283	7.0
9363	5.0
13849989	9.0
11351244	2.0
558020	5.0
7553	1.0
20939	11.0
518	0.0
6326	2.0
20198	26.0
1143	0.0
61111	5.0
4444456	2.0
2441	19.0
6296	11.0
391428	11.0
733	4.0
9970	9.0
8960	0.0
11117	3.0
191	7.0
13837280	2.0
659	0.0
1078	5.0
13835604	4.0
10772050	6.0
14198	13.0
71787	6.0
7528	7.0
6827	14.0
499714	6.0
7018	4.0
11911	3.0
6093	0.0
13836713	1.0
21106535	4.0
7013	4.0
59447	5.0
10179239	12.0
86007	27.0
390927	13.0
10756	15.0
7961	3.0
12643	5.0
19231	7.0
13835630	9.0
13835459	3.0
9581	9.0
13875196	9.0
73412	3.0
13492	12.0
15747	13.0
7236	7.0
10410	9.0
1348	2.0
558878	9.0
5978	0.0
13487	11.0
6119	0.0
10404	10.0
13839199	5.0
9228	7.0
71089	5.0
6342	4.0
9574	11.0
83866	8.0
83850	8.0
9454	11.0
7419	9.0
1108	5.0
7128	9.0
8356	11.0
62530	8.0
7385	8.0
7170	15.0
8903	3.0
13842613	7.0
16159	6.0
7183	11.0
236	3.0
553578	9.0
7736	0.0
7242	7.0
7219	7.0
7521	7.0
7672	5.0
12010	4.0
24533	7.0
789	8.0
7088	11.0
1019	0.0
13835932	8.0
65750	10.0
15461	14.0
11830	3.0
6122	0.0
1095	0.0
7641	7.0
63903	8.0
10497	2.0
8904	3.0
7688	5.0
13874733	5.0
10437135	8.0
11660	9.0
1020	3.0
21106520	5.0
18724	11.0
11042	7.0
31029	1.0
21106560	7.0
21132380	7.0
8531	11.0
15855	14.0
6100	0.0
13837281	4.0
21105905	7.0
66809	7.0
7448	11.0
6179	6.0
7659	9.0
24535	12.0
15702	21.0
25552	12.0
11871	5.0
15409	13.0
20843	8.0
10940	8.0
10251740	6.0
11077	7.0
24972	10.0
9326	8.0
13885245	12.0
6524	26.0
28969	9.0
6967	8.0
8900	0.0
12229	5.0
9360	7.0
10253	12.0
8902	3.0
9350	7.0
7786	3.0
6999	13.0
15965	13.0
6088	0.0
10937	8.0
21106036	14.0
6977	10.0
10364	7.0
62489	7.0
10384035	8.0
11409	10.0
8243	28.0
7391	8.0
21108577	15.0
13257	7.0
70682	7.0
4228778	24.0
13658	13.0
28992	7.0
6528	30.0
7739	0.0
21168808	2.0
8335	12.0
8374	14.0
21111820	2.0
6897	12.0
13863629	4.0
12228	5.0
21112023	11.0
6665	20.0
247721	13.0
10437215	9.0
11731	1.0
13865438	9.0
120489	7.0
2039535	8.0
13837319	26.0
7278	11.0
13875160	7.0
8899	0.0
7238	7.0
21106135	9.0
773	0.0
2916	0.0
12225	2.0
10197150	5.0
55091	6.0
26325085	14.0
26325087	15.0
26325088	14.0
11862	5.0
8241	24.0
3210	15.0
8950	8.0
7676	5.0
66996	5.0
10437074	5.0
66896	20.0
30595	14.0
7710	2.0
7809	4.0
63908	9.0
221226	10.0
21105959	10.0
66021	5.0
17443	7.0
84971	12.0
388391	12.0
10236	11.0
13837303	22.0
13648	9.0
2849146	11.0
222538	11.0
73390	12.0
10437335	12.0
11576	14.0
11589	13.0
7175	13.0
79969	15.0
11784	5.0
7765	3.0
6883	11.0
7241	7.0
13875230	7.0
7689	5.0
2038738	7.0
11785	5.0
9218	11.0
7224	7.0
11600	6.0
7551	1.0
558875	1.0
21106366	9.0
78	7.0
7225	7.0
10181339	10.0
13839308	8.0
65523	11.0
7157	13.0
2937774	14.0
502855	17.0
14556	12.0
30572	9.0
58234	19.0
67460	10.0
9349	7.0
8883	12.0
65936	7.0
13875281	8.0
4445317	19.0
10534	7.0
6898	13.0
13644	9.0
12061	9.0
29036	0.0
199342	19.0
66895	16.0
62534	10.0
62408	11.0
13837329	20.0
4489	7.0
15495	17.0
66887	15.0
7389	8.0
9893	12.0
63518	14.0
12060	10.0
62310	16.0
7420	9.0
13856009	9.0
59482	13.0
12816	7.0
14678	11.0
21171407	1.0
7984	12.0
28982	9.0
206561	13.0
19709	12.0
21168831	8.0
21105897	15.0
13860335	7.0
6881	11.0
55443	11.0
453675	12.0
971	5.0
9579	11.0
21105878	11.0
21168813	11.0
60121	11.0
15427	9.0
1141	7.0
63310	14.0
11021	9.0
305	16.0
13846663	13.0
79280	12.0
21106091	16.0
13876539	8.0
5830	8.0
69340	10.0
63889	7.0
2606	6.0
10992	9.0
8674	11.0
9943	7.0
7132	9.0
235	7.0
13839082	7.0
13839110	9.0
13840690	7.0
13871718	9.0
21105871	7.0
21105998	14.0
7131	9.0
13856352	8.0
13866817	7.0
24722	36.0
7221	7.0
7223	7.0
9903	9.0
13839105	10.0
10246	13.0
18336	14.0
14866	15.0
466305	16.0
13865680	10.0
11604	9.0
13634	7.0
76394	9.0
440	16.0
28682	9.0
447	10.0
11667	9.0
13835772	8.0
6774	15.0
21168826	9.0
8071	12.0
13839128	10.0
194092	13.0
27296	11.0
28973	12.0
8186	11.0
13839123	10.0
11154	0.0
5979	9.0
7240	7.0
13857694	7.0
7220	7.0
7745	5.0
13839151	11.0
64699	9.0
12259	17.0
62517	10.0
13848467	9.0
13848808	14.0
9911	13.0
72556	10.0
15753	15.0
67465	13.0
7129	9.0
13837686	8.0
13839174	11.0
61538	14.0
12244	13.0
10248	13.0
61411	17.0
69177	17.0
13865424	9.0
917	14.0
7248	9.0
21106144	12.0
21106524	10.0
13863774	11.0
11651	10.0
16119	14.0
11610	11.0
11332993	11.0
10243171	11.0
10801842	11.0
11661	9.0
7138	9.0
12674	14.0
13837988	8.0
6775	12.0
11672	11.0
21106146	11.0
6108	0.0
21106008	16.0
8657	9.0
13875258	7.0
70715	5.0
70714	5.0
11596	14.0
10244	17.0
70988	14.0
86435	14.0
65785	16.0
70652	15.0
7673	5.0
6745	15.0
3544	19.0
8868	9.0
8097	12.0
11773	11.0
13875392	7.0
6916	16.0
21105859	11.0
13630	5.0
7443	9.0
8665	9.0
6633	11.0
16804	21.0
7406	13.0
6907	15.0
10892	14.0
10181338	13.0
299166	11.0
136966	9.0
120548	11.0
73479	12.0
11783	5.0
4611	11.0
13846749	14.0
13875432	7.0
12823	9.0
7176	13.0
221082	8.0
12231	8.0
21106519	11.0
13875219	7.0
8935	15.0
4514586	0.0
10181341	9.0
21106018	10.0
13835344	13.0
7685	5.0
238	9.0
21159695	10.0
13853758	11.0
13835151	7.0
13875320	8.0
14227	11.0
5709	9.0
12821	9.0
913	9.0
8070	12.0
7140	11.0
7190	11.0
7310	12.0
21106140	17.0
12478	9.0
1266393	4.0
455090	9.0
503239	9.0
10991	9.0
191058	15.0
10986	15.0
57726	15.0
21106525	9.0
13860692	7.0
13876103	15.0
7234	7.0
6621	12.0
9564	10.0
21111822	7.0
13869462	10.0
10254	12.0
11460	11.0
7397	9.0
6642	21.0
11465	12.0
11422	13.0
3918	29.0
6794	13.0
21106014	10.0
5889	5.0
13835126	11.0
21111781	12.0
924	9.0
10857	11.0
8140	10.0
65	10.0
13860491	10.0
13863618	10.0
13860641	10.0
13869434	10.0
13854136	8.0
6781	14.0
13838404	0.0
13837760	8.0
6630	11.0
7383	8.0
123207	7.0
10008	5.0
1664	5.0
4878	7.0
21106020	11.0
61765	11.0
13862559	10.0
7662	9.0
21106148	13.0
10411	11.0
20570	9.0
13860775	10.0
2157	16.0
21105795	9.0
2241	9.0
10616	16.0
62466	11.0
62485	11.0
62472	17.0
11586	17.0
7518	7.0
4962	10.0
7681	5.0
21106013	11.0
10972	11.0
10980	11.0
6674	12.0
6035	13.0
21106900	16.0
2005981	0.0
81815	6.0
11584	13.0
7189	11.0
11591	13.0
13840647	11.0
13029	14.0
21106172	13.0
21106145	15.0
64155	17.0
13851576	7.0
13837787	12.0
68676	16.0
6635	12.0
11582	13.0
13853953	12.0
6988	10.0
11083	9.0
13854242	14.0
13869480	9.0
11585	13.0
11488212	14.0
13864445	11.0
86394	20.0
9965	12.0
2206	23.0
42330	24.0
4575	29.0
2079	26.0
4590	14.0
21108548	7.0
13854248	8.0
6974	8.0
6646	12.0
11629	14.0
21106019	9.0
509179	27.0
89076	19.0
10664	11.0
13869414	9.0
7279	13.0
62964	29.0
18219	2.0
13869451	7.0
880	9.0
75956	24.0
6023	11.0
456015	7.0
13869339	7.0
13875441	7.0
206493	17.0
15093	11.0
4599	31.0
1577	2.0
7239	7.0
434	11.0
6079	11.0
7202	13.0
764	7.0
10400	15.0
13662	11.0
955	11.0
13030	13.0
7001	13.0
71437	15.0
4759	19.0
33617	19.0
13872122	9.0
13842573	7.0
17347	11.0
21106581	15.0
10586285	22.0
11595	15.0
62060	48.0
5976	9.0
63906	9.0
13835351	16.0
6773	17.0
30881	20.0
2923	13.0
21105870	9.0
6658	14.0
11422351	17.0
7208	15.0
71193	14.0
67270	13.0
6033	13.0
76154	17.0
3548	23.0
642951	20.0
13860	9.0
40130	19.0
13860434	14.0
21111817	10.0
5596	8.0
5915	9.0
13047	17.0
25472	18.0
62467	11.0
14620	18.0
6828	14.0
21105848	15.0
11080	7.0
7211	15.0
7092	11.0
28947	15.0
11366	13.0
18	15.0
1446	14.0
71	14.0
7146	13.0
13860817	10.0
11625	11.0
12133	17.0
205483	13.0
1253	13.0
4745	21.0
392	7.0
11778	9.0
7172	15.0
13868640	7.0
18707	10.0
123	9.0
502245	17.0
13860720	10.0
21106571	13.0
21106163	13.0
44152	24.0
10257	16.0
13875356	7.0
19766	17.0
124	11.0
204209	21.0
7142	11.0
13853943	12.0
58563	11.0
10864	12.0
21106540	14.0
132	11.0
331	12.0
6550	15.0
78467	11.0
7315	18.0
11087	5.0
6339	4.0
13875212	8.0
21108576	11.0
26516	8.0
4768	17.0
20848	17.0
4963	12.0
13859497	13.0
12640	2.0
6106	0.0
776	9.0
7145	11.0
6480	12.0
1448	18.0
38364	11.0
10343	21.0
559096	30.0
3534	32.0
8098	12.0
21361761	22.0
1361549	16.0
11961	13.0
7302	14.0
967	21.0
556589	14.0
13846959	11.0
10837	19.0
7299	14.0
2169	16.0
526	13.0
21106518	11.0
27488	11.0
10437210	12.0
11954	14.0
21111772	13.0
27749	20.0
7199	13.0
15517	19.0
589165	9.0
17868	14.0
5027	15.0
8183	15.0
5882	15.0
192748	23.0
9120	18.0
67594	22.0
13856959	19.0
15489	16.0
6780	12.0
4744	21.0
62484	13.0
768	12.0
10437836	13.0
2991	18.0
13848793	14.0
7150	19.0
361	17.0
8182	15.0
992	16.0
21106470	12.0
2121	20.0
392447	10.0
577	7.0
6788	14.0
10437239	10.0
953	11.0
13868660	7.0
6675	12.0
11588	11.0
4437893	20.0
1906	11.0
1015	9.0
10870	18.0
10975	17.0
906	12.0
105291	8.0
7042	18.0
21106570	17.0
12044	17.0
2185	15.0
13063	16.0
6736	15.0
8528	7.0
68568	11.0
8876	13.0
5775	54.0
10909	16.0
10918	16.0
8855	12.0
256210	14.0
49179	50.0
5557	36.0
24326358	17.0
21486195	53.0
10328	8.0
12047	16.0
10849	17.0
8470	15.0
10851	17.0
11769	7.0
13677	17.0
13846658	16.0
12045	16.0
65763	16.0
10432	7.0
5142	13.0
13867714	14.0
21105699	14.0
10850	17.0
1151	14.0
6852	16.0
4514549	0.0
48085	47.0
14627	15.0
87265	9.0
65701	11.0
18941	20.0
10831	18.0
10813	18.0
10908	17.0
551	19.0
16359	18.0
7044	18.0
28552	20.0
29282	22.0
10829	18.0
8060	22.0
15619	19.0
6737	15.0
96749	16.0
29117	22.0
6688	25.0
4760	19.0
12874	19.0
10841	18.0
26325182	25.0
18177	15.0
8262	20.0
8273	20.0
17339596	26.0
3277	27.0
15621	20.0
26260	20.0
5162	34.0
12682	19.0
5593	9.0
8329	22.0
6789	14.0
11776	9.0
15488	16.0
707	21.0
83191	48.0
5774	50.0
92494	51.0
92468	52.0
11489	11.0
6586	19.0
15620	21.0
15861	20.0
12705	18.0
12730	21.0
472932	6.0
6950	9.0
3350	14.0
218253	17.0
4333	29.0
63968	16.0
6706	14.0
68437	21.0
11038	7.0
2068	22.0
5236	21.0
6855	18.0
13090	18.0
13303	17.0
13302	17.0
133166	47.0
8067	21.0
6840	21.0
8030	22.0
3008	18.0
6739	15.0
2283071	23.0
8807	18.0
5791	44.0
11286	22.0
21106059	42.0
13839012	17.0
7151	17.0
10903	16.0
6835	16.0
5145918	50.0
15475	18.0
15755	17.0
14995	18.0
14994	18.0
67470	17.0
15476	17.0
15477	18.0
15478	17.0
15524	16.0
15756	16.0
8058	21.0
15473	18.0
17099	19.0
17098	18.0
33933	18.0
15474	18.0
11003	14.0
8093	22.0
36029	27.0
58496	82.0
6735	15.0
4932499	24.0
8341	14.0
6592	19.0
6371	26.0
2297441	18.0
7155	21.0
3693	28.0
89258	25.0
26010	20.0
30600	19.0
33455	19.0
33934	19.0
33932	19.0
10628694	11.0
11294	18.0
4268	29.0
6604	17.0
23886	20.0
33421	20.0
6838	22.0
6002	54.0
6753	25.0
1262	26.0
6807	19.0
4470736	53.0
20124	14.0
4911	34.0
62265	23.0
64016	29.0
8319	15.0
6790	14.0
6588	19.0
3652	47.0
185	12.0
75995	42.0
2271976	35.0
457140	21.0
84188	21.0
136000	21.0
135983	20.0
136001	20.0
136002	21.0
158870	20.0
157093	19.0
83374	19.0
457144	20.0
135925	21.0
457145	20.0
136003	20.0
84235	19.0
139025	69.0
8282	17.0
34667	21.0
34871	20.0
34873	21.0
56784	22.0
34872	20.0
4343	48.0
1710	32.0
6600	19.0
230	17.0
5660	39.0
5932	50.0
196288	67.0
9797	30.0
9824	23.0
4103087	21.0
34868	22.0
37905	23.0
34869	22.0
37918	22.0
37915	21.0
34867	21.0
25605	22.0
26011	21.0
34870	22.0
34666	21.0
21924	21.0
3216	45.0
6057	26.0
5807	27.0
6610	21.0
21587143	69.0
61739	17.0
34866	23.0
34665	22.0
34664	22.0
37904	23.0
34864	22.0
34188	22.0
34865	22.0
9786472	65.0
6478	18.0
65272	79.0
744	14.0
6492	18.0
11708	7.0
10438331	23.0
2927	26.0
5554	39.0
2928	28.0
27793	25.0
82754	24.0
457138	23.0
102897	23.0
457139	24.0
102947	24.0
97173	23.0
102720	23.0
102801	24.0
102833	24.0
102721	23.0
102856	24.0
102933	23.0
103066	23.0
106355	24.0
82755	22.0
82712	23.0
157094	22.0
103011	22.0
102798	24.0
82762	23.0
97172	22.0
2925	27.0
18547147	67.0
4380	41.0
2424	25.0
34863	23.0
2760	62.0
11974	13.0
32555	29.0
19232038	66.0
13835294	29.0
6514	33.0
33281	24.0
56786	24.0
56789	23.0
33456	22.0
46264	24.0
4777	25.0
10481872	50.0
5550	53.0
553649	15.0
8124942	42.0
56787	25.0
35583	25.0
82807	24.0
56794	24.0
33386	25.0
33457	26.0
47912	24.0
82817	24.0
46893	23.0
33280	24.0
35582	23.0
33304	24.0
46263	25.0
19232037	64.0
10169	27.0
5542	62.0
5376	33.0
8101973	40.0
21106365	21.0
8351654	8.0
2975965	32.0
13300034	24.0
197564	56.0
34874	26.0
36972	26.0
56788	25.0
533188	25.0
35579	25.0
16182	24.0
46262	25.0
35580	24.0
82818	25.0
56790	26.0
56795	25.0
33458	26.0
82777	24.0
35584	25.0
56785	24.0
56792	24.0
34189	24.0
5233	33.0
2075	35.0
3438	39.0
102834	28.0
102722	27.0
154865	27.0
96948	26.0
102743	27.0
102857	26.0
154866	26.0
106356	27.0
102787	27.0
102741	26.0
97240	27.0
97055	26.0
97198	26.0
102742	27.0
2915	19.0
4447447	51.0
193441	59.0
2654	18.0
1278	22.0
56793	26.0
454495	26.0
40191	25.0
56791	25.0
35581	25.0
56775	27.0
56770	26.0
5553	42.0
25677	26.0
2699	37.0
60858	22.0
91432	37.0
6453	32.0
8103122	42.0
33282	28.0
46285	28.0
46284	27.0
82806	27.0
56776	26.0
47913	28.0
32952	27.0
45446	26.0
43353	27.0
56773	27.0
12549	33.0
5633	56.0
14916	27.0
541032	17.0
5541	70.0
97257	31.0
97224	30.0
102923	31.0
96868	30.0
96864	30.0
97234	30.0
97233	30.0
154062	30.0
97142	30.0
12699	25.0
36975	29.0
56778	28.0
43354	28.0
37779	29.0
