Compound Id	BCUT [BCUTp-1h]
11029	7.4838
6123	6.2272
7892	7.4996
8576	7.4744
6095	4.4529
9461	5.3395
14692	7.4706
11099	6.7220
11193	8.6670
256	5.9048
11794	6.9341
7851	7.3067
15387	7.3959
8012	7.4095
7717	5.9353
11732	8.3937
10511	7.1309
654	4.7922
6315	7.7118
6086	3.4485
99440	8.7078
11194	8.7413
455353	6.8064
11110	6.9530
13848341	6.8227
10265264	7.9888
7850	7.4238
7882	7.4357
7577	4.1365
29000	7.1383
8574	7.3571
11239	7.2556
6165	7.4838
11865	7.3451
21011	6.6198
4366810	7.5580
512	5.2760
11793	7.3933
7811	6.9714
7835	7.1496
11216	8.4269
13862665	6.1611
932	7.2293
22814	1.161
6341	6.7890
11678	7.1744
11543	7.8025
62230	9.0556
7533	8.5060
13836399	6.4920
10526	7.2054
10422	7.4676
12069	7.0001
59483	7.8267
13255	6.9838
10179173	7.9888
7701	6.5826
6149	8.3924
10790	7.5694
71430	6.8269
120464	9.5980
172	4.0185
11180	8.1167
13865426	6.7846
7434	8.3488
259	6.1520
7714	6.7687
10512	7.0481
7812	6.8165
7769	6.6570
7459	7.5629
11024	7.7596
7837	7.0721
3644	5.6048
16778	5.9707
7705	6.6083
191367	6.6858
748	2.9840
5091	7.6320
10437	6.4543
387	6.3320
6312	6.6198
6320	6.2263
10947	6.8550
6040	6.5021
8398	7.2485
960	7.6195
6164	7.8833
18410	8.6274
7546	5.8393
11756	4.9425
7616	5.5403
258	5.9910
7716	6.3008
7564	5.6720
7024	7.4640
7090	7.3644
15438	8.4006
11699	6.6509
16791	7.0415
6097	5.8377
11799	6.3583
6187	9.6043
21800	8.4455
18717	8.8253
13837797	6.2810
16641	3.8695
10205670	4.3334
12442	6.9370
6186	10.6245
60329	5.8281
7790	4.8260
1005	5.5233
11210	8.7413
6101	4.9809
1004	5.3623
2340753	7.8695
10325184	7.7785
24590970	9.1323
11695	6.2626
6102	4.1173
13836591	5.5184
7028	6.6615
7615	5.7424
13884973	7.9201
7674	7.8268
6406	7.1468
682	4.3518
13874867	6.6274
10710415	6.6623
6089	3.7517
6087	4.5881
6098	5.9002
7733	5.5480
9990	5.0493
11727	4.3913
7600	8.38
8896	6.2911
7466	5.7484
14751	8.4505
1609	6.2216
171	4.3579
7727	5.5140
71628	8.2690
22408	1.161
7728	5.2040
6338	5.0745
13811	8.9311
13871489	7.7642
864	3.1116
220998	7.9968
221117	8.4455
15765	8.4455
11647	8.0610
7506	8.3943
7737	5.8215
5439	5.3218
7003	7.4030
6322	5.9897
13867413	6.0171
553171	6.8542
11525	7.0238
8554	6.3570
13571291	5.3380
12066	5.0115
7703	7.1184
11265	8.1540
12954	7.8396
13229	8.1540
59577	8.3851
10053	9.5018
10018	5.7668
7787	6.6538
26765	6.7761
192642	7.4117
11788	7.4721
63156	6.9265
122446	8.6674
21181	7.0905
26325090	7.0613
13836520	6.2483
6135	3.8172
6309	7.2255
12626	6.6709
11632	7.5253
9994	5.0720
7636	6.3591
13854944	6.7699
7557	5.9973
6125	7.7877
120621	7.2406
4449	8.1939
55205	6.9263
12445	8.4981
14169248	8.2254
7964	14.5663
6193	15.1950
62597	6.1598
7559	5.3075
7677	7.6615
12197	5.5802
13836674	6.6305
11761	9.3956
29015	5.4163
9642	4.9735
156255	7.8316
20119	6.6119
6118	8.2455
363458	6.9405
7684	7.2690
71390	7.5939
8544	6.4355
12219	8.2302
6307	8.24
7848	8.2204
13816	6.2210
15077490	9.8255
19956441	6.7647
12637	7.2658
13872989	5.3938
11752	6.1845
8577	8.1286
278	3.1186
61487	10.1263
11863	8.2007
5708	6.8965
10536	8.9990
14349	8.1310
7810	8.1614
391	3.974
13835977	5.7669
6334	5.6091
592	6.0003
13871721	6.0225
374462	7.1070
558883	6.5848
56020	6.5848
8908	7.0166
376	7.2114
10025	7.3201
5004	7.4816
2275	5.2506
4446445	7.3765
10124	7.8730
7852	8.1212
3951	6.8243
7530	7.5943
7766	8.0828
6333	5.5548
14680	8.0942
7827	8.6061
4514529	2.73
13835316	7.8309
7711	7.9256
12499	6.5660
19953955	6.4503
21109330	8.3520
13638	7.1671
72056	7.5473
10948	6.4673
7815	8.0549
71312	8.3605
2293678	9.9590
2018460	9.66
29107	6.8133
21169510	10.6053
7552	7.6113
5993	6.1725
13835293	8.1125
62589	7.7694
7738	5.5599
7686	7.6438
7480	7.0299
7776	7.9763
127983	2.0715
1087	4.5544
6092	6.9902
6042	9.7416
6316	8.0668
8878	7.8994
34095	7.4514
7568	6.0050
10340	6.4120
4444608	6.9049
10939	7.9781
11107	6.8844
13835224	5.8396
8141	6.4196
9233	7.8254
23621376	5.8613
21111806	6.2915
69371	9.3708
66565	6.1145
18685	7.3865
15443	7.9742
844	5.9195
18607	8.1335
11930	7.3654
62628	7.2597
67653	7.5383
7030	5.1208
11875	7.1309
7721	7.8191
2656	9.3988
21108550	6.3091
7560	7.5048
13839416	6.8763
13836021	5.8235
13835861	7.7098
7029	5.9761
394562	5.9363
10498	6.5440
13839441	6.6198
21112738	6.2049
6104	6.5317
4481813	4.9503
60524	6.2017
11729	7.5048
9325	6.2104
11694	6.6823
11086	7.8743
13849981	8.9537
6103	6.8878
5894	5.6527
13835209	6.1096
7788	6.7889
13839553	5.5975
6083	5.7451
6314	6.5870
61707	7.0980
63054	6.5774
4510484	8.3061
15803	9.4612
26563	6.3120
70660	8.0973
7679	6.7180
13835235	4.5859
1039	6.5316
10772140	6.2218
28994	4.9377
4937830	4.67
29008	6.1738
11809	6.5719
8543	7.0830
6111	4.84
68832	7.0209
13842001	8.0274
22191	7.1781
75951	7.3717
72793	7.4925
72551	7.5289
24641	7.6496
11632871	6.7165
33416	6.2893
29001	6.7065
21106032	7.2238
8909	7.1980
11857	7.1380
7330	6.5709
69982	9.4505
21106015	6.0608
552744	6.1835
10464	6.4618
61191	7.4646
61001	8.5709
8912	6.2119
7791	6.5931
13866593	6.9295
7098	7.5164
7026	6.6671
553742	6.8429
5977	8.4848
13837702	6.5743
13837537	5.9967
9724	9.7216
18801	7.0302
59674	6.0474
558928	6.8429
6330	5.8452
11244	6.7380
7021	6.0535
11795	6.7762
10488	6.4375
13647	7.7749
6402	9.8161
68156	6.7746
71876	7.4555
415	6.2170
10487	8.5199
763	2.0185
13835336	5.2075
24099	6.4184
173	4.9925
5730	10.4394
7678	7.0294
553642	7.2685
13861343	9.6850
13835550	5.5156
8733	5.9073
48024	7.4084
10265270	9.2390
693	3.7873
124968	5.8985
62808	5.9512
8910	7.4701
9614	6.3269
60886	8.6620
28993	8.5267
17131	8.1096
13875283	7.5229
9363	6.1373
13849989	8.4756
11351244	8.0911
558020	5.7319
7553	7.7875
20939	9.4941
518	N/A
6326	8.7595
20198	10.9919
1143	4.8161
61111	6.1145
4444456	7.1188
2441	10.5598
6296	9.5540
391428	9.2610
733	6.0680
9970	7.4238
8960	3.451
11117	6.8596
191	6.9971
13837280	8.8078
659	7.2834
1078	6.3511
13835604	6.2588
10772050	10.1338
14198	9.8161
71787	6.5765
7528	7.7236
6827	9.7885
499714	8.2423
7018	6.8110
11911	10.7188
6093	7.6866
13836713	7.6820
21106535	7.5535
7013	9.0390
59447	7.5665
10179239	9.2390
86007	9.1872
390927	9.5486
10756	9.7871
7961	9.9728
12643	7.2217
19231	7.4164
13835630	8.2626
13835459	6.3523
9581	7.3199
13875196	7.3313
73412	8.1701
13492	8.7387
15747	8.7486
7236	7.6417
10410	8.7584
1348	6.8656
558878	8.4381
5978	7.7358
13487	8.7191
6119	9.6409
10404	8.6798
13839199	7.1939
9228	8.1880
71089	6.8425
6342	9.7416
9574	7.9011
83866	7.2646
83850	7.2646
9454	8.3164
7419	8.6012
1108	7.5348
7128	8.7760
8356	9.0728
62530	8.1105
7385	8.4440
7170	9.3881
8903	6.0239
13842613	7.5228
16159	9.8485
7183	8.9156
236	6.3934
553578	8.4381
7736	5.9366
7242	7.7961
7219	8.1529
7521	7.6649
7672	9.6732
12010	10.4514
24533	7.6294
789	7.6511
7088	9.5450
1019	5.0560
13835932	6.8154
65750	8.6135
15461	10.1733
11830	10.3728
6122	10.5336
1095	7.9644
7641	7.8218
63903	8.3793
10497	10.2156
8904	5.8479
7688	7.0087
13874733	7.4478
10437135	7.3510
11660	8.2868
1020	6.2740
21106520	7.3615
18724	9.5033
11042	7.4983
31029	9.9013
21106560	8.0677
21132380	7.7821
8531	8.6022
15855	9.5746
6100	9.2770
13837281	9.7972
21105905	7.9828
66809	7.0091
7448	8.3664
6179	11.6964
7659	8.1360
24535	8.8869
15702	8.9098
25552	8.5735
11871	10.2824
15409	8.6793
20843	7.6363
10940	7.9690
10251740	6.8034
11077	7.6553
24972	7.9438
9326	6.6741
13885245	8.5635
6524	9.6681
28969	7.7665
6967	8.1357
8900	4.8640
12229	6.3856
9360	6.6911
10253	9.3871
8902	6.0635
9350	6.7025
7786	9.8109
6999	8.6073
15965	8.4673
6088	8.0351
10937	8.0523
21106036	7.3915
6977	8.4440
10364	7.8984
62489	7.2593
10384035	7.0195
11409	8.7584
8243	9.6387
7391	7.6570
21108577	8.3747
13257	7.5075
70682	8.2514
4228778	8.6557
13658	8.1076
28992	7.1657
6528	9.6534
7739	7.8665
21168808	9.1280
8335	9.0738
8374	8.5063
21111820	8.5283
6897	8.3895
13863629	6.5345
12228	N/A
21112023	8.3006
6665	8.0846
247721	8.7081
10437215	7.3384
11731	8.8753
13865438	7.6805
120489	6.6756
2039535	7.1568
13837319	9.6092
7278	8.5047
13875160	8.3616
8899	7.6773
7238	7.3809
21106135	7.8040
773	5.7308
2916	8.8436
12225	6.1565
10197150	6.3826
55091	10.4435
26325085	10.2051
26325087	10.4783
26325088	10.6703
11862	8.2654
8241	9.5502
3210	9.0559
8950	8.5477
7676	8.2046
66996	7.5385
10437074	7.8867
66896	8.9188
30595	8.8403
7710	8.3960
7809	8.2841
63908	7.3423
221226	7.6566
21105959	8.0505
66021	7.7216
17443	6.8424
84971	7.5608
388391	7.5608
10236	8.7584
13837303	9.4324
13648	7.9571
2849146	7.5663
222538	7.8987
73390	7.8892
10437335	7.7220
11576	8.5484
11589	8.3364
7175	8.3687
79969	8.8079
11784	8.0520
7765	8.3214
6883	8.2339
7241	7.3850
13875230	8.5138
7689	7.8927
2038738	7.0134
11785	8.1368
9218	8.3343
7224	7.6804
11600	6.8489
7551	8.5452
558875	8.5772
21106366	8.5439
78	7.5136
7225	7.6241
10181339	8.5623
13839308	8.2194
65523	7.7336
7157	8.5259
2937774	8.3683
502855	8.3983
14556	8.3046
30572	7.6610
58234	10.6340
67460	8.6422
9349	7.3220
8883	8.7926
65936	7.2102
13875281	8.8327
4445317	11.1876
10534	7.3104
6898	8.8024
13644	8.2073
12061	8.5086
29036	10.7973
199342	9.7063
66895	8.9096
62534	7.9096
62408	8.3811
13837329	9.1966
4489	6.9529
15495	8.7218
66887	8.8997
7389	7.7811
9893	8.7798
63518	8.8801
12060	8.5028
62310	8.6825
7420	8.7066
13856009	8.1425
59482	8.8408
12816	7.5941
14678	8.66
21171407	10.0775
7984	8.5830
28982	8.1884
206561	8.2111
19709	8.2066
21168831	8.6373
21105897	8.6039
13860335	7.7361
6881	8.6238
55443	8.7126
453675	8.7443
971	6.7196
9579	7.9118
21105878	7.5289
21168813	8.6354
60121	7.8923
15427	8.5803
1141	6.2859
63310	8.0930
11021	7.8933
305	8.9087
13846663	9.5701
79280	8.0104
21106091	10.1988
13876539	8.2266
5830	8.2473
69340	8.6492
63889	8.1990
2606	10.2080
10992	8.0505
8674	7.6185
9943	7.5083
7132	8.3122
235	7.6499
13839082	7.5968
13839110	7.9857
13840690	8.4789
13871718	8.5028
21105871	7.6185
21105998	9.1508
7131	8.3649
13856352	8.4021
13866817	8.4734
24722	8.6809
7221	8.2349
7223	8.0459
9903	8.5740
13839105	8.2473
10246	8.8172
18336	10.0139
14866	9.6692
466305	8.4926
13865680	8.3649
11604	8.2473
13634	8.1502
76394	7.68
440	7.9350
28682	7.7904
447	7.5779
11667	8.3628
13835772	7.7361
6774	7.8537
21168826	7.9897
8071	9.0307
13839128	7.8933
194092	9.1114
27296	7.8730
28973	7.9516
8186	8.4478
13839123	8.0505
11154	9.9787
5979	12.6745
7240	7.9649
13857694	8.7308
7220	8.3198
7745	6.8158
13839151	8.3705
64699	10.8694
12259	9.3871
62517	7.7746
13848467	7.7158
13848808	8.4468
9911	8.5028
72556	7.8436
15753	9.6145
67465	8.9858
7129	8.9556
13837686	8.4396
13839174	8.0515
61538	8.8760
12244	8.5617
10248	8.3707
61411	9.1904
69177	9.0332
13865424	7.8456
917	9.7307
7248	8.6128
21106144	8.1034
21106524	8.2786
13863774	7.6527
11651	7.7158
16119	8.6793
11610	8.5142
11332993	8.6714
10243171	8.5142
10801842	10.6754
11661	8.4556
7138	7.4484
12674	9.7163
13837988	9.1819
6775	8.3999
11672	7.8610
21106146	7.8267
6108	8.4268
21106008	8.2439
8657	7.4603
13875258	9.5136
70715	8.6955
70714	9.0285
11596	8.1068
10244	8.8417
70988	8.5297
86435	8.6805
65785	8.1036
70652	8.8088
7673	9.3616
6745	9.3082
3544	9.2709
8868	8.1301
8097	8.9367
11773	8.0941
13875392	9.6708
6916	8.5662
21105859	7.8735
13630	9.2866
7443	7.2844
8665	7.4014
6633	8.9246
16804	9.4460
7406	8.4894
6907	8.5272
10892	8.4468
10181338	8.0345
299166	8.2903
136966	8.5566
120548	8.5905
73479	7.9755
11783	9.2026
4611	8.6691
13846749	8.4494
13875432	8.3170
12823	8.3860
7176	8.2703
221082	8.6128
12231	7.8705
21106519	8.7374
13875219	8.2582
8935	9.1090
4514586	3.887
10181341	8.3489
21106018	8.8869
13835344	8.4280
7685	9.0389
238	7.9235
21159695	8.5803
13853758	8.9144
13835151	7.6792
13875320	9.9897
14227	8.7796
5709	7.8138
12821	7.8259
913	7.7525
8070	8.5259
7140	8.2115
7190	8.0543
7310	8.4166
21106140	8.9406
12478	7.7717
1266393	8.9885
455090	7.9239
503239	8.2574
10991	8.4021
191058	8.7041
10986	8.4974
57726	9.2525
21106525	8.2929
13860692	7.8018
13876103	8.8620
7234	7.9876
6621	8.4474
9564	7.6839
21111822	9.4071
13869462	8.3603
10254	8.8356
11460	8.5407
7397	8.5024
6642	9.5508
11465	8.6967
11422	8.8528
3918	11.9545
6794	9.2197
21106014	8.9072
5889	7.3396
13835126	8.5351
21111781	8.1995
924	8.5909
10857	9.4126
8140	8.9236
65	8.6791
13860491	8.4021
13863618	7.8851
13860641	8.6746
13869434	8.2765
13854136	8.0459
6781	7.9980
13838404	11.9543
13837760	6.9547
6630	8.5909
7383	8.9246
123207	9.3560
10008	7.0067
1664	7.25
4878	6.8373
21106020	8.35
61765	8.4083
13862559	9.6664
7662	9.2070
21106148	7.5858
10411	8.6015
20570	8.2574
13860775	7.8878
2157	8.6442
21105795	7.7960
2241	8.2069
10616	8.4996
62466	8.5213
62485	8.3641
62472	8.5128
11586	8.3621
7518	9.6009
4962	7.9714
7681	9.2556
21106013	8.5006
10972	9.7698
10980	9.5631
6674	10.1877
6035	8.6638
21106900	8.6243
2005981	7.8517
81815	6.0221
11584	9.6074
7189	8.3494
11591	8.1058
13840647	8.6798
13029	9.9016
21106172	9.4136
21106145	8.5919
64155	8.8369
13851576	9.0574
13837787	7.5816
68676	9.6734
6635	11.8670
11582	8.03
13853953	8.8065
6988	9.2992
11083	8.8444
13854242	8.5286
13869480	7.6750
11585	8.3735
11488212	8.5655
13864445	10.1591
86394	9.8963
9965	8.6221
2206	10.5210
42330	10.8354
4575	11.6213
2079	11.1498
4590	8.5337
21108548	11.6350
13854248	8.7491
6974	9.5966
6646	7.5608
11629	7.9505
21106019	8.3752
509179	8.6534
89076	8.9881
10664	7.6087
13869414	7.4793
7279	8.6295
62964	10.7106
18219	11.2445
13869451	8.4719
880	8.3570
75956	8.6488
6023	9.0689
456015	9.2116
13869339	8.3356
13875441	9.4740
206493	8.6999
15093	8.5723
4599	11.7909
1577	5.9041
7239	9.8786
434	8.6128
6079	8.4061
7202	8.6522
764	6.8585
10400	8.8507
13662	7.4480
955	7.5072
13030	9.7879
7001	9.7291
71437	11.8948
4759	8.7032
33617	9.0608
13872122	8.8503
13842573	9.4152
17347	10.6486
21106581	8.4413
10586285	9.4185
11595	8.7976
62060	11.6273
5976	6.7848
63906	9.5322
13835351	8.7584
6773	9.0147
30881	8.7808
2923	9.6364
21105870	8.6716
6658	11.1936
11422351	11.5080
7208	8.1049
71193	10.8889
67270	10.8793
6033	10.7221
76154	11.2027
3548	9.9865
642951	9.0479
13860	10.4186
40130	9.7088
13860434	7.9835
21111817	10.0642
5596	7.5686
5915	8.3151
13047	10.1472
25472	9.4247
62467	8.6961
14620	8.6236
6828	9.4138
21105848	8.16
11080	7.4571
7211	7.6443
7092	10.5752
28947	8.6583
11366	10.2178
18	8.25
1446	8.1912
71	8.0999
7146	8.1606
13860817	9.2334
11625	9.8971
12133	8.3102
205483	8.6575
1253	8.5821
4745	8.7126
392	7.3922
11778	8.9950
7172	7.7506
13868640	9.7645
18707	9.9042
123	7.7419
502245	8.6030
13860720	9.4499
21106571	10.3999
21106163	9.9158
44152	10.9198
10257	8.0519
13875356	10.1626
19766	10.7654
124	8.4089
204209	9.1441
7142	8.0395
13853943	7.9934
58563	8.2657
10864	9.9635
21106540	10.6481
132	7.9842
331	8.1324
6550	8.7236
78467	8.5622
7315	7.9612
11087	11.6516
6339	13.2116
13875212	10.9170
21108576	8.4269
26516	10.8506
4768	8.9174
20848	9.1522
4963	8.4421
13859497	7.9834
12640	6.2399
6106	13.4217
776	8.4399
7145	7.7789
6480	8.7229
1448	7.9849
38364	10.8234
10343	8.3443
559096	10.4560
3534	9.8027
8098	8.7824
21361761	9.1843
1361549	9.3340
11961	9.7234
7302	8.3136
967	11.1922
556589	9.1996
13846959	7.4827
10837	7.9859
7299	9.0948
2169	8.8378
526	7.8005
21106518	8.5822
27488	11.3161
10437210	7.8019
11954	10.4314
21111772	9.8026
27749	9.3456
7199	8.7667
15517	9.1871
589165	9.4283
17868	9.2062
5027	8.5245
8183	8.1984
5882	8.0478
192748	8.8140
9120	7.8343
67594	9.1947
13856959	8.6248
15489	9.6441
6780	8.7872
4744	9.0007
62484	11.8924
768	8.2101
10437836	8.0635
2991	9.2549
13848793	8.2841
7150	8.5308
361	8.2216
8182	8.3593
992	8.7250
21106470	8.5155
2121	10.0413
392447	8.7298
577	6.8445
6788	9.1801
10437239	7.4348
953	8.0646
13868660	11.90
6675	12.4777
11588	11.8531
4437893	8.9058
1906	8.4158
1015	7.8696
10870	8.1685
10975	7.8683
906	8.8668
105291	6.8143
7042	8.4336
21106570	11.1334
12044	10.0283
2185	8.3979
13063	9.3373
6736	9.4945
8528	7.2789
68568	8.3431
8876	8.8668
5775	12.6503
10909	9.3383
10918	9.4945
8855	8.5323
256210	8.8662
49179	12.3067
5557	10.5833
24326358	10.2466
21486195	12.6113
10328	11.8816
12047	9.5568
10849	9.8089
8470	8.8740
10851	9.6517
11769	11.7727
13677	9.8089
13846658	9.4584
12045	9.7139
65763	9.0533
10432	11.7103
5142	10.7011
13867714	8.9126
21105699	9.2882
10850	9.6517
1151	8.1637
6852	9.1406
4514549	6.177
48085	12.2281
14627	8.8657
87265	11.8222
65701	11.9023
18941	10.6164
10831	9.8099
10813	10.1233
10908	9.3383
551	9.4554
16359	9.1777
7044	9.0086
28552	9.2938
29282	10.3020
10829	9.8099
8060	8.8413
15619	9.9661
6737	9.8438
96749	7.9124
29117	11.6065
6688	8.2872
4760	10.3020
12874	10.3020
10841	9.8089
26325182	9.6838
18177	8.5637
8262	9.4638
8273	9.3343
17339596	11.0977
3277	9.6932
15621	10.1233
26260	10.2804
5162	11.3791
12682	9.6517
5593	8.2031
8329	9.1755
6789	9.3548
11776	10.9320
15488	9.8886
707	11.6941
83191	12.4741
5774	12.4790
92494	12.4815
92468	12.4827
11489	8.2420
6586	9.6926
15620	10.4376
15861	9.9661
12705	10.2234
12730	10.2799
472932	7.1860
6950	7.8439
3350	8.25
218253	10.3776
4333	9.4749
63968	9.4003
6706	9.8417
68437	10.1233
11038	12.0452
2068	8.9276
5236	9.2419
6855	9.3776
13090	11.3769
13303	10.1448
13302	10.1448
133166	12.4641
8067	11.3838
6840	9.1844
8030	10.5781
3008	9.7778
6739	9.1215
2283071	10.2815
8807	10.0423
5791	12.4421
11286	9.3251
21106059	12.1984
13839012	9.6348
7151	10.6721
10903	9.5172
6835	9.5358
5145918	12.0226
15475	10.4886
15755	10.0883
14995	10.3338
14994	10.3338
67470	10.0883
15476	10.3497
15477	10.8442
15478	9.8371
15524	9.6226
15756	9.8645
8058	8.9214
15473	10.1341
17099	10.1331
17098	10.0108
33933	10.3776
15474	9.7673
11003	8.9282
8093	9.2391
36029	10.3002
58496	14.1858
6735	10.7387
4932499	10.2815
8341	8.9834
6592	9.8358
6371	11.4982
2297441	10.0953
7155	8.4996
3693	9.9183
89258	9.1284
26010	10.8666
30600	10.6221
