Compound Id	dfg
262	0.5
263	0.5
264	0.5
265	0.5
266	2
267	1
268	1
269	1.5
270	1.5
271	0.5
272	0.5
273	1.5
274	1.5
275	2.5
276	1.5
277	0.5
278	0.5
279	0.5
280	2
281	1.5
282	1.5
283	1.5
284	1.5
285	0.5
286	0.5
287	2
288	1
289	1.5
290	5.5
291	1.5
292	2.5
293	1.5
294	2
295	4
296	2.5
297	1.5
298	0.5
299	0.5
300	4
301	1.5
302	1.5
303	1.5
304	1.5
305	1.5
306	0.5
307	1.5
308	1.5
309	3
310	2.5
311	1.5
312	1.5
313	2.5
314	1.5
315	1.5
316	2.5
317	1.5
318	2.5
319	4
320	3.5
321	1.5
322	0.5
323	1.5
324	1.5
325	0.5
326	0.5
327	0.5
328	1.5
329	0.5
330	1.5
331	1.5
332	2.5
333	2.5
334	2.5
335	3
336	2
337	2.5
338	2.5
339	1.5
340	2.5
341	2
342	3
343	2
344	2
345	2
346	2
347	4.5
348	2
349	2.5
350	2
351	1.5
352	1.5
353	1.5
354	0.5
355	2.5
356	2
357	0.5
358	1.5
359	1
360	1.5
361	1.5
362	2.5
363	3.5
364	1.5
365	2.5
366	0.5
367	0.5
368	1.5
369	0.5
370	0.5
371	0.5
372	1.5
373	1.5
374	1.5
375	1.5
376	0.5
377	0.5
378	1.5
379	3
380	1.5
381	2.5
382	2.5
383	1
384	2.5
385	3.5
386	1.5
387	3.5
388	2.5
389	1.5
390	4.5
391	1.5
392	0.5
393	0.5
394	1.5
395	3.5
396	1.5
397	1.5
398	1.5
399	1.5
400	1.5
401	1.5
402	1.5
403	1.5
404	1.5
405	1.5
406	0.5
407	1.5
408	3
409	3.5
410	1.5
411	4
412	2.5
413	2.5
414	2.5
415	2.5
416	1.5
417	2.5
418	1.5
419	1.5
420	1.5
421	1.5
422	2
423	1.5
424	2
425	1.5
426	1.5
427	1.5
428	1.5
429	1.5
430	1.5
431	1.5
432	1.5
433	1.5
434	1.5
435	2
436	1.5
437	0.5
438	0.5
439	1.5
440	1.5
441	2
442	1
443	1.5
444	1.5
445	2
446	2
447	1
448	2
449	1.5
450	1.5
451	1.5
452	2
453	2
454	2
455	2.5
456	2
457	2
458	2
459	1.5
460	1.5
461	1
462	1
463	1.5
464	0
465	1
466	1
467	3
468	1.5
469	1.5
470	1.5
471	1.5
472	1.5
473	2
474	1
475	1.5
476	1
477	1
478	1.5
479	3
480	4
481	4.5
482	1.5
483	1.5
484	1.5
485	1.5
486	2
487	2
488	1.5
489	1.5
490	1.5
491	3.5
492	1.5
493	2.5
494	3
495	3
496	2
497	2
498	2
499	2.5
500	2.5
501	2.5
502	2.5
503	2.5
504	3
505	1.5
506	2.5
507	3
508	1.5
509	1.5
510	2
511	3
512	3
513	3
514	2
515	2
516	2
517	2
518	2
519	2
520	6
521	3
522	2
523	2
524	1.5
525	2
526	1.5
527	1.5
528	2
529	2
530	2.5
531	3
532	2
533	2
534	2.5
535	2
536	2
537	1.5
538	2
539	2.5
540	2
541	2
542	2
543	2
544	1.5
545	3
546	2.5
547	2.5
548	2
549	2.5
550	2
551	1.5
552	1
553	1
554	4
555	2.5
556	2.5
557	3
558	1
559	1
560	1
561	1
562	1
563	1
564	1
565	1
566	1
567	1
568	3
569	1
570	1
571	1
572	1.5
573	1
574	1
575	1
576	1
577	3
578	3
579	1
580	1
581	1
582	1
583	1
584	2
585	3
586	1.5
587	3
588	4
589	1
590	1.5
591	1
592	1
593	1.5
594	2
595	2
596	1
597	1
598	1
599	2.5
600	2
601	1.5
602	3
603	2
604	2
605	2
606	2
607	2.5
608	2.5
609	1.5
610	1.5
611	1.5
612	2
613	1.5
614	1
615	1.5
616	1.5
617	3.5
618	1
619	0.5
620	1.5
621	1.5
622	0.5
623	1.5
624	0.5
625	0.5
626	0.5
627	0.5
628	2.5
629	1.5
630	0.5
631	0.5
632	0.5
633	0.5
634	0.5
635	0.5
636	4
637	3.5
638	3
639	2
640	2
641	1.5
642	3
643	1.5
644	3
645	1.5
646	3
647	2.5
648	3
649	3
650	0.5
651	1.5
652	3.5
653	2
654	2
655	2.5
656	3.5
657	2.5
658	2.5
659	2.5
660	2.5
661	1.5
662	1.5
663	1.5
664	1.5
665	1.5
666	1.5
667	1.5
668	1.5
669	0
670	0
671	0
672	1.5
673	1
674	1.5
675	2.5
676	2.5
677	1.5
678	6
679	1
680	1
681	1
682	1
683	1
684	1
685	2
686	2.5
687	1
688	1
689	2.5
690	1
691	0
692	2.5
693	2.5
694	2
695	2.5
696	1
697	0
698	20
699	0
700	1
701	0
702	2.5
703	1
704	2.5
705	1
706	1
707	1
708	1.5
709	2
710	1
711	1
712	1
713	1
714	1.5
715	0.5
716	0.5
717	2.5
718	2.5
719	1.5
720	1.5
721	1.5
722	1.5
723	2.5
724	5.5
725	0.5
726	0.5
727	1.5
728	0.5
729	0.5
730	0.5
731	0.5
732	0.5
733	1.5
734	1.5
735	0.5
736	1.5
737	0.5
738	1.5
739	0.5
740	1.5
741	0.5
742	0.5
743	3
744	3
745	1.5
746	1.5
747	1.5
748	0.5
749	0.5
750	0.5
751	0.5
752	0.5
753	0.5
754	0.5
755	0.5
756	3
757	0.5
758	0.5
759	0.5
760	2
761	1.5
762	1.5
763	0.5
764	0.5
765	1.5
766	0.5
767	0.5
768	0.5
769	0.5
770	0.5
771	0.5
772	1.5
773	0.5
774	1.5
775	0.5
776	1.5
777	1.5
778	0.5
779	0.5
780	0.5
781	1.5
782	0.5
783	1.5
784	0.5
785	0.5
786	1.5
787	0.5
788	0.5
789	1.5
790	0.5
791	0.5
792	1.5
793	0.5
794	0.5
795	0.5
796	0.5
797	0.5
798	0.5
799	0.5
800	2
801	1.5
802	1.5
803	0.5
804	0.5
805	0.5
806	0.5
807	0.5
808	1.5
809	1.5
810	0
811	3
812	1.5
813	1.5
814	0.5
815	1
816	0.5
817	0.5
818	0.5
819	0.5
820	0.5
821	0.5
822	0.5
823	0.5
824	0.5
825	1
826	0.5
827	0
828	0
829	0
830	0.5
831	0.5
832	1.5
833	0.5
834	0.5
835	0.5
836	3
837	2.5
838	1.5
839	4
840	1.5
841	1.5
842	1.5
843	2.5
844	1.5
845	18
846	1.5
847	1.5
848	0.5
849	1.5
850	5.5
851	0.5
852	1.5
853	1.5
854	1.5
855	0.5
856	0.5
857	0.5
858	0.5
859	4.5
860	5.5
861	4
862	3
863	2
864	2.5
865	2.5
866	1.5
867	3
868	2
869	1.5
870	1.5
871	4
872	2.5
873	4.5
874	2.5
875	2.5
876	0.5
877	0.5
878	1.5
879	2
880	2
881	2
882	1.5
883	15.5
884	2
885	1.5
886	3
887	1.5
888	0.5
889	1
890	4
891	1.5
892	1
893	1.5
894	1
895	0
896	2
897	0
898	1.5
899	0.5
900	0
901	0
902	0.5
903	0.5
904	0
905	0.5
906	0.5
907	0.5
908	0
909	0
910	1.5
911	0.5
912	0
913	1
914	2
915	1.5
916	1.5
917	1.5
918	1.5
919	1.5
920	1.5
921	1.5
922	1.5
923	1.5
924	1.5
925	1.5
926	3
927	3
928	2
929	2
930	1.5
931	0.5
932	1.5
933	0.5
934	0.5
935	0.5
936	9
937	1.5
938	1.5
939	1.5
940	1.5
941	2.5
942	1.5
943	1.5
944	0.5
945	1.5
946	0.5
947	1.5
948	1.5
949	0.5
950	1.5
951	0.5
952	0.5
953	0.5
954	3
955	2
956	2.5
957	2.5
958	2.5
959	2.5
960	1.5
961	1.5
962	1.5
963	2.5
964	1.5
965	2
966	20.5
967	1.5
968	0
969	0
970	1.5
971	1
972	2.5
973	1
974	1
975	1
976	1
977	0.5
978	1.5
979	0.5
980	0.5
981	0.5
982	0.5
983	0.5
984	4.5
985	4
986	3.5
987	5.5
988	4
989	3
990	4
991	3.5
992	2.5
993	2
994	2.5
995	1.5
996	3
997	3
998	1.5
999	2
1000	3
1001	1.5
1002	1.5
1003	0.5
1004	1.5
1005	2.5
1006	0.5
1007	1.5
1008	3.5
1009	2.5
1010	1.5
1011	3
1012	5.5
1013	1.5
1014	1
1015	2
1016	2.5
1017	2.5
1018	7
1019	2
1020	1.5
1021	1.5
1022	1.5
1023	1.5
1024	2
1025	2
1026	2
1027	3
1028	3.5
1029	6.5
1030	4
1031	4
1032	4
1033	2
1034	2
1035	2
1036	3
1037	1.5
1038	1.5
1039	4.5
1040	6
1041	0
1042	5
1043	0.5
1044	1.5
1045	0.5
1046	1.5
1047	0.5
1048	0.5
1049	0.5
1050	2.5
1051	1.5
1052	1.5
1053	0.5
1054	0.5
1055	0.5
1056	1.5
1057	0.5
1058	1.5
1059	0.5
1060	0.5
1061	1.5
1062	7.5
1063	3
1064	1.5
1065	2.5
1066	5.5
1067	1.5
1068	1.5
1069	3
1070	1.5
1071	3
1072	1.5
1073	2.5
1074	3
1075	0.5
1076	5.5
1077	1.5
1078	0.5
1079	2.5
1080	2.5
1081	0.5
1082	1.5
1083	3
1084	1.5
1085	5
1086	3.5
1087	3.5
1088	2
1089	2
1090	3.5
1091	2
1092	7
1093	3
1094	2
1095	2
1096	2
1097	2
1098	1.5
1099	1.5
1100	2.5
1101	1.5
1102	1.5
1103	1.5
1104	1.5
1105	1.5
1106	5
1107	3.5
1108	3.5
1109	2.5
1110	1.5
1111	2
1112	0
1113	3
1114	2
1115	1
1116	1
1117	1
1118	0
1119	0
1120	1
1121	1
1122	2
1123	4
1124	4
1125	7
1126	1.5
1127	0.5
1128	0.5
1129	3
1130	1.5
1131	3
1132	3
1133	0.5
1134	3
1135	1.5
1136	3
1137	3
1138	1.5
1139	1.5
1140	3
1141	8.5
1142	0.5
1143	3
1144	1.5
1145	3
1146	6.5
1147	0.5
1148	1.5
1149	2.5
1150	0
1151	0
1152	2
1153	1
1154	1
1155	1
1156	2.5
1157	1
1158	0
1159	1
1160	0.5
1161	0.5
1162	0.5
1163	0.5
1164	0.5
1165	1.5
1166	8
1167	0.5
1168	0.5
1169	1.5
1170	0.5
1171	1.5
