Compound Id	B
36029	1.233
7964	1.24
6193	1.24
3548	1.24
3918	1.25
106796	1.25
577	1.25
744	1.25
8124942	1.26
305	1.27
4624	1.277
2908	1.28
83191	1.28
91432	1.28
8101973	1.28
13835550	1.29
4911	1.3
7703	1.3
5932	1.31
6002	1.31
4777	1.31
120548	1.31
5139	1.312
13835604	1.32
5774	1.33
11917	1.335
2068	1.34
3841535	1.344
13835706	1.35
92468	1.35
92494	1.35
5198	1.35
5026	1.356
12730	1.36
2121	1.37
3216	1.37
5236	1.38
8912	1.39
3513	1.39
3322	1.394
26325183	1.4
17339596	1.42
5145918	1.429
733	1.43
6646	1.43
56232	1.44
14688	1.44
10227261	1.44
26325081	1.448
13871489	1.45
13835630	1.45
13835932	1.45
13849665	1.456
559096	1.46
4745	1.47
13850879	1.49
230	1.494
5557	1.5
12549	1.5
2700	1.5
4744	1.5
62060	1.514
4343	1.54
3584	1.57
26286843	1.582
75956	1.59
197564	1.6
84971	1.6
388391	1.6
86007	1.601
4471584	1.611
3652	1.62
5550	1.63
5553	1.63
7984	1.63
12586	1.64
26325082	1.643
5709	1.649
30572	1.659
5376	1.69
3534	1.73
3438	1.74
33416	1.75
11632871	1.76
6066	1.76
8103122	1.77
440	1.77
24722	1.781
15789876	1.79
4447447	1.79
4470736	1.8
96749	1.82
4228778	1.85
32555	1.85
49179	1.86
4450907	1.86
5775	1.864
26325083	1.869
193441	1.87
509179	1.9
5633	1.9
5162	1.907
10162	1.914
5541	1.92
5552	1.933
2654	1.95
4444553	1.954
5113	2.03
4380	2.032
4575338	2.04
48085	2.046
26325084	2.082
21106058	2.087
26563	2.1
21105591	2.1
5551	2.112
2760	2.13
9786472	2.13
196288	2.13
139025	2.13
5542	2.16
19232037	2.16
19232038	2.16
18547147	2.16
21587143	2.16
2271976	2.17
15520	2.232
4444479	2.252
5807	2.26
54833	2.276
75995	2.34
21106077	2.432
58496	2.452
21106059	2.518
6013	2.62
1043	2.67
21105594	2.74
10481872	2.748
21486195	2.783
4067	2.8
5768	2.81
31006	3.11
75662	3.21
29400	3.41
4444362	3.651
6045	4.35
