Compound Id	Valence path, order 1
1661	2.23044
1662	1.73205
1663	3.2546
1664	3.76478
1665	4.09584
1666	3.11536
1667	4.14626
1668	3.61536
1669	2.65432
1670	5.09584
1671	4.11536
1672	5.26478
1673	4.61536
1674	2.37062
1675	4.82401
1676	4.82425
1677	2.89254
1678	4.3992
1679	4.61602
1680	3.68592
1681	3.09839
1682	3.03054
1683	3.23588
1684	3.78912
1685	3.21971
1686	2.76174
1687	2.11536
1688	6.11536
1689	2.04558
1690	3.42297
1691	5.02337
1692	5.04577
1693	3.14971
1694	2.60357
1695	3.10437
1696	3.04611
1697	2.88919
1698	3.2461
1699	4.42895
1700	2.65258
1701	3.11192
1702	2.29902
1703	3.02432
1704	3.03264
1705	2.54071
1706	3.1179
1707	3.16269
1708	2.76035
1709	4.72053
1710	3.1737
1711	2.28479
1712	4.32544
1713	1.95711
1714	5.42776
1715	2.80096
1716	2.85173
1717	4.47134
1718	2.61237
1719	3.52814
1720	2.99396
1721	2.99396
1722	2.1475
1723	3.25208
1724	3.79131
1725	3.33073
1726	3.1707
1727	2.2069
1728	2.1547
1729	6.26478
1730	2.39872
1731	3.23427
1732	4.76248
1733	6.63351
1734	5.6815
1735	3.48716
1736	3.09366
1737	3.86884
1738	4.78253
1739	6.10875
1740	3.34226
1741	2.31893
1742	3.60357
1743	4.59584
1744	5.03687
1745	3.60563
1746	2.96929
1747	2.09078
1748	4.02604
1749	4.76478
1750	4.99156
1751	1.74189
1752	1.85381
1753	5.02111
1754	3.62743
1755	4.54057
1756	1.41978
1757	5.02357
1758	3.22178
1759	2.73359
1760	7.01278
1761	3.4509
1762	4.26478
1763	3.95914
1764	4.36391
1765	2.6167
1766	3.30688
1767	3.3963
1768	6.00496
1769	2.22453
1770	1.45846
1771	2.67316
1772	2.67316
1773	2.83849
1774	3.9211
1775	5.04247
1776	2.95182
1777	5.55237
1778	2.71454
1779	4.11059
1780	3.36147
1781	2.70566
1782	4.42897
1783	4.13299
1784	4.60287
1785	4.88738
1786	3.22101
1787	4.26829
1788	3.48581
1789	7.12943
1790	4.4982
1791	5.11536
1792	4.71844
1793	4.14316
1794	1.88603
1795	4.28195
1796	4.78991
1797	3.82605
1798	4.28427
1799	3.03264
1800	5.10739
1801	3.58493
1802	3.38429
1803	5.78427
1804	3.18252
1805	3.61473
1806	4.14135
1807	4.06471
1808	4.93374
1809	3.4302
1810	6.61536
1811	5.20846
1812	3.99704
1813	3.23581
1814	6.0126
1815	3.17242
1816	4.65698
1817	4.0162
1818	2.9022
1819	2.61514
1820	4.06874
1821	4.72794
1822	4.66882
1823	4.64776
1824	5.37831
1825	3.90133
1826	2.8274
1827	3.46876
1828	2.88851
1829	2.2618
1830	3.06726
1831	3.17445
1832	5.76478
1833	4.13045
1834	4.56265
1835	3.47159
1836	2.89273
1837	2.4777
1838	2.87537
1839	6.8221
1840	6.02148
1841	3.75047
1842	5.61536
1843	2.9509
1844	3.54565
1845	8.79549
1846	6.94027
1847	4.31565
1848	4.45193
1849	5.26789
1850	4.37522
1851	3.61536
1852	2.55298
1853	6.1707
1854	2.48178
1855	2.6331
1856	4.75629
1857	3.67878
1858	2.60546
1859	3.54615
1860	4.91944
1861	2.57668
1862	3.67363
1863	4.2296
1864	7.1707
1865	5.30995
1866	6.37831
1867	7.23138
1868	4.31417
1869	1.4129
1870	6.32536
1871	5.62592
1	1.506369552
4	4.85597998
5	6.561934049
7	6.699342127
9	7.980733054
10	6.733229112
11	7.021317402
12	7.308770976
14	7.241229076
15	9.63038238
16	7.0751576
17	7.280352746
18	6.405507407
23	7.821246677
24	9.172343747
26	8.076775925
27	8.658179831
28	8.236582981
29	7.798954478
33	7.851698463
54	4.114459802
55	3.672063683
58	2.760452595
62	2.985197466
63	4.882461063
64	10.00007123
65	6.573690504
67	6.9141122
70	7.413662072
71	8.437608645
73	8.141748496
76	9.488256344
77	7.266418529
78	5.382461063
79	6.106945087
80	8.021629954
84	8.740502424
85	8.174445939
87	4.802014435
88	4.759533077
89	7.702266323
90	5.389789943
92	3.624863361
93	4.128865816
94	3.171759035
95	8.852876796
96	9.691634449
126	7.480733054
128	7.504930778
133	9.441982746
136	7.626173559
144	7.615561053
146	7.794831614
148	8.470624231
149	4.478978392
150	2.20766619
151	8.549009424
152	5.411440637
153	4.499487607
154	8.241772948
155	8.136471863
156	9.475183081
157	8.998572291
158	8.121218981
159	8.149260631
160	6.626231453
161	6.562601301
162	5.987632778
163	8.734887828
164	5.900432195
165	9.605985882
166	9.692822112
167	9.564140905
168	3.659455453
169	2.742688357
